match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyConceded,player_sofascoreId,captain,stat_accurateCross,stat_goals,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_penaltyWon
11368746,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,16.0,12.0,1.0,1.0,7.0,8.0,6.0,9.0,,2.0,,,,,85.0,30.0,6.7,11.0,0.0595009,3,,,1.0,2.0,4.0,4.0,1.0,1.0,,,4.0,1.0,0.3321,0.1658,,2.0,,,,,,2.0,1.0,2.0,2.0,,,,1.0,,,,,,
11368746,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,True,16.0,11.0,5.0,1.0,9.0,9.0,2.0,7.0,4.0,7.0,,,,,45.0,31.0,7.0,6.0,0.0007535,0,,,,2.0,4.0,4.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,True,12.0,7.0,,,3.0,4.0,4.0,9.0,2.0,2.0,,,,,31.0,25.0,6.8,8.0,0.0586755,0,,,1.0,1.0,3.0,5.0,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,
11368746,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,3.0,3.0,,,,,3.0,3.0,1.0,,,,,,13.0,7.0,6.5,,0.0149648,0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
11368746,home,Celta Vigo,Kevin Vázquez,kevin-vazquez,K. Vázquez,D,20,173,142,M,795257,EUR,732844800,D,20,20,True,5.0,4.0,,,1.0,2.0,3.0,3.0,,,,,,,17.0,8.0,6.3,1.0,0.00297561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,12,12,True,4.0,2.0,,,1.0,1.0,1.0,3.0,,,,,,,17.0,10.0,6.7,4.0,0.00141572,0,,,,2.0,1.0,5.0,,,,,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
11368746,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Coke Carrillo,coke-carrillo,C. Carrillo,G,1,188,47,M,1114427,EUR,1010361600,G,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Miguel Rodríguez,miguel-rodriguez,M. Rodríguez,M,22,179,653,M,1014118,EUR,1051574400,F,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo Sotelo,,,,
11368746,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368746,away,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,88625,EUR,704592000,G,1,1,False,22.0,16.0,7.0,2.0,15.0,20.0,1.0,2.0,,6.0,,,3.0,,90.0,30.0,6.6,6.0,0.00068201,0,-0.6286,,,,,,,,,,,,,,,,,,,,,,,,,,terStegen,True,,,,,3.0,,
11368746,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,827212,EUR,910828800,D,23,23,False,90.0,81.0,9.0,5.0,47.0,50.0,34.0,41.0,2.0,4.0,,,,,90.0,115.0,6.6,17.0,0.0276949,1,,,1.0,2.0,5.0,3.0,,,1.0,1.0,1.0,,0.0377,,,2.0,1.0,,,,,2.0,,1.0,,,JKoundé,,,,,,,1.0,
11368746,away,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,925097,EUR,920764800,D,4,4,False,68.0,64.0,1.0,1.0,43.0,44.0,21.0,24.0,1.0,3.0,,,,,45.0,74.0,7.2,4.0,0.0159993,1,,,,1.0,,1.0,,,,,,,0.0686,,,,,,2.0,,,,,1.0,,,RAraújo,,,,,,,,
11368746,away,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,1402913,EUR,1169424000,D,33,33,False,111.0,103.0,11.0,6.0,77.0,81.0,26.0,30.0,3.0,4.0,,,,,90.0,119.0,7.1,9.0,0.0243549,0,,,,3.0,4.0,5.0,,,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,3.0,,,,,,PauCubarsí,,,,Pau Cubarsí,,,,
11368746,away,Barcelona,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,138892,EUR,769996800,D,2,2,False,57.0,45.0,5.0,1.0,26.0,28.0,19.0,32.0,1.0,14.0,,,,,90.0,84.0,7.0,20.0,0.0240355,2,,,3.0,1.0,7.0,3.0,,,1.0,1.0,1.0,,0.0646,,,2.0,,1.0,1.0,4.0,2.0,4.0,1.0,1.0,,,JCancelo,,,,,,,,
11368746,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,795222,EUR,863395200,M,21,21,False,84.0,79.0,1.0,1.0,35.0,36.0,46.0,50.0,3.0,6.0,,,,,90.0,96.0,7.4,6.0,0.226123,0,,,2.0,1.0,4.0,5.0,1.0,,4.0,1.0,,,,,2.0,3.0,,,,1.0,,,,,,,Frenkie,,2.0,,,,,,
11368746,away,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,186795,EUR,829094400,M,15,15,False,39.0,34.0,2.0,1.0,14.0,16.0,20.0,23.0,1.0,4.0,,,,,58.0,47.0,6.6,5.0,0.0154561,2,,,,2.0,3.0,3.0,,,,,,1.0,0.0962,,,1.0,,1.0,,,2.0,,,1.0,,,andreaschristensen3,,,,,,,,
11368746,away,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,992587,EUR,1038182400,M,8,8,False,46.0,37.0,2.0,2.0,16.0,17.0,21.0,30.0,,5.0,,,,,75.0,58.0,6.9,12.0,0.0462321,0,,,1.0,,4.0,4.0,,,,,,4.0,,,2.0,,1.0,,,,1.0,2.0,,,,,Pedri,,,,,,,,
11368746,away,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,1402912,EUR,1184284800,F,27,27,False,38.0,29.0,,,12.0,13.0,17.0,30.0,1.0,5.0,,,,,89.0,68.0,7.9,22.0,0.147733,4,,1.0,5.0,,9.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,0.2007,0.115,2.0,2.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,Lamiyamal,,,,,,,,1.0
11368746,away,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,41789,EUR,588124800,F,9,9,False,21.0,13.0,1.0,1.0,5.0,5.0,8.0,16.0,,5.0,,,,,90.0,35.0,8.1,14.0,0.0856949,2,,,,1.0,5.0,3.0,,2.0,,,3.0,2.0,0.8808,1.428,,2.0,,,1.0,,,3.0,,,1.0,,Lewa,,,2.0,,,,,
11368746,away,Barcelona,Vitor Roque,vitor-roque,V. Roque,F,9,174,73281,M,1150391,EUR,1109548800,F,19,19,False,12.0,8.0,,,1.0,1.0,7.0,11.0,,,,,,,58.0,23.0,6.6,9.0,0.0156815,0,,,,,4.0,2.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,,1.0,3.0,1.0,,,,VRoque,,,,Vitor Roque,,,,
11368746,away,Barcelona,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,173883,EUR,674438400,D,5,5,True,36.0,30.0,3.0,,19.0,20.0,11.0,16.0,6.0,3.0,,,,,45.0,42.0,6.4,6.0,0.0079314,0,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,IñigoMartínez,,,,,,,,
11368746,away,Barcelona,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,45853,EUR,656726400,M,22,22,True,27.0,24.0,1.0,1.0,8.0,8.0,17.0,21.0,,4.0,,,,,32.0,31.0,6.9,4.0,0.132522,0,,,2.0,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,IGunny,,1.0,,,,,,
11368746,away,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,831005,EUR,850521600,F,11,11,True,10.0,8.0,,,2.0,2.0,6.0,10.0,,,,,,,32.0,24.0,7.0,8.0,0.00458488,2,,,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1851,0.2086,,,,,,1.0,,1.0,,1.0,,,Raphinha,,,,,,,,
11368746,away,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,1153270,EUR,1052611200,M,16,16,True,9.0,7.0,1.0,,4.0,4.0,3.0,5.0,,1.0,,,,,15.0,12.0,6.5,3.0,0.00102434,0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,FermínLópez,,,,Fermín López,,,,
11368746,away,Barcelona,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,True,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,oriolromeu,,,,,,,,
11368746,away,Barcelona,Diego Kochen,kochen-diego,D. Kochen,G,31,188,12521,M,1402907,EUR,1142726400,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Kochen,,,,
11368746,away,Barcelona,Iñaki Peña,inaki-pena,I. Peña,G,13,185,45964,M,794949,EUR,920332800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,inakipenya,,,,,,,,
11368746,away,Barcelona,Hector Fort,fort-hector,H. Fort,D,39,185,45892,M,1402908,EUR,1154476800,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,hctorfort,,,,Héctor Fort,,,,
11368746,away,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,1000483,EUR,1063497600,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,marccasado,,,,,,,,
11368746,away,Barcelona,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28475,M,1414933,EUR,1136332800,F,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,marcguiu9,,,,,,,,
