match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_shotOffTarget,captain,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12421019,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,37.0,26.0,18.0,8.0,0.0,21.0,24.0,5.0,13.0,9.0,2.0,5.0,1.0,1.0,90.0,49.0,7.4,11.0,0.00172087,0,0.1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421019,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,27,27,False,27.0,18.0,3.0,,0.0,13.0,18.0,5.0,11.0,3.0,,,,,62.0,54.0,5.5,18.0,0.0486885,0,,2.0,1.0,3.0,8.0,8.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12421019,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,43.0,37.0,4.0,2.0,0.0,32.0,35.0,5.0,8.0,6.0,,,,,90.0,59.0,7.3,7.0,0.00116622,0,,,1.0,,2.0,2.0,,,,5.0,2.0,,,1.0,,4.0,1.0,,,,,,,,,,,,,
12421019,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,36.0,30.0,4.0,1.0,0.0,30.0,33.0,,3.0,4.0,,,,,90.0,54.0,7.3,6.0,0.00018455,2,,,2.0,6.0,3.0,8.0,,,1.0,12.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0801,0.1245,,,,,,,,
12421019,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170,293,M,1028340,EUR,886204800,D,30,30,False,41.0,31.0,5.0,2.0,0.0,25.0,30.0,6.0,11.0,2.0,,,,,90.0,63.0,6.3,16.0,0.0223842,0,,,1.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,
12421019,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,15.0,12.0,3.0,1.0,0.0,4.0,5.0,8.0,10.0,2.0,,,,,55.0,34.0,6.4,11.0,0.0192556,0,,,1.0,3.0,9.0,6.0,,2.0,4.0,1.0,2.0,3.0,1.0,3.0,,,2.0,1.0,,,,,1.0,,,,,,,
12421019,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,4,4,False,32.0,21.0,10.0,5.0,0.0,13.0,18.0,8.0,14.0,5.0,,,,,90.0,52.0,7.1,14.0,0.018588,1,,,1.0,2.0,5.0,8.0,,1.0,,3.0,5.0,,1.0,3.0,,,4.0,,,,0.038,,4.0,1.0,,,,,,
12421019,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,6,6,False,35.0,25.0,7.0,5.0,0.0,19.0,22.0,6.0,13.0,4.0,,,,,90.0,64.0,6.6,21.0,0.039534,3,,,4.0,4.0,14.0,10.0,,8.0,2.0,2.0,3.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,0.2373,0.0605,,2.0,,,,,,
12421019,home,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182,86,M,360652,EUR,796262400,F,33,33,False,8.0,4.0,1.0,,0.0,1.0,1.0,3.0,7.0,,,,,,55.0,11.0,6.4,5.0,0.00534722,0,,,3.0,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,True,1.0,,,,
12421019,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,15,15,False,18.0,14.0,1.0,,1.0,7.0,8.0,8.0,12.0,4.0,,,,,79.0,36.0,7.6,12.0,0.513128,1,,2.0,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,3.0,5.0,1.0,,4.0,,,1.0,,1.0,0.0168,,,,,1.0,1.0,2.0,,
