match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_accurateCross,stat_wasFouled,stat_goodHighClaim,stat_goals,stat_totalOffside
10382029,home,Go Ahead Eagles,Jeffrey de Lange,jeffrey-de-lange,J. de Lange,G,12,188.0,623,M,803034,EUR,891388800,G,1,1,False,34.0,21.0,25.0,12.0,12.0,14.0,9.0,20.0,1.0,1.0,2.0,9.0,1.0,4.0,2.0,90.0,43.0,7.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382029,home,Go Ahead Eagles,Jamal Amofa,jamal-amofa,J. Amofa,D,6,185.0,110,M,1049653,EUR,911952000,D,25,25,False,32.0,29.0,1.0,,8.0,8.0,21.0,26.0,,8.0,2.0,10.0,,,,86.0,65.0,7.6,8.0,0,Jamal Amofa,,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,
10382029,home,Go Ahead Eagles,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19136,M,933641,EUR,959904000,D,6,6,False,47.0,40.0,10.0,5.0,20.0,22.0,20.0,25.0,2.0,3.0,2.0,8.0,,,,90.0,59.0,7.9,7.0,1,,,,6.0,9.0,,,,1.0,1.0,1.0,,jayidzes,1.0,2.0,3.0,3.0,,,,,,,,,,
10382029,home,Go Ahead Eagles,Justin Bakker,justin-bakker,J. Bakker,D,5,189.0,43,M,864153,EUR,888883200,D,26,26,False,51.0,40.0,10.0,5.0,20.0,25.0,20.0,26.0,2.0,2.0,3.0,4.0,,,,90.0,60.0,6.5,13.0,0,,,,6.0,8.0,,,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,
10382029,home,Go Ahead Eagles,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180.0,146,M,339879,EUR,777081600,D,5,5,False,36.0,30.0,4.0,3.0,11.0,11.0,19.0,28.0,1.0,2.0,4.0,5.0,,,,90.0,57.0,6.7,12.0,1,,,3.0,1.0,4.0,1.0,,,,1.0,,,,,,,1.0,1.0,2.0,True,1.0,,,,,,
10382029,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183.0,329,M,916951,EUR,987033600,M,21,21,False,36.0,32.0,3.0,1.0,14.0,17.0,18.0,20.0,,4.0,,6.0,,,,90.0,48.0,6.8,7.0,1,,,1.0,,3.0,1.0,1.0,,1.0,4.0,2.0,,,,,,,1.0,,,,1.0,,,,,
10382029,home,Go Ahead Eagles,Philippe Rommens,philippe-rommens,P. Rommens,M,88,175.0,233,M,606190,EUR,872035200,M,10,10,False,54.0,45.0,3.0,2.0,14.0,14.0,33.0,46.0,2.0,4.0,1.0,7.0,,,,90.0,67.0,7.1,14.0,1,,,6.0,2.0,6.0,1.0,,,,2.0,1.0,1.0,,,,,2.0,1.0,,,1.0,,2.0,,,,
10382029,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170.0,177,M,825851,EUR,918950400,M,11,11,False,24.0,17.0,2.0,,8.0,9.0,9.0,16.0,,1.0,,3.0,,,,66.0,37.0,6.6,14.0,3,,,1.0,1.0,4.0,1.0,1.0,,,1.0,,1.0,,2.0,,,1.0,,4.0,,1.0,,,,,,
10382029,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175.0,591,M,878599,EUR,921801600,M,23,23,False,20.0,16.0,1.0,1.0,5.0,7.0,11.0,13.0,,1.0,,2.0,,,,45.0,28.0,6.2,8.0,0,,,,1.0,6.0,2.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
10382029,home,Go Ahead Eagles,Rashaan Fernandes,rashaan-fernandes,R. Fernandes,M,7,170.0,40,M,803024,EUR,901670400,M,7,7,False,14.0,12.0,,,3.0,3.0,9.0,13.0,,4.0,,2.0,,,,56.0,29.0,6.0,7.0,0,,,2.0,2.0,4.0,,1.0,1.0,,3.0,3.0,,,,,,2.0,,3.0,,,,,,,,
