match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_totalCross,stat_challengeLost,stat_wonContest,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_punches
11451088,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,19.0,14.0,7.0,2.0,13.0,13.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,3.0,90.0,30.0,6.6,5.0,0.00020473,0,-0.0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451088,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,,791616,EUR,883526400,D,21,21,False,26.0,21.0,1.0,1.0,17.0,21.0,4.0,5.0,,3.0,3.0,,,,90.0,46.0,7.2,9.0,0.00199169,1,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.1133,0.3538,,,,,,,,,,,,,,,,,,,,
11451088,home,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1867,M,,880207,EUR,822009600,D,50,50,False,41.0,38.0,6.0,5.0,28.0,30.0,10.0,11.0,,2.0,6.0,1.0,,,84.0,45.0,6.7,3.0,0.0191228,0,,2.0,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11451088,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,59.0,48.0,13.0,7.0,33.0,38.0,15.0,21.0,2.0,5.0,4.0,,,,90.0,76.0,6.8,11.0,0.0172509,0,,1.0,,,,6.0,2.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11451088,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,30.0,25.0,1.0,,9.0,10.0,16.0,22.0,1.0,6.0,3.0,1.0,,,90.0,48.0,6.5,10.0,0.119382,0,,6.0,2.0,,,2.0,,3.0,2.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,
11451088,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,45.0,37.0,2.0,2.0,24.0,25.0,13.0,20.0,1.0,8.0,6.0,,,,90.0,70.0,7.1,12.0,0.0119373,2,,10.0,2.0,,,2.0,3.0,7.0,4.0,,2.0,0.1075,,,,1.0,,3.0,,,2.0,1.0,2.0,,,,,,,,,,
11451088,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,35,35,False,37.0,28.0,2.0,1.0,9.0,10.0,20.0,28.0,,6.0,9.0,2.0,,,90.0,59.0,7.5,14.0,0.082632,2,,4.0,1.0,,,,2.0,4.0,1.0,1.0,1.0,0.2438,,,,,1.0,,,3.0,2.0,,2.0,1.0,1.0,2.0,,,,,,,
11451088,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,False,35.0,27.0,2.0,1.0,14.0,18.0,13.0,17.0,,4.0,9.0,1.0,,,83.0,46.0,6.9,12.0,0.125387,2,,7.0,4.0,2.0,1.0,,,1.0,,1.0,2.0,0.3325,0.4379,,,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,
11451088,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,17.0,13.0,1.0,,2.0,2.0,13.0,21.0,,9.0,7.0,4.0,,,74.0,41.0,8.6,8.0,0.251376,3,,2.0,,1.0,1.0,,,5.0,3.0,,1.0,0.3418,0.399,,,,6.0,1.0,,3.0,,,2.0,,2.0,1.0,,,,,,,
11451088,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,34.0,25.0,1.0,,5.0,5.0,21.0,31.0,,1.0,3.0,1.0,,,87.0,45.0,7.8,12.0,0.815742,1,,1.0,,,,,1.0,,,,,0.1447,,,,,2.0,,,4.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,
