match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalClearance,stat_wasFouled,stat_fouls,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork
12764905,home,Djurgårdens IF,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188,92,M,289025,EUR,740534400,G,35,35,False,20.0,13.0,9.0,2.0,0.0,12.0,15.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,25.0,6.1,7.0,0.00020893,0,-0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764905,home,Djurgårdens IF,Adam Stahl,,,stahl-adam,A. Stahl,D,18,185,111,M,860615,EUR,781574400,D,18,18,False,38.0,27.0,3.0,1.0,1.0,11.0,14.0,17.0,26.0,5.0,1.0,5.0,,,,90.0,68.0,7.2,23.0,0.0453062,0,,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
12764905,home,Djurgårdens IF,Jacob Une Larsson,,,jacob-une-larsson,J. U. Larsson,D,4,179,45,M,138549,EUR,765763200,D,4,4,False,63.0,53.0,8.0,4.0,0.0,33.0,34.0,20.0,29.0,7.0,2.0,4.0,,,,90.0,73.0,7.0,11.0,0.00950445,0,,,,3.0,5.0,6.0,,,,2.0,2.0,,,1.0,,3.0,1.0,2.0,,,,,,,,,,,
12764905,home,Djurgårdens IF,Marcus Danielson,,,marcus-danielson,M. Danielson,D,,192,141,M,143286,EUR,607996800,D,3,3,False,84.0,80.0,7.0,6.0,0.0,59.0,59.0,21.0,25.0,5.0,,2.0,,,,90.0,91.0,6.9,4.0,0.0287921,0,,,,4.0,1.0,2.0,,,,2.0,1.0,,,,,,1.0,1.0,True,,,,,,,,,,
12764905,home,Djurgårdens IF,Keita Kosugi,,,kosugi-keita,K. Kosugi,D,26,172,1310,M,1501641,EUR,1142640000,D,27,27,False,32.0,27.0,2.0,,0.0,10.0,10.0,18.0,23.0,7.0,1.0,6.0,,,,90.0,59.0,6.6,10.0,0.0517364,0,,1.0,1.0,,1.0,4.0,,2.0,1.0,,2.0,1.0,1.0,3.0,,3.0,1.0,5.0,,,,,,,,,,,
12764905,home,Djurgårdens IF,Besard Sabović,,,besard-sabovic,B. Sabović,M,14,186,77,M,810536,EUR,883958400,M,14,14,False,57.0,47.0,6.0,2.0,0.0,22.0,24.0,26.0,34.0,4.0,1.0,11.0,,,,90.0,69.0,7.1,12.0,0.0475304,2,,1.0,1.0,,,6.0,,1.0,1.0,,,1.0,1.0,2.0,,1.0,4.0,3.0,,1.0,1.0,1.0,0.2735,0.3738,,,,,
12764905,home,Djurgårdens IF,Daniel Stensson,,,daniel-stensson,D. Stensson,M,13,178,49,M,791929,EUR,859161600,M,13,13,False,72.0,54.0,6.0,3.0,0.0,30.0,33.0,24.0,40.0,8.0,2.0,4.0,,,,90.0,82.0,7.4,20.0,0.0140948,1,,1.0,,3.0,1.0,5.0,,,,,,3.0,2.0,,,,1.0,3.0,,,,1.0,0.0297,0.3024,1.0,,,,
12764905,home,Djurgårdens IF,Gustav Wikheim,,,gustav-wikheim,G. Wikheim,M,80,180,66,M,147634,EUR,732412800,M,23,23,False,21.0,15.0,1.0,,0.0,5.0,5.0,11.0,17.0,5.0,1.0,4.0,,,,72.0,41.0,6.6,13.0,0.0618078,0,,1.0,1.0,,,6.0,1.0,6.0,3.0,,3.0,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,
12764905,home,Djurgårdens IF,Tobias Fjeld Gulliksen,,,gulliksen-tobias-fjeld,T. F. Gulliksen,M,17,177,672,M,996734,EUR,1057708800,M,16,16,False,25.0,17.0,,,0.0,4.0,4.0,14.0,22.0,4.0,,3.0,,,,72.0,39.0,7.0,12.0,0.087423,1,,1.0,1.0,1.0,,6.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,4.0,,,,1.0,,0.0259,,,,,,
12764905,home,Djurgårdens IF,Tokmac Nguen,,,tokmac-nguen,T. Nguen,M,93,174,631,M,164645,EUR,751075200,M,20,20,False,17.0,12.0,2.0,1.0,0.0,4.0,4.0,8.0,13.0,1.0,,4.0,,,,64.0,29.0,6.8,9.0,0.0250411,2,,,,,,4.0,1.0,1.0,1.0,,,2.0,2.0,3.0,,1.0,1.0,,,,,1.0,0.1297,0.1271,,1.0,1.0,,
