match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalOffside,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
11409034,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,24.0,16.0,15.0,7.0,12.0,12.0,4.0,12.0,2.0,3.0,1.0,90.0,28.0,6.5,8.0,0.00043691,0,-0.1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,D,33,33,False,29.0,18.0,5.0,,5.0,10.0,14.0,23.0,2.0,6.0,,75.0,61.0,6.7,20.0,0.0304874,0,,,,4.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Pedrão,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,56.0,42.0,13.0,3.0,29.0,33.0,13.0,25.0,3.0,5.0,,90.0,78.0,7.6,18.0,0.157542,0,,,,2.0,,2.0,2.0,4.0,,,,3.0,,,2.0,1.0,True,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Alemão,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,46.0,37.0,9.0,2.0,32.0,33.0,5.0,13.0,2.0,7.0,,75.0,58.0,6.7,13.0,0.00178474,0,,Alemão,,,,2.0,4.0,2.0,,,,1.0,,,2.0,,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,
11409034,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,52.0,36.0,14.0,8.0,20.0,22.0,17.0,31.0,4.0,6.0,,90.0,69.0,7.7,19.0,0.186096,2,,,,1.0,1.0,7.0,3.0,7.0,,,,3.0,,,2.0,2.0,,3.0,1.0,,,,,1.0,1.0,1.0,0.4492,0.0729,,,,,,,
11409034,home,Portimonense SAD,Dener,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,False,14.0,10.0,4.0,1.0,5.0,8.0,5.0,6.0,1.0,3.0,,34.0,16.0,6.4,4.0,0.00231907,0,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Lucas Ventura,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,39.0,29.0,5.0,2.0,22.0,24.0,7.0,15.0,1.0,6.0,,90.0,52.0,7.2,11.0,0.00396224,1,,,,,,2.0,4.0,9.0,,,,,5.0,4.0,1.0,,,,,1.0,2.0,4.0,,,,,0.1022,,1.0,,,,,,
11409034,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,11,11,False,50.0,39.0,9.0,6.0,19.0,21.0,22.0,39.0,,6.0,,90.0,72.0,7.3,20.0,0.182506,3,,,,10.0,2.0,,1.0,5.0,,,,1.0,3.0,1.0,,1.0,,,,,2.0,,1.0,,,,0.1345,,3.0,1.0,,,,,
11409034,home,Portimonense SAD,Sylvester Jasper,jasper-sylvester,S. Jasper,M,27,180,184,M,1013994,EUR,1000339200,F,7,7,False,15.0,9.0,1.0,,4.0,6.0,6.0,13.0,2.0,5.0,,81.0,35.0,6.3,18.0,0.0190191,0,,,,4.0,1.0,,8.0,3.0,,4.0,,,,,2.0,,,2.0,,,3.0,,2.0,,,,,,,,,,,,
11409034,home,Portimonense SAD,Hildeberto Pereira,hildeberto-pereira,H. Pereira,F,14,175,109,M,352880,EUR,825724800,F,10,10,False,18.0,10.0,1.0,,3.0,5.0,7.0,13.0,1.0,1.0,,90.0,28.0,6.4,12.0,0.0051287,1,,,,,,2.0,15.0,5.0,,4.0,2.0,,,,2.0,,,13.0,,1.0,1.0,,,1.0,1.0,,0.0652,0.1416,,2.0,,,,,
11409034,home,Portimonense SAD,Hélio Varela,varela-helio,H. Varela,F,29,176,603,M,1094395,EUR,1020384000,F,77,77,False,23.0,20.0,1.0,1.0,4.0,5.0,18.0,24.0,1.0,3.0,,90.0,47.0,7.8,12.0,0.352822,1,,,,6.0,2.0,,5.0,8.0,,5.0,4.0,2.0,,,1.0,4.0,,4.0,2.0,,4.0,,,1.0,1.0,,0.3368,0.8584,,1.0,1.0,,,,
11409034,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,18,18,True,19.0,12.0,4.0,2.0,5.0,5.0,8.0,19.0,1.0,6.0,,56.0,42.0,7.3,14.0,0.0198301,2,,,,5.0,1.0,1.0,2.0,4.0,,1.0,,2.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,1.0,,0.0882,0.0732,1.0,1.0,,,,,
11409034,home,Portimonense SAD,Guga,guga,Guga,D,32,178,71,M,1515162,EUR,1066867200,D,27,27,True,6.0,5.0,,,3.0,3.0,2.0,4.0,,,,15.0,10.0,7.4,3.0,0.00064158,1,,Guga,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,0.1079,0.7918,,,,1.0,,,
11409034,home,Portimonense SAD,Ronie Carrillo,ronie-carrillo,R. Carrillo,F,22,186,278,M,873891,EUR,842140800,F,19,19,True,2.0,2.0,,,,,2.0,2.0,,,,15.0,5.0,6.6,1.0,0.00236637,0,,,,,,,4.0,1.0,,1.0,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Rodrigo Martins,rodrigo-martins,R. Martins,F,7,177,39,M,945059,EUR,905817600,F,70,70,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,9.0,6.0,6.2,3.0,0.00030811,0,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Vinicius Silvestre,vinicius-silvestre,Vinicius,G,25,195,226,M,559582,EUR,764812800,G,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Thiago Dombroski,thiago-dombroski,T. Dombroski,D,55,190,96,M,1134106,EUR,1024531200,D,4,4,True,,,,,,,,,,,,,,,,,0,,Thiago Dombroski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185,157,M,985969,EUR,1012608000,M,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Zinho Hoffmann,zinho-hoffmann,Z. Hoffmann,M,99,177,100,M,1385003,EUR,1052438400,M,99,99,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,home,Portimonense SAD,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,away,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,False,21.0,10.0,16.0,5.0,7.0,9.0,3.0,12.0,1.0,6.0,1.0,90.0,32.0,7.6,11.0,0.00050757,0,0.9379,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0
11409034,away,Vitória SC,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193,145,M,814673,EUR,859939200,D,44,44,False,34.0,20.0,8.0,2.0,13.0,18.0,7.0,16.0,4.0,4.0,,90.0,43.0,6.5,15.0,0.00727357,0,,,,,,8.0,7.0,11.0,1.0,,,1.0,3.0,3.0,,,,3.0,,,,2.0,1.0,,,,,,,,,,,,
11409034,away,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,D,6,6,False,35.0,25.0,1.0,,19.0,27.0,6.0,8.0,13.0,3.0,,90.0,55.0,6.9,11.0,0.00568017,1,,,,,,10.0,7.0,11.0,2.0,,,1.0,1.0,,1.0,,,3.0,,,,2.0,,,,,0.0969,,1.0,,,,,,
11409034,away,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,33.0,25.0,2.0,,14.0,17.0,11.0,16.0,8.0,1.0,,90.0,48.0,6.8,8.0,0.0184002,1,,,,,,3.0,4.0,5.0,1.0,,,,1.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,1.0,0.0148,,,,,,,,
11409034,away,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,M,76,76,False,24.0,16.0,5.0,2.0,6.0,8.0,11.0,20.0,,4.0,,85.0,47.0,6.6,16.0,0.0277232,1,,,,4.0,1.0,2.0,6.0,4.0,1.0,1.0,,1.0,2.0,2.0,,,,1.0,,,,1.0,2.0,,,,0.0378,,1.0,,,,,,
11409034,away,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,64.0,48.0,9.0,3.0,15.0,16.0,35.0,55.0,,9.0,,90.0,83.0,7.6,24.0,0.470573,1,,,,7.0,2.0,,3.0,3.0,1.0,,,2.0,3.0,2.0,1.0,4.0,True,1.0,,,,,1.0,,,1.0,0.0621,,,,,,,,
11409034,away,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,False,42.0,36.0,4.0,2.0,18.0,18.0,18.0,24.0,2.0,5.0,,63.0,51.0,6.5,9.0,0.015411,0,,,,,,2.0,7.0,4.0,1.0,1.0,,,,,1.0,,,,,,2.0,5.0,1.0,,,,,,,,,,,,
11409034,away,Vitória SC,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,M,19,19,False,27.0,14.0,5.0,2.0,5.0,6.0,10.0,24.0,,2.0,,90.0,59.0,6.9,23.0,0.0352747,2,,Ricardo,Mangas,3.0,1.0,,4.0,3.0,1.0,,,,3.0,,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,,0.6545,,2.0,,1.0,,,,
11409034,away,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,F,77,77,False,52.0,44.0,1.0,1.0,12.0,14.0,32.0,39.0,1.0,4.0,,90.0,67.0,6.8,13.0,0.109208,2,,,,1.0,,2.0,3.0,5.0,,2.0,,,,,2.0,1.0,,,,,3.0,2.0,,,,2.0,0.1065,,,,,,,,
11409034,away,Vitória SC,André Silva,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,7,7,False,29.0,23.0,1.0,,9.0,10.0,14.0,20.0,2.0,3.0,,85.0,43.0,7.3,11.0,0.0181004,2,,,,1.0,,1.0,7.0,3.0,,,,,1.0,1.0,3.0,2.0,,4.0,,,1.0,2.0,1.0,,1.0,1.0,0.5371,0.8738,,1.0,,1.0,,,
11409034,away,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,F,17,17,False,34.0,27.0,4.0,2.0,10.0,11.0,17.0,24.0,,9.0,,71.0,49.0,7.2,15.0,0.355273,3,,,,1.0,,,4.0,2.0,,2.0,1.0,,,,4.0,3.0,,1.0,1.0,,1.0,,2.0,,,,0.0509,,3.0,,,,,,
11409034,away,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,D,28,28,True,13.0,10.0,,,4.0,4.0,6.0,9.0,,2.0,,27.0,22.0,6.5,4.0,0.0030163,1,,Zé Carlos,,,,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,0.0758,,,,,,,,
11409034,away,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,79,79,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,,,,19.0,10.0,6.5,2.0,0.00352154,1,,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,,,1.0,,,1.0,,1.0,0.198,,,,,,,,
11409034,away,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,True,6.0,5.0,,,1.0,1.0,4.0,5.0,,1.0,,15.0,8.0,6.8,2.0,0.241359,0,,Miguel Maga,,,,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
11409034,away,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,4877,M,1396009,EUR,1076803200,F,37,37,True,1.0,1.0,,,,,1.0,1.0,,,,15.0,4.0,6.5,1.0,0.00029882,0,,Kaio César,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,
11409034,away,Vitória SC,Pedro Rafael Oliveira,pedro-rafael-oliveira,P. R. Oliveira,G,1,183,24,M,1395098,EUR,1064707200,G,53,53,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,away,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,72,72,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409034,away,Vitória SC,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,1160957,EUR,1064793600,D,52,52,True,,,,,,,,,,,,,,,,,0,,Alberto Baio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
