match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_goals,stat_totalOffside
11689330,home,HHC Hardenberg,Rob van der Leij,Rob,van der Leij,rob-van-der-leij,R. v. d. Leij,F,9,4,M,866271,EUR,700617600.0,F,9,9,False,23.0,14.0,2.0,1.0,1.0,4.0,13.0,19.0,3.0,5.0,1.0,3.0,,,,90.0,31.0,7.1,10.0,1,,,4.0,1.0,,,,2.0,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,,1.0
11689330,home,HHC Hardenberg,Joeri Church,,,joeri-church,J. Church,D,,3,M,893739,EUR,890611200.0,D,4,4,True,5.0,2.0,2.0,1.0,2.0,4.0,,1.0,,,2.0,2.0,,,,9.0,7.0,6.6,3.0,0,177.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Noah Ten Brinke,Noah Ten Brinke,,noah-ten-brinke,N. T. Brinke,M,22,1,M,1548824,EUR,942796800.0,M,22,22,True,1.0,,,,,1.0,,,,,1.0,,,,,9.0,3.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Sander Egbers,Sander Egbers,,sander-egbers,S. Egbers,F,9,4,M,1411078,EUR,973468800.0,F,12,12,True,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
11689330,home,HHC Hardenberg,Yme Meier,Yme Meier,,yme-meier,Y. Meier,G,25,2,M,1411095,EUR,1035244800.0,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,181.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Nick Borgman,Nick,Borgman,nick-borgman,N. Borgman,G,1,5,M,353744,EUR,849830400.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,190.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Jakub Brzezowski,Jakub Brzezowski,,jakub-brzezowski,J. Brzezowski,D,18,6,M,1411031,EUR,965260800.0,F,18,18,True,,,,,,,,,,,,,,,,,,,,0,175.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Finn Berends,Finn Berends,,finn-berends,F. Berends,D,2,11,M,1548787,EUR,1087862400.0,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,187.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Joost van de Belt,Joost van de Belt,,joost-van-de-belt,J. v. d. Belt,D,16,4,M,1084569,EUR,1012694400.0,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Kay Wissink,Kay Wissink,,kay-wissink,K. Wissink,M,14,1,M,1442127,EUR,,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11689330,home,HHC Hardenberg,Gersom Klok,Gersom,Klok,gersom-klok,G. Klok,M,21,4,M,32252,EUR,655171200.0,D,21,21,True,,,,,,,,,,,,,,,,,,,,0,175.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Fabian de Keijzer,,,fabian-de-keijzer,F. d. Keijzer,G,1,109,M,856743,EUR,957916800.0,G,16,16,False,44.0,31.0,18.0,6.0,26.0,29.0,5.0,15.0,,,1.0,9.0,2.0,3.0,1.0,90.0,52.0,6.5,13.0,0,193.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Jannes Wieckhoff,,,jannes-wieckhoff,J. Wieckhoff,D,3,36,M,984880,EUR,965174400.0,D,3,3,False,44.0,36.0,5.0,2.0,25.0,28.0,11.0,19.0,1.0,6.0,3.0,7.0,,,,90.0,78.0,6.7,15.0,0,188.0,3.0,7.0,1.0,1.0,,2.0,5.0,2.0,3.0,,,4.0,,,1.0,,,,,,,,
11689330,away,Heracles Almelo,Sven Sonnenberg,,,sven-sonnenberg,S. Sonnenberg,D,4,16,M,836713,EUR,916704000.0,D,4,4,False,69.0,58.0,7.0,5.0,44.0,47.0,14.0,22.0,6.0,9.0,4.0,5.0,,,,90.0,79.0,7.3,11.0,2,194.0,,2.0,,1.0,1.0,1.0,2.0,2.0,,,,2.0,,,,,1.0,,,,1.0,,
11689330,away,Heracles Almelo,Justin Hoogma,,,justin-hoogma,J. Hoogma,D,4,87,M,833246,EUR,897523200.0,D,21,21,False,89.0,73.0,16.0,9.0,49.0,57.0,24.0,32.0,,1.0,2.0,6.0,,,,90.0,100.0,7.1,16.0,0,190.0,,1.0,1.0,1.0,,2.0,,,,,True,,,3.0,,,,,,,1.0,,
11689330,away,Heracles Almelo,Jetro Willems,,,jetro-willems,J. Willems,D,15,181,M,138828,EUR,764985600.0,D,15,15,False,37.0,28.0,2.0,1.0,12.0,14.0,16.0,27.0,,4.0,1.0,3.0,,,,80.0,66.0,6.7,17.0,1,177.0,4.0,5.0,,6.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,2.0,,,3.0,,
11689330,away,Heracles Almelo,Marko Vejinović,,,marko-vejinovic,M. Vejinović,M,18,29,M,40947,EUR,634003200.0,M,18,18,False,78.0,68.0,7.0,5.0,37.0,39.0,32.0,43.0,,3.0,2.0,7.0,,,,80.0,93.0,7.2,15.0,0,186.0,4.0,3.0,1.0,1.0,,,3.0,3.0,,,,,,2.0,,1.0,,1.0,,1.0,,,
11689330,away,Heracles Almelo,Brian De Keersmaecker,,,brian-de-keersmaecker,B. D. Keersmaeker,M,14,236,M,981222,EUR,957571200.0,M,14,14,False,59.0,52.0,7.0,5.0,31.0,32.0,21.0,27.0,,7.0,1.0,11.0,,,,90.0,81.0,7.9,10.0,2,182.0,,4.0,,4.0,,6.0,3.0,2.0,1.0,1.0,,,,,3.0,1.0,2.0,1.0,,,3.0,,
11689330,away,Heracles Almelo,Lasse Wehmeyer,Lasse Wehmeyer,,lasse-wehmeyer,L. Wehmeyer,F,7,18,M,1413134,EUR,1032307200.0,M,39,39,False,11.0,10.0,1.0,1.0,7.0,7.0,3.0,5.0,,3.0,,4.0,,,,45.0,24.0,6.7,5.0,1,177.0,1.0,2.0,2.0,,,2.0,1.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,
11689330,away,Heracles Almelo,Anas Ouahim,,,anas-ouahim,A. Ouahim,M,10,198,M,845102,EUR,874972800.0,M,10,10,False,16.0,11.0,,,5.0,6.0,6.0,11.0,,3.0,1.0,2.0,,,,45.0,27.0,6.5,11.0,0,175.0,1.0,4.0,,1.0,,,1.0,,2.0,2.0,,,,,1.0,2.0,,,,,,,
11689330,away,Heracles Almelo,Bryan Limbombe,,,bryan-limbombe,B. Limbombe,M,7,160,M,996988,EUR,989798400.0,M,7,7,False,20.0,14.0,,,5.0,7.0,9.0,13.0,1.0,4.0,,6.0,,,,90.0,35.0,6.6,12.0,2,172.0,,4.0,1.0,4.0,1.0,,1.0,,2.0,,,,1.0,,1.0,,,1.0,,,2.0,,
11689330,away,Heracles Almelo,Mohamed Sankoh,Mohamed,Sankoh,mohamed-sankoh,M. Sankoh,F,44,332,M,982779,EUR,1066262400.0,F,44,44,False,16.0,13.0,,,7.0,7.0,6.0,9.0,1.0,2.0,,3.0,,,,61.0,24.0,6.5,9.0,0,180.0,,3.0,,,,,1.0,1.0,4.0,,,1.0,,,,2.0,,,,,,,1.0
11689330,away,Heracles Almelo,Thomas Bruns,,,thomas-bruns,T. Bruns,M,10,36,M,146401,EUR,694742400.0,M,17,17,True,20.0,15.0,4.0,2.0,7.0,7.0,8.0,17.0,,3.0,,3.0,,,,45.0,35.0,7.2,10.0,2,177.0,4.0,1.0,,1.0,1.0,,,,,2.0,,1.0,,,,,1.0,1.0,,,1.0,,
11689330,away,Heracles Almelo,Mario Engels,,,mario-engels,M. Engels,M,8,72,M,132674,EUR,751248000.0,M,8,8,True,10.0,6.0,1.0,,2.0,4.0,4.0,6.0,,,,2.0,,,,45.0,16.0,6.1,9.0,0,183.0,,3.0,,3.0,,,,,1.0,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Emil Hansson,,,emil-hansson,E. Hansson,M,7,242,M,794362,EUR,897868800.0,F,29,29,True,11.0,6.0,1.0,,1.0,2.0,5.0,13.0,,1.0,,2.0,,,,29.0,22.0,6.6,10.0,1,172.0,4.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,
11689330,away,Heracles Almelo,Ruben Roosken,,,ruben-roosken,R. Roosken,D,12,99,M,988990,EUR,951955200.0,D,12,12,True,11.0,4.0,5.0,,,,4.0,12.0,,2.0,,,,,,10.0,18.0,6.5,8.0,0,183.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,,
11689330,away,Heracles Almelo,Sem Scheperman,,,scheperman-sem,S. Scheperman,M,32,82,M,1189738,EUR,1024790400.0,M,32,32,True,5.0,1.0,1.0,,,,1.0,5.0,1.0,1.0,,,,,,10.0,7.0,6.5,4.0,0,188.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
11689330,away,Heracles Almelo,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,75,M,252027,EUR,727574400.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,187.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Robin Jalving,,,robin-jalving,R. Jalving,G,,14,M,856545,EUR,955411200.0,G,28,28,True,,,,,,,,,,,,,,,,,,,,0,193.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Navajo Bakboord,,,navajo-bakboord,N. Bakboord,D,,75,M,837264,EUR,917568000.0,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,177.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Chiel Olde Keizer,Chiel Keizer,,chiel-olde-keizer,C. O. Keizer,D,43,21,M,1383167,EUR,1047859200.0,D,34,34,True,,,,,,,,,,,,,,,,,,,,0,185.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Sava Arangel Čestić,,,sava-arangel-cestic,S. A. Čestić,D,6,85,M,1014566,EUR,982540800.0,D,6,6,True,,,,,,,,,,,,,,,,,,,,0,192.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,134,M,998462,EUR,963792000.0,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,175.0,,,,,,,,,,,,,,,,,,,,,,,
11689330,away,Heracles Almelo,Antonio Satriano,,,satriano-antonio,A. Satriano,F,45,74,M,996813,EUR,1067472000.0,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,185.0,,,,,,,,,,,,,,,,,,,,,,,
