match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_fouls,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_wonContest,stat_goals,stat_goodHighClaim
11407492,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,14.0,9.0,7.0,2.0,9.0,11.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,90.0,23.0,6.8,5.0,7.66e-05,0,0.2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407492,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,74.0,64.0,10.0,8.0,15.0,18.0,59.0,1.0,7.0,,,,,90.0,91.0,7.8,16.0,0.233531,1,,dilorenzo22,True,50.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0392,2.0,,,,,,,,,,,,,,,,,,
11407492,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,89.0,80.0,9.0,2.0,34.0,36.0,53.0,3.0,6.0,,,,,90.0,96.0,6.8,10.0,0.104858,1,,,,46.0,,,6.0,5.0,7.0,6.0,,,,1.0,1.0,,0.113,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11407492,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,85.0,77.0,10.0,4.0,44.0,47.0,38.0,4.0,8.0,,,,,90.0,93.0,6.6,8.0,0.0189344,0,,,,33.0,,,3.0,2.0,6.0,3.0,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,
11407492,home,Napoli,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,3,3,False,43.0,38.0,3.0,,18.0,19.0,25.0,1.0,3.0,,,,,59.0,63.0,7.0,7.0,0.0127653,1,,,,21.0,1.0,1.0,1.0,4.0,2.0,7.0,,,,2.0,1.0,2.0,0.0358,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,
11407492,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,49.0,37.0,2.0,,12.0,12.0,39.0,1.0,1.0,,,,,90.0,60.0,6.7,17.0,0.0190351,1,,anguiss_29,,25.0,2.0,,,4.0,4.0,6.0,1.0,,,2.0,,1.0,0.0799,,1.0,,1.0,,1.0,2.0,,1.0,2.0,,,,,,,,,
11407492,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,43.0,38.0,3.0,1.0,10.0,11.0,32.0,3.0,5.0,,,,,90.0,55.0,7.2,7.0,0.0885428,0,,StanLobotka,,28.0,,,,1.0,1.0,5.0,,,,4.0,1.0,2.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,,
11407492,home,Napoli,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,24,24,False,36.0,30.0,2.0,,14.0,15.0,21.0,1.0,4.0,,,,,59.0,40.0,6.9,6.0,0.0152074,2,,,,16.0,,,1.0,1.0,1.0,1.0,,,,,,,0.1415,,,,2.0,,,,,,,,,,,,,,,
11407492,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,49.0,41.0,5.0,4.0,7.0,7.0,49.0,,3.0,,,,,89.0,77.0,8.0,19.0,0.737748,5,,,,40.0,7.0,6.0,,,5.0,2.0,2.0,2.0,,,,3.0,0.2515,4.0,,,2.0,,1.0,,2.0,2.0,,,,3.0,1.0,0.0581,,,,
11407492,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,10.0,8.0,1.0,,2.0,2.0,9.0,,3.0,,,,,82.0,26.0,8.2,11.0,0.223176,5,,Osimhen9,,6.0,1.0,,1.0,,6.0,1.0,2.0,1.0,,,,4.0,0.3699,1.0,,,2.0,,1.0,,,3.0,3.0,,,1.0,2.0,0.4515,1.0,1.0,1.0,
