match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11408459,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,34.0,28.0,12.0,6.0,23.0,25.0,5.0,9.0,1.0,13.0,1.0,1.0,2.0,5.0,1.0,1.0,90.0,49.0,8.3,7.0,0.00197002,0,0.9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408459,home,Rio Ave,Renato Pantalon,renato-pantalon,R. Pantalon,D,196,88,M,826561,EUR,877910400,D,42,42,False,39.0,33.0,4.0,1.0,24.0,27.0,9.0,12.0,6.0,2.0,,,,,,,90.0,49.0,6.9,6.0,0.00266274,0,,84,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11408459,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,40.0,33.0,2.0,,31.0,34.0,2.0,6.0,5.0,6.0,,,,,,,90.0,47.0,7.1,7.0,0.00132248,1,,33,1.0,2.0,6.0,1.0,,1.0,True,6.0,1.0,0.0184,,,,,,,,,,,,,,,,,,,,,
11408459,home,Rio Ave,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,186,137,M,1066233,EUR,955929600,D,3,3,False,22.0,21.0,1.0,1.0,16.0,17.0,5.0,6.0,2.0,2.0,,,,,,,43.0,32.0,6.8,3.0,0.0011642,2,,3,,,1.0,2.0,,1.0,,1.0,,0.02,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11408459,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,35.0,28.0,4.0,1.0,12.0,15.0,17.0,24.0,1.0,5.0,,,,,,,90.0,78.0,7.2,23.0,0.0463223,0,,20,1.0,9.0,9.0,1.0,5.0,2.0,,,,,,,4.0,,4.0,1.0,2.0,7.0,3.0,3.0,1.0,,,,,,,,,,
11408459,home,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,184,104,M,374560,EUR,720835200,M,10,10,False,45.0,40.0,3.0,1.0,26.0,28.0,14.0,17.0,,7.0,,,,,,,90.0,60.0,7.1,7.0,0.0118636,1,,95,2.0,5.0,3.0,2.0,,1.0,,1.0,1.0,0.0209,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,
11408459,home,Rio Ave,Adrien Silva,adrien-silva,A. Silva,M,175,380,,30127,EUR,605923200,M,15,15,False,39.0,28.0,4.0,2.0,12.0,15.0,18.0,29.0,2.0,6.0,,,,,,,81.0,60.0,7.4,15.0,0.0852912,0,,,2.0,4.0,7.0,2.0,3.0,1.0,,1.0,,,,,5.0,,,2.0,,3.0,2.0,1.0,2.0,,,2.0,,,,,,,
11408459,home,Rio Ave,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,170,334,M,901857,EUR,989107200,M,11,11,False,17.0,12.0,2.0,,7.0,10.0,6.0,11.0,,3.0,,,,,,,59.0,31.0,6.1,13.0,0.0393714,0,,,,6.0,,,,2.0,,,,,,,4.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,
11408459,home,Rio Ave,Joca Fernandes,joca-fernandes,J. Fernandes,M,167,50,M,583834,EUR,822873600,F,14,14,False,39.0,30.0,3.0,2.0,13.0,16.0,18.0,24.0,1.0,5.0,,,,,,,90.0,59.0,7.4,16.0,0.251684,0,,8,,5.0,7.0,,,1.0,,1.0,,,,,1.0,,3.0,1.0,2.0,5.0,4.0,,2.0,1.0,,1.0,,,,,,,
11408459,home,Rio Ave,Aziz,aziz,Aziz,F,187,741,M,984147,EUR,910656000,F,81,81,False,16.0,11.0,,,7.0,8.0,4.0,9.0,1.0,,,,,,,,81.0,24.0,6.9,8.0,0.00640819,1,,9,1.0,2.0,3.0,,,,,2.0,,0.077,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.0472,,,,
