match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,player_sofascoreId,captain,stat_totalCross,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_accurateCross
12436932,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,19.0,9.0,11.0,2.0,0.0,8.0,10.0,1.0,9.0,2.0,2.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,90.0,30.0,7.4,10.0,0.0001942,0,0.7148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,False,26.0,23.0,3.0,1.0,0.0,18.0,18.0,5.0,8.0,1.0,4.0,7.0,3.0,,,,,,90.0,42.0,7.2,5.0,0.00341805,0,,3.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,12,12,False,27.0,23.0,6.0,3.0,0.0,21.0,23.0,2.0,4.0,1.0,2.0,7.0,1.0,,,,,,90.0,40.0,7.2,5.0,0.00067475,0,,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,40.0,32.0,5.0,,0.0,27.0,31.0,5.0,9.0,2.0,6.0,4.0,4.0,1.0,,,,,90.0,53.0,7.1,9.0,0.00196255,0,,3.0,,2.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,13.0,11.0,2.0,,0.0,8.0,8.0,3.0,6.0,1.0,4.0,1.0,3.0,,,,,,90.0,31.0,6.7,7.0,0.00092911,0,,6.0,1.0,,3.0,1.0,4.0,,,1.0,1.0,,,,3.0,nelsonsemedo50,True,1.0,1.0,,,,,,,,,,,,,,
12436932,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,19.0,19.0,2.0,2.0,0.0,9.0,9.0,10.0,10.0,,1.0,,4.0,,,,,,90.0,27.0,6.9,1.0,0.00340015,0,,1.0,,2.0,,,1.0,André,,,1.0,,1.0,1.0,,Andre7,,,1.0,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,27,27,False,26.0,23.0,4.0,3.0,0.0,15.0,17.0,8.0,12.0,,6.0,1.0,3.0,2.0,,,,,88.0,44.0,8.3,7.0,0.146922,1,,2.0,,2.0,3.0,1.0,2.0,,,,,,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,0.1453,0.4006,1.0,,,,,,,,
12436932,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,19.0,14.0,2.0,,0.0,7.0,10.0,7.0,9.0,1.0,9.0,1.0,4.0,2.0,,,,,73.0,39.0,7.2,8.0,0.00249977,0,,4.0,1.0,1.0,3.0,3.0,,,,1.0,1.0,,5.0,3.0,,r_aitnouri,,,,,,,,,,,,,,,,,
12436932,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,138573,EUR,705542400,F,21,21,False,18.0,12.0,3.0,1.0,1.0,5.0,6.0,7.0,15.0,1.0,6.0,3.0,3.0,3.0,,,,,79.0,39.0,7.5,14.0,0.259975,0,,6.0,,2.0,2.0,,3.0,,,1.0,,2.0,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,,,
12436932,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,10,10,False,20.0,16.0,2.0,2.0,0.0,6.0,8.0,10.0,19.0,,5.0,2.0,4.0,2.0,,,,,90.0,55.0,7.5,23.0,0.23955,4,,14.0,1.0,1.0,2.0,2.0,6.0,,,1.0,1.0,1.0,6.0,1.0,,Cunha,,7.0,5.0,1.0,3.0,1.0,0.4451,1.0247,1.0,1.0,1.0,,,,,,
