match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_fouls,captain,stat_dispossessed,stat_outfielderBlock,stat_wonContest,stat_shotOffTarget,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,player_sofascoreId,stat_hitWoodwork,stat_clearanceOffLine
14053676,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,390,M,347726,EUR,770256000,G,1,1,False,28.0,14.0,21.0,8.0,0.0,9.0,11.0,5.0,17.0,3.0,4.0,6.0,3.0,1.0,4.0,5.0,1.0,90.0,43.0,7.4,16.0,0.00067317,19.406730714051,3.0,6.93,2.73,0.3388,0,-0.3182,-0.01,0.01,0.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053676,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,22.0,17.0,1.0,,0.0,7.0,8.0,10.0,14.0,2.0,3.0,2.0,,,,,,90.0,44.0,6.2,11.0,0.0098244,59.861508355643,7.0,42.525,27.195,,2,,0.08,0.37,-0.36,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1311,1.0,-0.55,,,,,,,,,,,,,,
14053676,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190.0,158,M,152414,EUR,719107200,D,3,3,False,22.0,18.0,8.0,6.0,0.0,10.0,10.0,8.0,12.0,8.0,9.0,1.0,,,,,,90.0,41.0,7.0,5.0,0.014796,15.038996735282,2.0,7.035,5.67,,0,,0.09,0.0,-0.1,,,,5.0,1.0,,,,1.0,4.0,3.0,,1.0,,1.0,,1.0,4.0,3.0,,,,,,,,,,,
14053676,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182.0,150,M,46900,EUR,618105600,D,24,24,False,15.0,12.0,3.0,1.0,0.0,10.0,13.0,2.0,2.0,2.0,6.0,2.0,,,,,,90.0,36.0,7.6,5.0,0.00180993,10.082279453912,2.0,1.47,1.89,,0,,0.03,0.01,1.0,,,,4.0,1.0,,,,3.0,2.0,1.0,,,,,,1.0,,1.0,True,1.0,4.0,,,,,,,,
14053676,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3591,M,991679,EUR,971913600,D,16,16,False,30.0,15.0,9.0,3.0,0.0,9.0,18.0,6.0,12.0,9.0,5.0,9.0,1.0,,,,,90.0,79.0,7.1,29.0,0.407192,48.738282415765,6.0,22.155,20.055,,2,,0.34,0.08,-0.2,,9.0,4.0,6.0,1.0,5.0,1.0,,1.0,4.0,1.0,1.0,2.0,0.0873,2.0,0.27,1.0,3.0,,,,1.0,1.0,1.0,0.2106,,,,,
14053676,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173.0,362,M,1000548,EUR,1043625600,M,27,27,False,21.0,20.0,2.0,1.0,0.0,8.0,8.0,12.0,13.0,2.0,4.0,3.0,,,,,,90.0,33.0,7.1,2.0,0.0289662,22.275127269184,4.0,-5.04,2.835,,0,,0.14,-0.12,0.39,,,,1.0,,2.0,,,1.0,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,
14053676,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179.0,686,M,1433802,EUR,1086048000,M,21,21,False,47.0,37.0,6.0,2.0,0.0,15.0,19.0,22.0,28.0,3.0,4.0,4.0,,,,,,90.0,63.0,7.0,12.0,0.0540335,132.50952710454,12.0,88.62,25.095,,2,,0.34,0.18,0.3,,,,1.0,,,,1.0,1.0,3.0,1.0,,2.0,0.0568,,-0.19,,,1.0,,,1.0,,1.0,,,,,,
14053676,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179.0,648,M,1014118,EUR,1051574400,M,22,22,False,24.0,16.0,,,0.0,4.0,7.0,12.0,17.0,2.0,1.0,2.0,,,,,,90.0,37.0,6.2,13.0,0.061605,100.73605059457,10.0,15.855,32.13,,2,,-0.21,0.38,-0.11,,2.0,1.0,6.0,2.0,,1.0,1.0,1.0,2.0,2.0,,4.0,0.1208,2.0,0.14,3.0,,1.0,,,,,,0.2182,1.0,,,,
14053676,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175.0,409,M,856648,EUR,949968000,M,7,7,False,17.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,9.0,4.0,,5.0,2.0,,,,,61.0,29.0,8.0,2.0,0.0196622,30.397855727343,7.0,11.025,4.305,,2,,0.1,0.04,-0.04,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,0.3574,2.0,0.56,,1.0,1.0,,,,,,0.7814,,1.0,,,
14053676,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176.0,517,M,1105700,EUR,1027296000,M,10,10,False,19.0,11.0,,,0.0,3.0,5.0,8.0,14.0,2.0,,2.0,,,,,,89.0,38.0,6.0,21.0,0.0659624,145.09769593208,18.0,35.385,13.86,,1,,-0.12,0.2,-0.15,,3.0,,10.0,2.0,7.0,,,1.0,1.0,1.0,,2.0,0.0476,,-0.26,1.0,,,,1.0,,1.0,1.0,,,,,,
