match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_outfielderBlock
12512899,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,33.0,22.0,17.0,8.0,0.0,16.0,20.0,6.0,13.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,43.0,7.2,12.0,0.00469862,0,0.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,330,M,1133258,EUR,1041292800,D,17,17,False,46.0,38.0,6.0,2.0,0.0,17.0,17.0,21.0,34.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,90.0,79.0,6.7,21.0,0.120921,1,,,,5.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0319,0.1432,1.0,,,,,,,,,,,,
12512899,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,58.0,56.0,2.0,2.0,0.0,39.0,40.0,17.0,18.0,3.0,5.0,2.0,7.0,1.0,,,,,,,,90.0,69.0,6.8,4.0,0.00694507,0,,,,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,67.0,63.0,2.0,1.0,0.0,44.0,45.0,20.0,23.0,,2.0,2.0,2.0,2.0,,,,,,,,90.0,77.0,6.9,5.0,0.273152,0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
12512899,home,Sporting Braga,Adrián Marín,adrian-marin,A. Marín,D,21,181,96,M,547242,EUR,852768000,D,19,19,False,57.0,49.0,4.0,1.0,0.0,22.0,23.0,28.0,39.0,3.0,4.0,1.0,4.0,1.0,,,,,,,,90.0,76.0,6.8,15.0,0.0922852,0,,,,5.0,,4.0,1.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,
12512899,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,6,6,False,46.0,40.0,4.0,3.0,0.0,19.0,20.0,21.0,26.0,1.0,2.0,,6.0,,,,,,,,,70.0,53.0,6.9,7.0,0.0121662,1,,,,,,3.0,,1.0,1.0,,1.0,1.0,2.0,0.0538,,,,1.0,,1.0,,,,,,,,
12512899,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,22.0,15.0,,,0.0,5.0,5.0,10.0,18.0,,2.0,2.0,2.0,1.0,,1.0,,,,,,85.0,34.0,6.7,10.0,0.33343,2,,,,1.0,,1.0,,,,1.0,,1.0,,0.1712,0.0205,,,1.0,,1.0,True,1.0,,,,,,
12512899,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,60.0,49.0,10.0,6.0,0.0,15.0,16.0,35.0,48.0,3.0,8.0,,6.0,2.0,1.0,2.0,,,,,,90.0,84.0,7.5,17.0,0.0951066,2,,,,4.0,2.0,6.0,,2.0,1.0,,1.0,1.0,2.0,0.0414,,2.0,1.0,1.0,,1.0,,,1.0,,,,,
12512899,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,M,16,16,False,29.0,25.0,,,1.0,4.0,4.0,25.0,39.0,1.0,2.0,,5.0,,,,,,,,,90.0,64.0,7.3,23.0,0.505983,2,,,,14.0,1.0,6.0,,4.0,1.0,,,5.0,,0.1061,,4.0,4.0,2.0,,1.0,,,1.0,1.0,,,,
12512899,home,Sporting Braga,Roger Fernandes,roger-fernandes,R. Fernandes,M,78,170,2450,M,1128560,EUR,1132531200,M,11,11,False,36.0,27.0,4.0,3.0,0.0,7.0,7.0,20.0,32.0,,1.0,,5.0,,,1.0,,,,,,69.0,51.0,6.8,17.0,0.025511,2,,,,3.0,,6.0,2.0,3.0,,2.0,,,,0.3551,0.3968,,,1.0,,,,1.0,,,,,,
12512899,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,13.0,9.0,,,0.0,,1.0,9.0,12.0,2.0,2.0,,2.0,,,,,,,,,70.0,17.0,7.2,7.0,0.0234141,1,,,,,3.0,6.0,,1.0,,1.0,,2.0,2.0,0.5953,0.7768,1.0,,,1.0,,,,,,1.0,,,
12512899,home,Sporting Braga,Bruma,bruma,Bruma,F,7,173,2690,M,97012,EUR,782956800,F,7,7,True,14.0,11.0,,,0.0,,,11.0,14.0,,2.0,,1.0,,,,,,,,,21.0,19.0,7.1,4.0,0.134469,1,,,,,,2.0,,3.0,2.0,,,,1.0,0.0357,,1.0,,,,1.0,,,,1.0,,,,
12512899,home,Sporting Braga,Joao Marques,marques-joao,J. Marques,M,11,179,304,M,1087321,EUR,1013558400,M,33,33,True,11.0,8.0,,,0.0,3.0,5.0,6.0,8.0,2.0,4.0,,2.0,2.0,1.0,,,,,,,20.0,17.0,6.8,5.0,0.0410765,0,,,,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,
12512899,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,1.0,,,,,,20.0,7.0,6.5,3.0,0.0323253,0,,,,,2.0,5.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,simbnz,,
12512899,home,Sporting Braga,Roberto Fernández,roberto-fernandez,R. Fernández,F,9,186,2068,M,1392592,EUR,1025654400,F,90,90,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,5.0,,1.0,,,1.0,,,,,,17.0,9.0,7.0,1.0,0.00057861,1,,,,,,1.0,,4.0,3.0,,,,,0.0159,,,,,,1.0,,,,,,,,
12512899,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Bartłomiej Wdowik,bartlomiej-wdowik,B. Wdowik,D,27,184,627,M,936874,EUR,969840000,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,434,M,1084880,EUR,1045180800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Serdar Saatci,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Gabriel Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,home,Sporting Braga,Thiago Helguera,helguera-thiago,T. Helguera,M,6,181,762,M,1490866,EUR,1143331200,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512899,away,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,30.0,16.0,18.0,4.0,0.0,13.0,17.0,3.0,13.0,,,2.0,7.0,,,,3.0,4.0,2.0,,,90.0,42.0,7.4,14.0,0.00025256,0,0.3373,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
