match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalTackle,captain,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wonTackle,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves
10388267,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,56.0,36.0,26.0,8.0,31.0,37.0,5.0,19.0,1.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,90.0,65.0,6.3,20.0,0.0,0.0,0.00221014,0,-1.5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388267,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,83.0,73.0,8.0,3.0,54.0,55.0,19.0,29.0,3.0,5.0,2.0,6.0,,,,,90.0,95.0,6.6,13.0,0.0,0.0,0.00515282,0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388267,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,85.0,76.0,8.0,2.0,56.0,58.0,20.0,27.0,2.0,5.0,5.0,6.0,,,,,90.0,98.0,6.9,10.0,0.0534,0.0,0.0121212,1,,,3.0,,1.0,True,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388267,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,83.0,78.0,8.0,4.0,60.0,60.0,18.0,23.0,,3.0,3.0,9.0,,,,,90.0,95.0,7.1,6.0,0.0243,0.0296,0.00845727,1,,,1.0,,2.0,,,1.0,,,,,,1.0,JGvardiol,1.0,3.0,2.0,,,,,,,,,,,,,
10388267,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,M,39,39,False,67.0,59.0,3.0,1.0,33.0,36.0,27.0,32.0,,5.0,1.0,11.0,,,,,90.0,93.0,7.4,9.0,0.0423,0.0,0.109408,1,,1.0,5.0,1.0,3.0,,1.0,1.0,,,1.0,,,2.0,,,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,
10388267,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,38.0,33.0,2.0,1.0,13.0,13.0,20.0,25.0,1.0,2.0,1.0,3.0,,,,,79.0,45.0,8.0,7.0,0.2722,0.8565,0.0694515,1,,,7.0,1.0,,,,3.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,1.0,,,3.0,1.0,1.0,1.0,,,,
10388267,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,39.0,35.0,3.0,3.0,10.0,11.0,25.0,28.0,,1.0,1.0,6.0,,,,,90.0,47.0,6.8,5.0,0.0,0.0,0.0570709,0,,,4.0,1.0,1.0,,2.0,1.0,,,,,,,amadou_haidara04,,1.0,1.0,,,,,,,1.0,,,,,,
10388267,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,M,22,22,False,41.0,39.0,2.0,2.0,27.0,28.0,12.0,15.0,2.0,4.0,2.0,7.0,,,,,85.0,60.0,6.7,7.0,0.0,0.0,0.00787455,0,,2.0,4.0,,2.0,,1.0,2.0,,,,,2.0,,,,1.0,2.0,,,,,,1.0,,,,,,,
10388267,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,F,17,17,False,55.0,47.0,4.0,3.0,22.0,23.0,27.0,34.0,1.0,6.0,,2.0,,,,,85.0,70.0,7.0,13.0,0.3046,0.0508,0.107082,1,,2.0,8.0,2.0,2.0,,1.0,3.0,3.0,1.0,,,,2.0,DomSzobo,1.0,,1.0,,,,2.0,,,3.0,,1.0,,,,
10388267,home,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,F,11,11,False,30.0,20.0,,,9.0,13.0,12.0,18.0,,1.0,,,,,,,85.0,43.0,9.0,13.0,0.404,0.9578,0.54867,2,,1.0,,,,,,,1.0,1.0,,,3.0,,timowerner,2.0,,,,,1.0,1.0,1.0,,3.0,2.0,3.0,,,,
10388267,home,RB Leipzig,Dani Olmo,dani-olmo,D. Olmo,M,20,179,190811,M,789071,EUR,894499200,F,7,7,False,32.0,27.0,,,10.0,10.0,17.0,23.0,1.0,14.0,,4.0,,,,,74.0,55.0,7.3,11.0,0.072,0.0,0.0167963,2,,1.0,6.0,2.0,1.0,,1.0,1.0,7.0,7.0,,,2.0,5.0,DaniOlmo,,,,,,,,,2.0,,,,2.0,,,
10388267,home,RB Leipzig,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48863,M,769333,EUR,879465600,F,18,18,True,7.0,6.0,,,1.0,1.0,5.0,6.0,,3.0,,1.0,,,,,16.0,13.0,6.5,2.0,0.6179,0.0,0.171415,2,,,,,1.0,,,,2.0,2.0,1.0,,1.0,,Nkunku,,,1.0,,,,,,,,,,1.0,1.0,,
10388267,home,RB Leipzig,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,True,6.0,3.0,,,2.0,3.0,1.0,4.0,,,,3.0,,,,,11.0,10.0,6.7,5.0,0.0308,0.0288,0.00023175,1,,1.0,,,,,,,,,,1.0,1.0,,KonradLaimer,1.0,,,,,,,,,,,,,,,
10388267,home,RB Leipzig,Marcel Halstenberg,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,True,7.0,5.0,2.0,1.0,3.0,4.0,2.0,3.0,,,,2.0,,,,,10.0,10.0,6.9,3.0,0.0,0.0,0.00512859,0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,
10388267,home,RB Leipzig,Abdou Diallo,abdou-diallo,A. Diallo,D,37,188,2776,M,280435,EUR,831168000,D,37,37,True,6.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,,,1.0,1.0,,,,,10.0,9.0,6.4,3.0,0.0,0.0,0.00518198,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
