match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_dispossessed,stat_errorLeadToAShot,stat_keyPass,stat_wonContest,stat_lastManTackle,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_goodHighClaim,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed
14025082,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,26.0,8.0,21.0,3.0,0.0,5.0,6.0,3.0,20.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,90.0,37.0,7.1,18.0,0.00026294,37.684436457421,6.0,22.365,6.405,0.4129,0,0.8523,0.02,-0.02,0.18,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025082,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,27.0,24.0,1.0,1.0,0.0,7.0,8.0,17.0,19.0,2.0,4.0,,,,,,90.0,48.0,7.0,9.0,0.0162788,54.619989975205,7.0,36.33,14.28,,1,,0.13,0.05,0.53,,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007,16.447005806529,1.0,-0.02,,,,,,,,,,,,,,,,,,,,,,
14025082,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,25.0,20.0,5.0,1.0,0.0,15.0,16.0,5.0,9.0,6.0,3.0,,,,,,90.0,35.0,7.3,5.0,0.00177641,40.236279577277,7.0,13.755,9.24,,0,,0.01,0.02,0.74,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,milenkovicn_4,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025082,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,37.0,32.0,9.0,5.0,0.0,19.0,20.0,13.0,17.0,9.0,1.0,,,,,,90.0,55.0,6.8,9.0,0.011102,77.515291297118,12.0,50.925,18.69,,0,,0.18,0.15,0.33,,,1.0,3.0,,,,1.0,2.0,3.0,1.0,,43.770844797505,3.0,,murillosantiago40,,1.0,1.0,,Murillo,,1.0,1.0,1.0,,,,,,,,,,,,
14025082,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,3,3,False,23.0,22.0,1.0,1.0,0.0,10.0,10.0,12.0,13.0,1.0,3.0,,,,,,90.0,54.0,7.8,11.0,0.190245,115.60068916426,13.0,51.345,18.795,,0,,0.16,0.15,0.86,,3.0,2.0,6.0,1.0,3.0,,1.0,,1.0,1.0,,30.876898540713,2.0,,,1.0,7.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,
14025082,home,Nottingham Forest,Ibrahim Sangaré,ibrahim-sangare,I. Sangaré,M,6,191,10181,M,843754,EUR,881020800,M,6,6,False,31.0,26.0,2.0,,0.0,13.0,14.0,13.0,17.0,3.0,2.0,,,,,,90.0,39.0,7.2,5.0,0.0405997,82.947749909604,14.0,12.39,5.775,,0,,0.28,-0.01,0.56,,,2.0,3.0,,,,1.0,,,1.0,,,,,ibrahim_sangare,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14025082,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,44.0,38.0,6.0,4.0,0.0,14.0,16.0,24.0,28.0,2.0,8.0,,,,,,90.0,76.0,8.0,17.0,0.077267,95.252345911531,12.0,48.615,13.755,,0,,0.22,0.08,0.42,,10.0,,3.0,,2.0,,1.0,1.0,1.0,,,18.655271533805,1.0,,,5.0,12.0,3.0,1.0,,,1.0,,,,,5.0,3.0,,,,,,,,
14025082,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,7,7,False,34.0,32.0,2.0,2.0,0.0,5.0,6.0,27.0,28.0,1.0,2.0,,,,,,90.0,46.0,7.5,9.0,0.112221,361.84327096578,26.0,225.225,39.48,,1,,0.26,0.49,0.21,,6.0,,2.0,1.0,1.0,,,,1.0,1.0,0.0132,199.49875586104,10.0,-0.12,Calteck10,1.0,3.0,,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,
14025082,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,29.0,25.0,1.0,1.0,0.0,8.0,9.0,17.0,20.0,3.0,,,,,,,90.0,49.0,6.5,12.0,0.0191013,106.78716143009,12.0,-9.24,5.985,,2,,0.08,-0.35,0.18,,2.0,6.0,9.0,1.0,3.0,2.0,,,3.0,,0.1105,,,-0.39,Morgangibbs27,1.0,5.0,1.0,,,,1.0,,,2.0,,1.0,,,True,,,,,,
14025082,home,Nottingham Forest,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,16,16,False,31.0,19.0,,,0.0,3.0,7.0,16.0,24.0,2.0,2.0,,,,,,89.0,48.0,6.6,18.0,0.0125238,51.760274477964,5.0,24.045,19.32,,2,,0.0,-0.53,0.29,,1.0,1.0,6.0,2.0,2.0,,2.0,,3.0,1.0,0.2103,19.346906729501,1.0,-0.43,,3.0,6.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,
