match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_fouls,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goalAssist
10438048,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,35.0,20.0,29.0,14.0,10.0,12.0,10.0,23.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,4.0,90.0,47.0,7.1,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438048,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,D,11,11,False,20.0,15.0,4.0,3.0,7.0,7.0,9.0,15.0,3.0,3.0,1.0,6.0,1.0,,,,90.0,42.0,6.6,11.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10438048,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,19.0,14.0,2.0,2.0,11.0,13.0,3.0,6.0,4.0,4.0,,1.0,,,,,89.0,23.0,6.5,5.0,1,,,2.0,3.0,,,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,
10438048,home,FC Porto,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,,892235,EUR,932342400,D,4,4,False,23.0,13.0,6.0,1.0,12.0,14.0,1.0,9.0,4.0,5.0,,3.0,,,,,90.0,38.0,7.1,10.0,1,,,2.0,3.0,,,6.0,1.0,2.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,
10438048,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,False,16.0,11.0,3.0,,6.0,6.0,7.0,14.0,2.0,1.0,1.0,5.0,,,,,78.0,38.0,6.4,14.0,0,4.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
10438048,home,FC Porto,Otávio,otavio,Otávio,M,25,171,6972,M,otavio,244801,EUR,792288000,M,25,25,False,32.0,21.0,8.0,5.0,8.0,10.0,14.0,29.0,10.0,14.0,6.0,3.0,5.0,,,,90.0,68.0,7.6,21.0,3,7.0,1.0,1.0,2.0,3.0,2.0,,1.0,5.0,4.0,1.0,3.0,,1.0,,,,True,1.0,2.0,1.0,,,,,,,
10438048,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,24.0,14.0,3.0,2.0,3.0,7.0,11.0,18.0,4.0,5.0,2.0,7.0,1.0,,,,90.0,32.0,6.8,12.0,1,1.0,,2.0,2.0,,,2.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10438048,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,8.0,3.0,,,2.0,2.0,1.0,6.0,4.0,1.0,1.0,2.0,,,,,27.0,10.0,4.3,5.0,0,,,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,
10438048,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,10.0,6.0,,,3.0,3.0,3.0,7.0,7.0,9.0,,5.0,4.0,,,,78.0,27.0,6.3,13.0,0,,,1.0,3.0,4.0,,,,1.0,,3.0,,,1.0,,,,,2.0,1.0,,,,,,,,
10438048,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,10.0,5.0,,,,,5.0,10.0,8.0,8.0,,1.0,2.0,,,,67.0,22.0,6.6,11.0,0,,,3.0,4.0,1.0,,,,2.0,2.0,3.0,,,2.0,,,,,2.0,,,,,,,,,
10438048,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,9,9,False,11.0,5.0,,,1.0,2.0,4.0,10.0,10.0,7.0,,2.0,3.0,,,,90.0,29.0,6.5,10.0,2,1.0,,8.0,4.0,1.0,,,2.0,,,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,
10438048,home,FC Porto,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2561,M,,1002819,EUR,1031011200,F,7,7,True,4.0,3.0,,,,1.0,3.0,4.0,2.0,2.0,,1.0,,,,,23.0,13.0,6.7,4.0,1,1.0,,,,3.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
10438048,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,True,5.0,4.0,,,4.0,5.0,,1.0,1.0,4.0,,2.0,1.0,,,,12.0,13.0,7.0,4.0,0,1.0,,1.0,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,
10438048,home,FC Porto,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,,831253,EUR,867628800,F,29,29,True,1.0,,,,,,,1.0,1.0,3.0,,,,,,,12.0,6.0,6.7,3.0,1,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
