match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wonContest,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside
12437855,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187.0,1097,M,1014412,EUR,977788800,G,13,13,False,26.0,18.0,11.0,3.0,0.0,16.0,16.0,2.0,10.0,1.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,90.0,38.0,6.7,8.0,0.0005816,0,-0.7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437855,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180.0,561,M,52663,EUR,608515200,D,18,18,False,66.0,51.0,6.0,,1.0,22.0,25.0,29.0,43.0,,,5.0,,,,,,90.0,85.0,6.9,18.0,0.112017,0,,True,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437855,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183.0,3110,M,910978,EUR,931132800,D,3,3,False,80.0,72.0,8.0,6.0,0.0,41.0,45.0,31.0,35.0,2.0,3.0,6.0,,,,,,90.0,87.0,7.6,10.0,0.0181479,2,,,,,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3188,0.8681,,,,,,,,,
12437855,home,Athletic Club,Unai Núñez,,,unai-nunez,U. Núñez,D,4,186.0,733,M,892521,EUR,854582400,D,14,14,False,60.0,52.0,8.0,3.0,0.0,35.0,39.0,17.0,21.0,1.0,3.0,5.0,,,,,,90.0,69.0,6.7,8.0,0.00514766,0,,,,1.0,2.0,,,,,1.0,,,,,,4.0,,1.0,,,1.0,1.0,1.0,,,,,,
12437855,home,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181.0,1146,M,84531,EUR,634608000,D,17,17,False,29.0,21.0,3.0,1.0,0.0,12.0,14.0,9.0,15.0,,2.0,4.0,,,,,,63.0,44.0,6.7,9.0,0.00484786,0,,,,,1.0,,,,,1.0,,,,,,5.0,,1.0,,,,1.0,,,,,,,
12437855,home,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174.0,944,M,96365,EUR,744595200,M,16,16,False,43.0,40.0,3.0,1.0,0.0,17.0,17.0,23.0,26.0,,2.0,5.0,,,,,,63.0,48.0,6.8,6.0,0.151085,0,,,,,3.0,,1.0,,,1.0,1.0,2.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,
12437855,home,Athletic Club,Mikel Jauregizar,,,mikel-jauregizar,M. Jauregizar,M,18,177.0,1766,M,1495844,EUR,1068681600,M,23,23,False,65.0,55.0,2.0,1.0,0.0,29.0,33.0,26.0,34.0,2.0,9.0,5.0,,,,,,90.0,86.0,7.1,14.0,0.0240487,0,,,2.0,,5.0,,,,,5.0,1.0,1.0,,,,4.0,1.0,6.0,,,1.0,1.0,1.0,,,,,,
12437855,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186.0,20741,M,783374,EUR,771638400,M,9,9,False,20.0,14.0,,,0.0,2.0,2.0,12.0,24.0,,7.0,3.0,,,,,,73.0,41.0,8.7,16.0,0.0148779,2,,,6.0,,3.0,,3.0,,,1.0,,1.0,,2.0,2.0,,2.0,3.0,0.4204,1.5657,1.0,2.0,1.0,2.0,IñakiWill,,,,
12437855,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175.0,1919,M,592012,EUR,804816000,M,7,7,False,38.0,30.0,2.0,2.0,2.0,11.0,11.0,19.0,29.0,,4.0,2.0,,,,,,78.0,53.0,9.0,15.0,0.0950763,2,,,2.0,1.0,4.0,,3.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,0.4517,0.913,,,,2.0,,,,,
12437855,home,Athletic Club,Nico Williams,,,nico-williams,N. Williams,M,10,180.0,84836,M,1085400,EUR,1026432000,M,10,10,False,19.0,17.0,,,1.0,6.0,7.0,13.0,17.0,,8.0,2.0,,,,,,73.0,45.0,7.4,12.0,0.098131,2,,,5.0,,6.0,1.0,7.0,,,,1.0,2.0,,2.0,,,1.0,2.0,0.0799,0.0398,1.0,2.0,1.0,4.0,NicoWill,2.0,,,
