match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_interceptionWon,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim
14083134,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192.0,2350,M,1066603,EUR,979430400,G,1,1,False,12.0,7.0,5.0,1.0,0.0,6.0,7.0,1.0,5.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,90.0,25.0,7.3,5.0,9.705e-05,3.0377111449247,1.0,-0.525,-0.525,0.754,0,-0.3157,-0.03,0.0,-0.18,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185.0,319,M,1525863,EUR,1114387200,D,26,26,False,72.0,60.0,5.0,2.0,0.0,28.0,33.0,32.0,39.0,1.0,5.0,2.0,5.0,,,,,,,90.0,87.0,6.5,12.0,0.0137941,143.09739423765,15.0,78.96,21.21,,0,,0.08,0.13,-0.47,,2.0,9.0,3.0,2.0,4.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Rafa Marín,,,rafa-marin,R. Marín,D,4,190.0,2354,M,984623,EUR,1021766400,D,4,4,False,99.0,92.0,6.0,3.0,0.0,45.0,46.0,47.0,53.0,1.0,3.0,5.0,3.0,,,,,,,80.0,111.0,7.2,9.0,0.0298422,459.79441177514,40.0,374.325,31.71,,0,,0.31,0.32,-0.12,,1.0,2.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190.0,11718,M,1087359,EUR,1059436800,D,12,12,False,67.0,59.0,6.0,1.0,0.0,34.0,36.0,25.0,31.0,,,2.0,3.0,,,,,,,90.0,74.0,6.4,12.0,0.0316727,299.04151332243,27.0,198.345,26.67,,0,,0.26,0.22,-0.2,,2.0,2.0,,,,,,1.0,1.0,1.0,renatoveiga95,1.0,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Alfonso Pedraza,,,alfonso-pedraza,A. Pedraza,D,24,184.0,576,M,797290,EUR,829008000,D,24,24,False,34.0,28.0,7.0,4.0,0.0,15.0,18.0,13.0,16.0,,4.0,1.0,5.0,,,,,,,90.0,55.0,6.5,13.0,0.0346286,100.20880468822,11.0,60.48,21.525,,0,,0.06,-0.03,-0.16,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
14083134,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183.0,12582,M,593526,EUR,801705600,M,19,19,False,37.0,33.0,1.0,1.0,0.0,8.0,10.0,25.0,27.0,,7.0,2.0,1.0,,,,,,,90.0,60.0,7.2,15.0,0.149103,281.55580668014,25.0,116.025,38.325,,1,,0.36,0.51,-0.03,,1.0,7.0,,,5.0,3.0,,1.0,,4.0,nicolas_pepe19,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0216,-0.17,,,,,,,,,
14083134,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187.0,1066,M,843678,EUR,844473600,M,14,14,False,57.0,41.0,5.0,3.0,0.0,14.0,17.0,27.0,40.0,5.0,8.0,2.0,11.0,,,,,,,90.0,70.0,6.2,18.0,0.0604232,84.670491692378,14.0,33.075,10.605,,3,,-0.04,-0.64,-0.13,,2.0,7.0,2.0,,2.0,1.0,,3.0,2.0,1.0,,1.0,,,,1.0,,,1.0,0.2005,-0.53,2.0,0.334,1.0,,,,,,
14083134,home,Villarreal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185.0,42575,M,316148,EUR,739929600,M,16,16,False,38.0,36.0,3.0,2.0,0.0,9.0,9.0,27.0,29.0,2.0,5.0,,4.0,,,,,,,63.0,51.0,7.0,5.0,0.0547334,104.09949730082,12.0,44.625,13.02,,0,,0.12,0.17,-0.1,,3.0,4.0,1.0,,1.0,1.0,,1.0,2.0,1.0,TPartey5,1.0,,1.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,
14083134,home,Villarreal,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,20,20,False,13.0,9.0,1.0,,0.0,3.0,3.0,6.0,10.0,,1.0,,1.0,,,,,,,74.0,20.0,6.6,7.0,0.215374,24.401039900497,5.0,0.735,3.675,,2,,0.31,0.04,-0.08,,,2.0,,,,,,2.0,,3.0,,1.0,,,,1.0,1.0,1.0,,0.2029,-0.55,2.0,0.1366,1.0,1.0,,,,,
14083134,home,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180.0,4001,M,146866,EUR,702604800,F,7,7,False,27.0,20.0,3.0,2.0,0.0,6.0,8.0,14.0,19.0,,1.0,,3.0,,,,,,,63.0,37.0,7.6,11.0,0.260211,107.65277416896,13.0,-17.955,8.61,,2,,0.49,0.13,-0.02,,,2.0,,,1.0,1.0,,1.0,1.0,2.0,GerardMoreno9,,,1.0,,,,,,0.4225,0.54,1.0,0.3611,2.0,,True,1.0,1.0,1.0,
14083134,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180.0,3785,M,345195,EUR,743385600,F,22,22,False,14.0,9.0,,,1.0,2.0,2.0,7.0,12.0,,2.0,,,,,,,,,63.0,24.0,6.7,8.0,0.0338408,60.349259701594,10.0,49.14,10.08,,2,,-0.08,0.4,-0.01,,2.0,4.0,,,,,,,,1.0,,,,4.0,2.0,,,,1.0,0.1584,-0.44,,,3.0,,,1.0,1.0,,
14083134,home,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187.0,36528,M,879694,EUR,917136000,M,18,18,True,18.0,12.0,5.0,3.0,0.0,,4.0,12.0,14.0,,,1.0,1.0,,,,,,,27.0,25.0,6.7,9.0,0.134793,26.83160057734,5.0,-2.625,2.73,,1,,0.38,-0.58,0.13,,2.0,6.0,,,,,,2.0,1.0,1.0,p.gueye24,,1.0,1.0,,,,,,0.0401,-0.07,,,,,,,1.0,,
14083134,home,Villarreal,Tani Oluwaseyi,Tani Oluwaseyi,,oluwaseyi-tani,T. Oluwaseyi,F,21,188.0,2594,M,1172477,EUR,958348800,F,21,21,True,4.0,3.0,,,0.0,,,3.0,4.0,,1.0,,1.0,,,,,,,27.0,7.0,8.0,1.0,0.337658,46.61736719214,5.0,44.835,15.435,,1,,0.43,0.14,0.13,,2.0,3.0,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,0.8329,0.55,1.0,0.9949,1.0,,,1.0,,1.0,
14083134,home,Villarreal,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176.0,13076,M,1009372,EUR,972950400,F,9,9,True,8.0,7.0,1.0,,0.0,2.0,2.0,5.0,6.0,1.0,2.0,,1.0,,,,,,,27.0,12.0,6.4,2.0,0.102151,17.630711020382,2.0,3.99,7.875,,2,,-0.01,-0.52,0.13,,1.0,1.0,,,,,,,,1.0,georgesmkd,,,,,1.0,,,1.0,0.3479,0.15,1.0,0.4411,,1.0,,,,,
14083134,home,Villarreal,Manor Solomon,,,manor-solomon,M. Solomon,M,19,167.0,5398,M,862223,EUR,932774400,F,6,6,True,8.0,8.0,,,0.0,4.0,4.0,4.0,4.0,,2.0,,3.0,,,,,,,16.0,11.0,6.8,1.0,0.012819,41.115115192754,5.0,-23.94,3.15,,0,,0.04,0.09,0.15,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
14083134,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183.0,7471,M,973290,EUR,918432000,F,17,17,True,8.0,6.0,2.0,1.0,0.0,3.0,3.0,3.0,5.0,,,1.0,,,,,,,,10.0,13.0,6.6,2.0,0.00331395,8.1046329960091,1.0,3.57,3.57,,0,,-0.01,0.0,0.16,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188.0,451,M,951008,EUR,909532800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Arnau Tenas,,,arnau-tenas,A. Tenas,G,25,185.0,5097,M,908714,EUR,991180800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187.0,6465,M,873189,EUR,884563200,D,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,juanfoyth,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Adrià Altimira,,,altimira-adria,A. Altimira,D,2,170.0,365,M,980732,EUR,985737600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186.0,1119,M,986245,EUR,932256000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180.0,1999,M,39182,EUR,608688000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083134,home,Villarreal,Ilias Akhomach,,,ilias-akhomach,I. Akhomach,M,12,175.0,15826,M,1089108,EUR,1082073600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,iliasakhomach,,,,,,,,,,,,,,,,,,,
14083134,away,Mallorca,Lucas Bergström,,,lucas-bergstrom,L. Bergström,G,13,206.0,3167,M,996903,EUR,1031184000,G,13,13,False,40.0,17.0,34.0,12.0,0.0,6.0,12.0,11.0,28.0,,,1.0,10.0,,5.0,5.0,,1.0,1.0,90.0,55.0,7.1,23.0,0.0088806,33.962228885549,6.0,-23.415,0.83999999999999,0.8782,0,0.2677,0.24,0.01,-0.09,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14083134,away,Mallorca,Pablo Maffeo,,,pablo-maffeo,P. Maffeo,D,23,173.0,2206,M,788216,EUR,868665600,D,23,23,False,29.0,21.0,8.0,3.0,0.0,9.0,14.0,12.0,15.0,,2.0,4.0,2.0,,,,,,,90.0,49.0,6.3,14.0,0.0286309,111.35392096291,15.0,-22.995,7.455,,0,,0.18,0.01,-0.29,,1.0,2.0,,,1.0,1.0,,1.0,,6.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,
14083134,away,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187.0,757,M,300522,EUR,818640000,D,24,24,False,34.0,30.0,3.0,,0.0,24.0,26.0,6.0,8.0,1.0,4.0,,2.0,,,,,,,90.0,43.0,6.5,5.0,0.00185912,123.53420145895,17.0,-11.76,10.29,,0,,0.01,0.05,-0.23,,,3.0,2.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
14083134,away,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186.0,793,M,807116,EUR,686880000,D,21,21,False,41.0,37.0,3.0,2.0,0.0,29.0,30.0,8.0,11.0,4.0,5.0,7.0,3.0,,,,,,,90.0,52.0,6.8,5.0,0.00654816,96.53455064369,14.0,41.79,13.545,,0,,-0.09,0.0,-0.1,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,True,,,,
14083134,away,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185.0,3950,M,344847,EUR,714355200,D,22,22,False,46.0,35.0,11.0,4.0,0.0,19.0,23.0,16.0,23.0,2.0,6.0,5.0,4.0,,,,,,,90.0,74.0,6.6,17.0,0.0134301,112.5920640097,17.0,7.035,12.705,,1,,0.15,0.1,-0.26,,,4.0,1.0,,2.0,2.0,,,,1.0,,2.0,3.0,1.0,1.0,2.0,,,1.0,0.0431,0.0,,,,,,,,,
14083134,away,Mallorca,Samú Costa,,,samuel-costa,S. Costa,M,12,183.0,1427,M,988351,EUR,975283200,M,12,12,False,43.0,30.0,8.0,3.0,0.0,12.0,15.0,18.0,28.0,5.0,8.0,4.0,4.0,,,,,,,90.0,58.0,7.7,16.0,0.0134952,111.30105052383,17.0,-7.14,10.815,,1,,-0.31,0.22,-0.05,,2.0,6.0,1.0,1.0,,,,2.0,,1.0,,1.0,1.0,,,4.0,,,,0.0402,0.53,1.0,0.085,,,,,,1.0,
