match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_wonTackle,stat_errorLeadToAShot,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_aerialLost,stat_bigChanceCreated,stat_penaltyWon,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_goals,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded
14429560,home,Al-Hazem,Bruno Varela,bruno-varela,B. Varela,G,14,191.0,625,M,138895,EUR,783907200,G,14,14,False,30.0,20.0,17.0,7.0,0.0,15.0,19.0,5.0,11.0,1.0,10.0,1.0,2.0,3.0,2.0,1.0,90.0,40.0,7.0,10.0,0.00353492,0.7539,0,-0.0019,0.07,0.0,-0.18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Abdulaziz Al-Harbi,abdulaziz-al-harbi,A. Al-Harbi,D,82,,15,M,1216091,EUR,1060732800,D,82,82,False,22.0,17.0,4.0,1.0,0.0,10.0,11.0,7.0,11.0,4.0,1.0,,,,,,90.0,53.0,6.0,15.0,0.0601485,,0,,0.09,0.14,-0.44,,Abdulaziz Al-Harbi,4.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Abdurahman Al-Dakheel,abdurahman-al-dakheel,A. Al-Dakheel,D,34,184.0,18,M,948601,EUR,833068800,D,34,34,False,26.0,22.0,6.0,3.0,0.0,12.0,15.0,10.0,11.0,1.0,5.0,,,,,,90.0,41.0,6.1,6.0,0.00630984,,0,,0.17,0.02,-0.43,,,,,2.0,,1.0,,,7.0,1.0,1.0,,,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Sultan Tanker,sultan-tanker,S. Tanker,D,4,184.0,36,M,1520833,EUR,904608000,D,4,4,False,35.0,31.0,4.0,4.0,0.0,25.0,28.0,6.0,7.0,2.0,2.0,,,,,,90.0,48.0,6.7,4.0,0.00298857,,1,,0.05,0.02,-0.13,,Sultan Tanker,,,,,,,,9.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,0.1363,-0.23,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Ahmed Al-Nakhli,ahmed-al-nakhli,A. Al-Nakhli,D,27,173.0,26,M,1048834,EUR,1024704000,D,27,27,False,30.0,23.0,8.0,5.0,0.0,10.0,15.0,13.0,15.0,7.0,9.0,,,,,,78.0,57.0,7.0,13.0,0.0858542,,0,,0.24,0.14,0.15,,Ahmed Al-Nakhli,1.0,1.0,6.0,,2.0,5.0,2.0,5.0,3.0,2.0,,1.0,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,
14429560,home,Al-Hazem,Basil Yousef Al-Sayyali,basil-yousef-al-sayyali,B. Y. Al-Sayyali,M,20,171.0,50,M,1066584,EUR,993168000,M,6,6,False,28.0,25.0,2.0,1.0,0.0,15.0,15.0,10.0,13.0,3.0,1.0,,,,,,69.0,31.0,6.8,3.0,0.00620367,,0,,-0.02,0.03,0.13,,Basil Yousef Al-Sayyali,,,1.0,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190.0,105,M,954812,EUR,903052800,M,32,32,False,48.0,41.0,8.0,3.0,0.0,28.0,30.0,13.0,18.0,2.0,4.0,,,,,,90.0,58.0,6.7,8.0,0.00566429,,0,,0.04,0.06,-0.06,,,,,1.0,1.0,,,,4.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14429560,home,Al-Hazem,Aboubacar Bah,aboubacar-bah,A. Bah,M,24,170.0,462,M,2018134,EUR,1128038400,M,24,24,False,34.0,28.0,1.0,1.0,0.0,13.0,17.0,15.0,17.0,7.0,5.0,,,,,,78.0,47.0,7.0,9.0,0.0841248,,0,,0.14,0.34,-0.03,,Aboubacar Bah,,,5.0,,,2.0,2.0,1.0,,3.0,3.0,2.0,4.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,
14429560,home,Al-Hazem,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,F,11,11,False,36.0,28.0,1.0,,0.0,12.0,15.0,16.0,21.0,8.0,5.0,,,,,,90.0,60.0,7.9,16.0,0.465493,,0,,0.51,0.31,0.16,,,3.0,3.0,6.0,,4.0,5.0,4.0,,2.0,1.0,2.0,3.0,1.0,1.0,3.0,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,
14429560,home,Al-Hazem,Omar Al-Somah,omar-al-somah,O. Al-Somah,F,9,192.0,6658,M,791575,EUR,606614400,F,9,9,False,15.0,11.0,2.0,,0.0,5.0,6.0,6.0,9.0,2.0,2.0,,,,,,90.0,30.0,5.8,14.0,0.233232,,4,,0.08,0.25,-0.06,,,,,6.0,1.0,2.0,,,,,,7.0,1.0,2.0,2.0,,,,,1.0,1.0,3.0,0.478,-0.63,,1.0,,,1.0,,,,,,,,,,
