match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_hitWoodwork,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,player_sofascoreId,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_errorLeadToAShot,stat_ownGoals
14566893,home,PSV Eindhoven,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,32,32,False,40.0,20.0,27.0,7.0,0.0,16.0,23.0,4.0,17.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,90.0,46.0,5.7,20.0,0.00155289,18.72,5.243,0.0,0,-0.7399,0.01,0.0,-0.32,-0.66,3.49,1.64,0.1,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566893,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1605,M,1046960,EUR,1041292800,D,6,6,False,45.0,35.0,4.0,,0.0,11.0,11.0,24.0,34.0,6.0,2.0,6.0,,4.0,4.0,,,90.0,60.0,6.6,14.0,0.0779971,29.232,10.96652,13.0,1,,0.25,0.21,-0.32,,2.93,5.25,1.77,0.74,0.27,2.0,2.0,1.0,1.0,1.0,0.2045,1.0,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
14566893,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,D,22,22,False,68.0,65.0,3.0,2.0,0.0,27.0,29.0,38.0,39.0,,1.0,2.0,1.0,4.0,5.0,,,90.0,79.0,6.9,3.0,0.0276787,27.18,10.78829,4.0,1,,0.31,0.06,-0.15,,2.77,5.6,1.82,0.5,0.1,,,,1.0,2.0,0.0386,,-0.15,True,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
14566893,home,PSV Eindhoven,Yarek Gasiorowski,Yarek Gasiorowski,,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1664,M,1184317,EUR,1105488000,D,3,3,False,24.0,22.0,3.0,2.0,0.0,16.0,17.0,6.0,7.0,1.0,1.0,2.0,,2.0,,,,45.0,28.0,6.4,3.0,0.0023117,29.592,5.07961,5.0,0,,0.0,0.01,-0.12,,1.42,2.57,0.74,0.21,0.15,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14566893,home,PSV Eindhoven,Anass Salah-Eddine,,,anass-salah-eddine,A. Salah-Eddine,D,2,179,6700,M,961684,EUR,1011312000,D,2,2,False,35.0,32.0,,,0.0,13.0,14.0,19.0,21.0,,7.0,4.0,1.0,,5.0,,,84.0,50.0,6.3,9.0,0.0161896,30.168,9.12009,12.0,1,,-0.04,0.04,-0.17,,2.72,4.33,1.3,0.52,0.25,,1.0,,,,0.027,,-0.09,,,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
14566893,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,M,17,17,False,50.0,49.0,,,1.0,15.0,16.0,34.0,34.0,1.0,4.0,3.0,1.0,,7.0,,,90.0,60.0,7.8,4.0,0.684788,27.936,11.56108,8.0,2,,0.76,0.44,-0.12,,2.85,5.32,2.34,0.86,0.19,1.0,1.0,,,,0.2831,2.0,-0.49,,,1.0,,,1.0,1.0,,3.0,1.0,,2.0,1.0,1.0,0.2099,,,,,,,,,,,
14566893,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3777,M,850816,EUR,911433600,M,23,23,False,70.0,65.0,8.0,6.0,1.0,19.0,20.0,46.0,50.0,1.0,3.0,2.0,,3.0,2.0,,,90.0,81.0,7.3,9.0,0.322089,27.468,11.75109,6.0,0,,0.43,0.2,-0.06,,2.88,5.16,2.66,0.92,0.13,5.0,2.0,,,,,6.0,,,,,1.0,,2.0,1.0,,,,,,2.0,,,3.0,,,,,,,,,,
14566893,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182,10443,M,812145,EUR,904089600,M,27,27,False,35.0,34.0,,,0.0,10.0,10.0,24.0,25.0,,3.0,2.0,3.0,,7.0,,,90.0,44.0,8.5,3.0,0.0360747,30.456,10.50206,13.0,4,,-0.06,0.44,-0.2,,3.27,4.36,1.75,0.8,0.33,,,,,,0.4963,1.0,0.73,,,,1.0,1.0,1.0,,,,1.0,1.0,,,3.0,1.2981,,dennisman,2.0,,,,,,,,
14566893,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23319,M,1063767,EUR,980640000,M,34,34,False,38.0,32.0,3.0,2.0,0.0,8.0,10.0,24.0,28.0,2.0,5.0,7.0,,,3.0,,,88.0,53.0,8.0,11.0,0.0854906,29.376,10.72555,16.0,2,,0.1,0.49,-0.1,,2.79,4.63,1.96,0.94,0.41,,,1.0,1.0,,0.408,2.0,0.5,,,,3.0,2.0,1.0,1.0,2.0,2.0,,2.0,,,1.0,0.0704,,ismaelsaibari,1.0,2.0,,,,,,,
14566893,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187,17284,M,38710,EUR,602380800,M,5,5,False,35.0,30.0,,,0.0,8.0,8.0,22.0,27.0,3.0,2.0,5.0,,3.0,2.0,,,84.0,55.0,7.0,11.0,0.0895744,30.24,9.24501,19.0,2,,0.03,0.31,0.22,,2.88,3.69,1.36,0.9,0.42,5.0,1.0,,1.0,1.0,0.2014,1.0,-0.42,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,ivanperisic444,,,,,,,,,
