match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_accurateCross,stat_aerialWon,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalContest,stat_wonContest,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12437769,home,Sevilla,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,1,1,False,44.0,27.0,27.0,10.0,0.0,19.0,21.0,8.0,23.0,1.0,3.0,7.0,1.0,2.0,1.0,2.0,3.0,3.0,90.0,55.0,7.4,18.0,0.00227047,0,1.0884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437769,home,Sevilla,Gonzalo Montiel,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,15,15,False,45.0,42.0,2.0,2.0,0.0,27.0,28.0,15.0,19.0,4.0,4.0,3.0,,,,,,,86.0,67.0,7.1,9.0,0.00922699,0,,gonzalo_montiel29,2.0,3.0,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12437769,home,Sevilla,Loïc Badé,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,52.0,48.0,7.0,3.0,0.0,41.0,41.0,7.0,11.0,4.0,2.0,4.0,1.0,,,,,,90.0,60.0,7.0,5.0,0.00254616,0,,,,2.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437769,home,Sevilla,Nemanja Gudelj,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,D,6,6,False,55.0,50.0,6.0,3.0,0.0,41.0,43.0,10.0,13.0,,2.0,3.0,,,,,,,89.0,63.0,6.9,5.0,0.0688486,0,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12437769,home,Sevilla,Kike Salas,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,False,58.0,39.0,9.0,2.0,0.0,23.0,27.0,16.0,31.0,8.0,2.0,5.0,1.0,,,,,,90.0,84.0,7.5,24.0,0.0797141,0,,,,2.0,1.0,4.0,2.0,,1.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,
12437769,home,Sevilla,Manu Bueno,bueno-manu,M. Bueno,M,28,178,222,M,1142094,EUR,1090886400,M,28,28,False,20.0,18.0,,,0.0,14.0,14.0,4.0,6.0,3.0,2.0,4.0,1.0,,,,,,70.0,32.0,7.6,4.0,0.00393629,3,,,,1.0,,2.0,2.0,1.0,,,,,,,,,1.0,2.0,1.0,1.0,0.1398,0.5199,,,,,,,,,
12437769,home,Sevilla,Lucien Agoumé,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,18,18,False,41.0,33.0,7.0,2.0,0.0,23.0,26.0,10.0,16.0,3.0,4.0,13.0,1.0,,,,,,90.0,61.0,7.0,12.0,0.00692442,0,,,1.0,1.0,3.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12437769,home,Sevilla,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,116955,EUR,785376000,M,17,17,False,40.0,35.0,5.0,3.0,1.0,17.0,17.0,18.0,23.0,4.0,1.0,6.0,,,,,,,90.0,61.0,7.9,8.0,0.0470785,2,,Saul,,7.0,5.0,1.0,1.0,2.0,4.0,1.0,,,,2.0,,3.0,,1.0,1.0,,0.1567,0.1618,1.0,2.0,1.0,,,,,,
12437769,home,Sevilla,Jesús Navas,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,F,16,16,False,28.0,22.0,4.0,2.0,0.0,9.0,13.0,13.0,17.0,2.0,1.0,2.0,,,,,,,71.0,42.0,6.6,11.0,0.00783557,0,,,2.0,5.0,2.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,2.0,2.0,1.0,True,1.0,,,,
12437769,home,Sevilla,Kelechi Iheanacho,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,F,9,9,False,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,,,,,,,,,45.0,6.0,6.4,3.0,0.00171819,0,,kelechi72,,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,
