match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_goals,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed,stat_bigChanceCreated,stat_clearanceOffLine
11392816,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,32.0,28.0,7.0,3.0,28.0,29.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,90.0,42.0,7.2,4.0,5.914e-05,0,0.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,73.0,67.0,3.0,2.0,18.0,19.0,56.0,,5.0,,,,,,78.0,92.0,8.3,11.0,0.163467,3,,2.0,49.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0825,0.0967,2.0,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,80.0,75.0,6.0,3.0,43.0,43.0,37.0,,8.0,,,,,,71.0,81.0,6.9,5.0,0.0265265,0,,,32.0,,2.0,,,,,,,,,,1.0,True,2.0,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9818,M,milanskriniar,187205,EUR,792460800,D,37,37,False,99.0,97.0,6.0,5.0,68.0,68.0,31.0,1.0,4.0,,,,,,90.0,107.0,7.5,2.0,0.00934857,0,,,29.0,,2.0,5.0,,1.0,1.0,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,,780014,EUR,878342400,D,26,26,False,86.0,81.0,4.0,4.0,46.0,50.0,36.0,3.0,6.0,,,,,,90.0,111.0,7.4,9.0,0.164299,0,,,35.0,,9.0,7.0,,1.0,,,,3.0,,,,,2.0,2.0,3.0,2.0,,3.0,,,3.0,1.0,,,,,,,,,
11392816,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,False,50.0,46.0,1.0,,14.0,15.0,35.0,,3.0,,,,,,77.0,62.0,7.8,9.0,0.0840137,2,,,32.0,,4.0,3.0,,4.0,2.0,2.0,,,0.1864,0.3024,1.0,,,,,1.0,1.0,2.0,,,,1.0,1.0,3.0,,,,,,,
11392816,home,Paris Saint-Germain,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,4,4,False,76.0,72.0,5.0,4.0,41.0,41.0,35.0,2.0,16.0,,,,,,90.0,89.0,7.6,4.0,0.0443003,0,,,31.0,,5.0,9.0,2.0,1.0,1.0,,,2.0,,,1.0,,1.0,,,6.0,4.0,2.0,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,ODembélé,818244,EUR,863654400,M,10,10,False,58.0,46.0,2.0,1.0,7.0,7.0,57.0,,2.0,,,,,,90.0,97.0,7.7,34.0,0.27948,5,,1.0,40.0,6.0,13.0,8.0,1.0,16.0,6.0,2.0,2.0,,0.3267,0.4263,5.0,,,,1.0,2.0,1.0,,,,2.0,,,4.0,1.0,1.0,,,,,
11392816,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,kanginlee,917087,EUR,982540800,M,19,19,False,47.0,47.0,2.0,2.0,20.0,20.0,37.0,,5.0,,,,,,62.0,73.0,7.8,12.0,0.0763058,1,,,28.0,10.0,4.0,6.0,,5.0,3.0,1.0,,1.0,0.1284,0.575,1.0,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,
11392816,home,Paris Saint-Germain,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23659,M,RKM,871706,EUR,912816000,F,23,23,False,9.0,5.0,2.0,1.0,,2.0,7.0,,,,,,,,62.0,14.0,6.9,7.0,0.097366,1,,,5.0,,3.0,2.0,1.0,,,1.0,,,0.0266,,3.0,,1.0,2.0,,,,,,,1.0,,,2.0,,,,,,,
11392816,home,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,7,7,False,49.0,41.0,1.0,,7.0,8.0,41.0,,5.0,,,,,,90.0,68.0,7.1,16.0,0.118222,4,,,34.0,,5.0,3.0,,3.0,1.0,,1.0,2.0,0.1277,,1.0,,,,,,,,,,3.0,,,2.0,,3.0,1.0,,,,
11392816,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,True,34.0,33.0,2.0,2.0,19.0,19.0,15.0,,,,,,,,28.0,41.0,7.5,3.0,0.0229236,1,,,14.0,,2.0,2.0,,2.0,1.0,1.0,,,0.1471,0.3858,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,
11392816,home,Paris Saint-Germain,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,9,185,23725,M,goncaloramos88,934510,EUR,992995200,F,9,9,True,11.0,7.0,,,1.0,3.0,8.0,,1.0,,,,,,28.0,15.0,6.8,5.0,0.0779134,2,,,6.0,,3.0,2.0,1.0,1.0,1.0,,1.0,,0.0694,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,
11392816,home,Paris Saint-Germain,Lucas Hernández,lucas-hernandez,L. Hernández,D,21,183,10246,M,lucashernandez21,352370,EUR,824256000,D,21,21,True,35.0,34.0,3.0,2.0,29.0,30.0,5.0,,,,,,,,19.0,36.0,6.5,1.0,0.00167753,0,,,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,True,10.0,8.0,1.0,1.0,3.0,4.0,6.0,,1.0,,,,,,13.0,14.0,6.9,2.0,0.00639509,2,,,5.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,0.0642,0.4499,,,1.0,,,,,1.0,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,True,8.0,8.0,,,6.0,6.0,2.0,1.0,,,,,,,12.0,13.0,6.5,1.0,0.00449093,0,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
11392816,home,Paris Saint-Germain,Arnau Tenas,arnau-tenas,A. Tenas,G,25,185,5097,M,,908714,EUR,991180800,G,80,80,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Layvin Kurzawa,layvin-kurzawa,L. Kurzawa,D,3,182,1724,M,,135775,EUR,715564800,D,97,97,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Cher Ndour,ndour-cher,C. Ndour,M,27,190,2173,M,,1114422,EUR,1090886400,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,away,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,,123207,EUR,672624000,G,40,40,False,31.0,16.0,22.0,8.0,14.0,17.0,14.0,2.0,7.0,,4.0,6.0,,,90.0,43.0,7.1,15.0,0.00041166,0,-0.7639,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392816,away,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,,796372,EUR,799286400,D,77,77,False,28.0,23.0,2.0,1.0,17.0,17.0,12.0,1.0,3.0,,,,,,90.0,47.0,6.1,11.0,0.00309994,0,,,6.0,1.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,1.0,,3.0,1.0,2.0,,,2.0,,,1.0,,,,,,,
11392816,away,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,,848537,EUR,861062400,D,4,4,False,23.0,19.0,3.0,2.0,14.0,17.0,6.0,4.0,4.0,,,,,,90.0,38.0,6.4,6.0,0.0015117,1,,,5.0,,4.0,6.0,2.0,,,,,,0.0453,,,,,3.0,1.0,3.0,3.0,2.0,,,,1.0,,2.0,,1.0,,1.0,,,
11392816,away,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,,1117223,EUR,1022371200,D,14,14,False,22.0,20.0,2.0,2.0,18.0,18.0,4.0,7.0,5.0,,,,,,90.0,32.0,6.6,2.0,0.00506153,0,,,2.0,,3.0,2.0,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,Maxime Estève,,,1.0,,,,,,,,,
