match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_accurateCross,stat_shotOffTarget,captain,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_errorLeadToAGoal,stat_totalOffside
14773730,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200.0,G,1,1,False,15.0,10.0,8.0,3.0,0.0,7.0,7.0,3.0,8.0,5.0,1.0,3.0,3.0,90.0,23.0,7.1,6.0,7.9126562543813,1.0,-7.4370199080943,0.0,0.4008,0,0.02,-0.02,-0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773730,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400.0,D,5,5,False,68.0,58.0,6.0,3.0,0.0,21.0,24.0,37.0,44.0,9.0,,,,90.0,84.0,6.3,15.0,171.46104448385,15.0,28.907921881913,2.0,,0,0.25,0.09,-0.28,,Mohammed Mahzari,,2.0,2.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,21.634085332908,44.483596456007,1.0,,,,,,,,,,,,,,,,,,,
14773730,home,Al-Taawoun,Mohammed Al Dossari,mohammed-al-dossari,M. A. Dossari,D,55,184.0,35,M,1549231,EUR,986083200.0,D,55,55,False,49.0,45.0,4.0,3.0,0.0,28.0,29.0,17.0,20.0,2.0,,,,90.0,65.0,6.6,10.0,57.396206785555,9.0,21.228660331309,0.0,,1,0.25,0.02,-0.11,,Mohammed Al Dossari,,1.0,,,1.0,,,1.0,,4.0,3.0,4.0,,,,2.0,1.0,1.0,-0.21,,,,,,,,,,,,,,,,
14773730,home,Al-Taawoun,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400.0,D,87,87,False,37.0,33.0,6.0,4.0,0.0,24.0,25.0,9.0,12.0,5.0,,,,87.0,49.0,7.0,6.0,25.863560061977,3.0,11.948747350039,0.0,,0,0.14,0.01,0.19,,,,,3.0,2.0,3.0,4.0,,,,5.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
14773730,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800.0,D,32,32,False,41.0,37.0,2.0,2.0,0.0,16.0,17.0,21.0,24.0,2.0,,,,90.0,57.0,7.4,4.0,89.021376133343,8.0,57.234955690452,1.0,,0,0.25,0.05,0.23,,,,,1.0,,3.0,8.0,,,,3.0,,,2.0,26.09868672006,27.352879190316,,,,,6.0,3.0,2.0,2.0,,,,,,,,,,,,
14773730,home,Al-Taawoun,Victor Hugo,vitao,V. Hugo,M,6,182.0,230,M,1395634,EUR,1084147200.0,M,6,6,False,44.0,37.0,5.0,2.0,0.0,9.0,10.0,28.0,34.0,3.0,,,,78.0,58.0,7.0,12.0,74.067370120894,10.0,55.657164085709,1.0,,1,0.29,0.07,-0.06,,,,4.0,,,1.0,4.0,,,1.0,,,1.0,,10.576326545052,10.615677133372,1.0,,,-0.08,1.0,,3.0,,1.0,1.0,,,,,,,,,,
14773730,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000.0,M,18,18,False,81.0,78.0,15.0,14.0,0.0,30.0,30.0,48.0,51.0,5.0,,,,90.0,96.0,8.0,5.0,115.61628951826,15.0,60.584824111808,1.0,,2,0.39,0.2,0.2,,,,1.0,,2.0,2.0,6.0,,,1.0,3.0,,1.0,2.0,17.528945565613,17.98719555684,2.0,,,-0.2,1.0,1.0,2.0,,,2.0,True,1.0,1.0,,,,,,,
14773730,home,Al-Taawoun,Marin Petkov,marin-petkov,M. Petkov,M,88,178.0,1088,M,985186,EUR,1065052800.0,M,88,88,False,45.0,38.0,4.0,4.0,0.0,13.0,14.0,25.0,31.0,2.0,,,,89.0,73.0,7.0,14.0,143.21484256605,21.0,69.776836377593,2.0,,5,0.37,0.12,-0.06,,,,7.0,2.0,1.0,5.0,7.0,,1.0,3.0,,,,,11.981604208005,30.469758624868,2.0,,,-0.55,1.0,1.0,4.0,,3.0,3.0,,1.0,,2.0,,,,,,
14773730,home,Al-Taawoun,Biel,biel,Biel,F,20,169.0,2141,M,1106140,EUR,986083200.0,M,20,20,False,22.0,18.0,1.0,,0.0,3.0,3.0,15.0,19.0,5.0,,,,87.0,45.0,6.6,11.0,121.33097647012,17.0,92.91210215047,3.0,,3,0.11,0.31,0.17,,Gabriel,Teixeira Aragão,2.0,,,3.0,5.0,,1.0,2.0,2.0,,4.0,1.0,13.841220580573,41.920384975918,1.0,,2.0,-0.56,1.0,1.0,3.0,,1.0,1.0,,1.0,,,,,,,,
14773730,home,Al-Taawoun,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,506,M,787540,EUR,840499200.0,M,11,11,False,55.0,50.0,2.0,2.0,1.0,11.0,11.0,39.0,44.0,4.0,,,,90.0,91.0,7.6,22.0,175.90635279561,17.0,115.77300212953,2.0,,2,0.71,0.14,-0.15,,,,9.0,1.0,,9.0,7.0,,1.0,8.0,1.0,2.0,2.0,,35.449315345716,57.107180224492,8.0,,,-0.22,3.0,,3.0,,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,
