match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,captain,stat_aerialLost,stat_penaltyConceded,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_goals,stat_hitWoodwork
10913519,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190,852,M,888378,EUR,659145600,G,30,30,False,28.0,25.0,10.0,7.0,22.0,22.0,3.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,90.0,33.0,6.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913519,home,Damac FC,Abdullah Hassoun,abdullah-hassoun,A. Hassoun,D,17,177,31,M,983081,EUR,858729600,D,32,32,False,29.0,24.0,2.0,,15.0,16.0,9.0,15.0,,4.0,,7.0,,,,,70.0,52.0,6.6,10.0,0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10913519,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185,1163,M,906407,EUR,702172800,D,3,3,False,43.0,37.0,5.0,4.0,27.0,30.0,10.0,13.0,,5.0,2.0,6.0,,,,,90.0,64.0,6.6,8.0,1,,5.0,4.0,2.0,2.0,5.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10913519,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182,329,M,880083,EUR,646099200,D,15,15,False,41.0,32.0,15.0,9.0,20.0,24.0,12.0,17.0,,4.0,2.0,3.0,,,,,90.0,53.0,6.5,9.0,0,,2.0,,2.0,2.0,,2.0,,,,2.0,,,,,2.0,True,1.0,1.0,,,,,,,,,,,,,,
10913519,home,Damac FC,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176,35,M,847004,EUR,857865600,D,4,4,False,38.0,30.0,5.0,2.0,24.0,27.0,6.0,11.0,2.0,4.0,5.0,3.0,,,,,90.0,50.0,6.5,9.0,1,,,,,,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10913519,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177,110,M,817911,EUR,762480000,D,13,13,False,35.0,28.0,6.0,1.0,15.0,15.0,13.0,23.0,,4.0,2.0,5.0,,,,,90.0,54.0,6.4,11.0,0,3.0,,,1.0,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
10913519,home,Damac FC,El Arbi Hillel Soudani,el-arbi-hillel-soudani,E. A. Soudani,M,2,182,1269,M,173713,EUR,564796800,M,2,2,False,22.0,19.0,1.0,,4.0,4.0,15.0,18.0,,5.0,1.0,3.0,,,,,90.0,37.0,6.4,9.0,0,,4.0,2.0,4.0,3.0,2.0,,,5.0,2.0,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,
10913519,home,Damac FC,Adam Maher,adam-maher,A. Maher,M,,174,90,M,111719,EUR,743126400,M,6,6,False,37.0,33.0,5.0,3.0,24.0,25.0,10.0,14.0,,2.0,,5.0,,,,,83.0,45.0,6.8,7.0,0,2.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
10913519,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180,103,M,67645,EUR,646704000,M,17,17,False,18.0,17.0,3.0,3.0,8.0,8.0,9.0,11.0,,,,1.0,,,,,45.0,21.0,6.2,2.0,1,1.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10913519,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169,12,M,1141407,EUR,993772800,M,12,12,False,6.0,3.0,,,1.0,1.0,2.0,6.0,,3.0,,2.0,,,,,45.0,13.0,6.1,6.0,0,1.0,3.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,Abdulaziz Makin,,,,,,1.0,,,1.0,,,,,,,,,,,,
10913519,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170,31,M,818581,EUR,738892800,F,7,7,False,14.0,12.0,1.0,,6.0,7.0,6.0,7.0,,2.0,,4.0,,,,,78.0,21.0,6.7,4.0,2,,4.0,1.0,,,,,,1.0,2.0,,,,,,,,3.0,,,,,,2.0,,,,,,,,,
10913519,home,Damac FC,Abdulelah Alshamary,abdulelah-alshamary,A. Alshamary,M,8,172,38,M,931838,EUR,917136000,M,11,11,True,18.0,15.0,1.0,,4.0,4.0,12.0,15.0,,1.0,,1.0,,,,,45.0,26.0,6.6,6.0,0,1.0,2.0,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,
