match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_totalOffside,captain,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_shotOffTarget,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt
11369320,home,Osasuna,Johan Mojica,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,F,22,22,False,18.0,15.0,3.0,1.0,3.0,4.0,15.0,21.0,,1.0,,,,,,68.0,39.0,7.0,12.0,0.0828,0.0,0.523059,2,,,,7.0,1.0,,4.0,,,3.0,,1.0,,,,2.0,,,,,,2.0,,1.0,3.0,,,,1.0,
11369320,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,True,12.0,9.0,2.0,1.0,1.0,1.0,8.0,11.0,,1.0,,,,,,22.0,14.0,6.7,3.0,0.018,0.0,0.0105231,1,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,
11369320,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,7.0,4.0,,,2.0,2.0,3.0,10.0,,3.0,,,,,,22.0,24.0,6.9,14.0,0.0162,0.0793,0.0174271,1,,,,5.0,,1.0,4.0,3.0,1.0,3.0,2.0,,,,,4.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0
11369320,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,True,7.0,4.0,2.0,1.0,3.0,6.0,1.0,1.0,,5.0,,,,,,9.0,11.0,6.8,4.0,0.0,0.0,0.00018353,0,,,,,,,,2.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,
11369320,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,9.0,2.0,6.4,1.0,0.0,0.0,0.00308707,0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
11369320,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,23,23,True,3.0,1.0,,,,,1.0,3.0,,,,,,,,9.0,3.0,6.5,2.0,0.0,0.0,0.00078567,0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369320,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,home,Osasuna,Jorge Herrando,herrando-jorge,J. Herrando,D,5,192,259,M,944225,EUR,983318400,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,home,Osasuna,José Manuel Arnáiz,jose-manuel-arnaiz,J. M. Arnáiz,F,11,175,337,M,824130,EUR,797904000,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Ørjan Nyland,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,32.0,15.0,25.0,8.0,10.0,10.0,5.0,22.0,,11.0,,2.0,2.0,,,90.0,40.0,7.1,18.0,0.0,0.0,0.00071905,0,0.1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Juanlu Sánchez,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,D,26,26,False,30.0,21.0,4.0,1.0,11.0,16.0,10.0,14.0,1.0,10.0,,,,,,90.0,68.0,7.8,15.0,0.0254,0.0,0.00823239,1,,,,,3.0,,4.0,12.0,1.0,,,1.0,,10.0,7.0,4.0,2.0,,,,,,1.0,,,,,,,
11369320,away,Sevilla,Loïc Badé,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,54.0,39.0,8.0,3.0,26.0,30.0,13.0,24.0,10.0,11.0,,,,,,90.0,74.0,7.7,16.0,0.1878,0.0,0.00519479,1,,,,,1.0,7.0,2.0,9.0,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
11369320,away,Sevilla,Nemanja Gudelj,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,D,6,6,False,47.0,34.0,6.0,1.0,24.0,29.0,10.0,18.0,6.0,7.0,,,,,,90.0,61.0,6.9,16.0,0.0,0.0,0.0036225,0,,,,,3.0,5.0,5.0,6.0,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,
11369320,away,Sevilla,Kike Salas,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,27,27,False,43.0,27.0,6.0,1.0,14.0,20.0,13.0,24.0,4.0,8.0,,,,,,77.0,67.0,6.9,24.0,0.0391,0.0,0.0122288,1,,,,1.0,3.0,5.0,8.0,7.0,2.0,1.0,,,3.0,2.0,1.0,2.0,,,1.0,,2.0,,1.0,1.0,,,,,,
11369320,away,Sevilla,Joan Jordán,joan-jordan,J. Jordán,M,8,184,752,M,591750,EUR,773452800,M,8,8,False,45.0,40.0,4.0,4.0,13.0,15.0,28.0,31.0,1.0,6.0,,,,,,90.0,61.0,7.6,6.0,0.0538,0.0453,0.0340578,2,,,,1.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0
11369320,away,Sevilla,Ivan Rakitić,ivan-rakitic,I. Rakitić,M,,184,13189,M,7635,EUR,573955200,M,10,10,False,53.0,37.0,7.0,2.0,15.0,17.0,24.0,42.0,3.0,10.0,,,,,,90.0,76.0,7.3,24.0,0.0163,0.0,0.47776,1,,,,6.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,,,True,1.0,4.0,1.0,1.0,2.0,,,ivan_rakitic,,
11369320,away,Sevilla,Lucas Ocampos,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,M,5,5,False,33.0,17.0,2.0,,6.0,7.0,12.0,31.0,1.0,4.0,,,,,,90.0,62.0,7.2,32.0,0.0981,0.0,0.188826,2,,,,5.0,1.0,4.0,5.0,10.0,,5.0,2.0,,,1.0,1.0,3.0,3.0,1.0,,,1.0,1.0,,2.0,1.0,,,Locampos15,,
11369320,away,Sevilla,Óliver Torres,oliver-torres,Ó. Torres,M,8,178,952,M,231776,EUR,784425600,M,21,21,False,37.0,31.0,3.0,1.0,9.0,9.0,22.0,31.0,,9.0,,,,,,85.0,57.0,7.5,15.0,0.1456,0.1126,0.0272583,3,,,,3.0,2.0,1.0,5.0,7.0,,1.0,1.0,,,3.0,2.0,3.0,2.0,3.0,,,,,,2.0,,,,,,1.0
11369320,away,Sevilla,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,M,11,11,False,23.0,20.0,2.0,1.0,2.0,2.0,19.0,24.0,,4.0,,,,,,90.0,44.0,7.1,13.0,0.1627,0.0,0.064671,3,,,,3.0,2.0,1.0,7.0,5.0,1.0,4.0,3.0,,1.0,,,5.0,1.0,2.0,3.0,,1.0,,,3.0,1.0,,,DLukebakio,,
11369320,away,Sevilla,Rafa Mir,rafa-mir,R. Mir,F,10,189,2029,M,825754,EUR,866592000,F,9,9,False,12.0,7.0,,,2.0,4.0,5.0,8.0,,1.0,,,,,,70.0,23.0,6.6,10.0,0.0248,0.4282,0.00554849,1,,,,,7.0,2.0,9.0,4.0,,1.0,,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,1.0
11369320,away,Sevilla,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,846470,EUR,865123200,F,15,15,True,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,20.0,2.0,6.5,,0.0,0.0,0.0123962,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,ennesyri15,,
11369320,away,Sevilla,Adrià Pedrosa,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,True,6.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,,,,,,,,13.0,7.0,6.5,3.0,0.0,0.0,0.00420625,0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
11369320,away,Sevilla,Djibril Sow,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,18,18,True,8.0,5.0,,,2.0,2.0,3.0,6.0,,2.0,,,,,,9.0,10.0,6.7,3.0,0.0,0.0,0.0124281,0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369320,away,Sevilla,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Matías Árbol,matias-arbol,M. Árbol,G,13,184,28,M,1192489,EUR,1031788800,G,33,33,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Federico Gattoni,federico-gattoni,F. Gattoni,D,22,183,675,M,941464,EUR,919123200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Jesús Navas,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Adnan Januzaj,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Fernando,fernando-reges,Fernando,M,5,183,1112,M,41837,EUR,554169600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369320,away,Sevilla,Erik Lamela,erik-lamela,E. Lamela,M,,183,2389,M,122702,EUR,699667200,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
