match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_errorLeadToAShot
10389847,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,36.0,29.0,15.0,8.0,23.0,23.0,6.0,13.0,1.0,14.0,1.0,1.0,4.0,6.0,90.0,50.0,8.2,7.0,0.0,0.0,0.00423407,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389847,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,41.0,32.0,9.0,5.0,18.0,20.0,16.0,25.0,5.0,6.0,2.0,,,,90.0,66.0,7.4,14.0,0.051,0.0667,0.0897242,1,,1.0,4.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10389847,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,63.0,56.0,13.0,7.0,39.0,40.0,17.0,23.0,3.0,7.0,1.0,,,,90.0,73.0,7.4,7.0,0.0,0.0,0.0131148,0,,,,,2.0,5.0,1.0,,,2.0,2.0,2.0,1.0,,,True,1.0,1.0,5.0,,,,,,,,,,,,
10389847,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,59.0,49.0,9.0,4.0,37.0,38.0,12.0,21.0,4.0,2.0,,,,,90.0,69.0,7.0,12.0,0.0917,0.0,0.00294228,1,,,,,,1.0,,1.0,,1.0,1.0,,,,,,2.0,,1.0,3.0,1.0,1.0,,,,,,,,,
10389847,home,Stade Brestois,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,37.0,30.0,4.0,4.0,19.0,22.0,11.0,18.0,3.0,4.0,1.0,,,,79.0,54.0,6.8,16.0,0.0,0.0,0.0227012,0,,,3.0,,,3.0,1.0,,,2.0,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,
10389847,home,Stade Brestois,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,False,45.0,40.0,3.0,2.0,20.0,21.0,20.0,25.0,11.0,7.0,3.0,,,,90.0,61.0,7.1,8.0,0.0,0.0,0.00851864,0,,,1.0,,,6.0,3.0,,,5.0,4.0,2.0,,,,,2.0,,2.0,3.0,,1.0,1.0,,,,,,,,
10389847,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,46.0,39.0,3.0,1.0,28.0,31.0,11.0,15.0,,9.0,,,,,79.0,52.0,6.4,8.0,0.0,0.0,0.00702562,0,,,,,1.0,6.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10389847,home,Stade Brestois,Franck Honorat,franck-honorat,F. Honorat,M,9,180,724,M,280453,EUR,839721600,M,9,9,False,25.0,22.0,,,3.0,3.0,21.0,28.0,2.0,2.0,,,,,90.0,39.0,6.8,9.0,0.5728,0.0,0.131479,3,,,6.0,2.0,,3.0,,2.0,,1.0,1.0,1.0,4.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,
10389847,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,34.0,24.0,3.0,2.0,4.0,5.0,21.0,31.0,9.0,6.0,2.0,,,,66.0,53.0,7.3,16.0,0.1922,0.0,0.336252,3,,,2.0,1.0,2.0,8.0,3.0,1.0,,4.0,2.0,,2.0,,,,,,,1.0,1.0,2.0,4.0,2.0,,2.0,,1.0,,,
10389847,home,Stade Brestois,Jérémy Le Douaron,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,M,22,22,False,21.0,17.0,,,6.0,6.0,12.0,17.0,3.0,2.0,1.0,,,,78.0,30.0,7.1,6.0,0.2234,0.2036,0.080721,3,,,2.0,1.0,,5.0,2.0,,1.0,,,2.0,2.0,,,,,,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,
