match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,player_firstName,player_sofascoreId,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,stat_penaltyMiss,stat_bigChanceCreated,stat_shotOffTarget,player_lastName,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_totalOffside,stat_penaltyConceded,stat_hitWoodwork
12764255,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1941,M,164343,EUR,694310400,G,13,13,False,24.0,16.0,13.0,5.0,0.0,13.0,14.0,3.0,10.0,5.0,1.0,1.0,2.0,90.0,28.0,7.2,9.0,0.0283704,0,0.9291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180.0,582,M,1002347,EUR,1028160000,D,16,16,False,75.0,71.0,3.0,2.0,0.0,31.0,31.0,41.0,49.0,5.0,,,,90.0,101.0,7.7,9.0,0.138724,0,,5.0,1.0,1.0,6.0,7.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Juanpe,juanpe,Juanpe,D,6,189.0,177,M,129861,EUR,672969600,D,15,15,False,83.0,79.0,,,0.0,48.0,50.0,31.0,33.0,5.0,,,,90.0,88.0,7.7,4.0,0.0179049,1,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,0.0573,0.534,,,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191.0,2132,M,856250,EUR,924566400,D,18,18,False,85.0,82.0,4.0,2.0,0.0,43.0,44.0,39.0,41.0,2.0,,,,90.0,93.0,7.4,3.0,0.0254496,0,,,,1.0,6.0,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,913,M,973699,EUR,918950400,M,23,23,False,11.0,9.0,1.0,,0.0,2.0,2.0,7.0,11.0,,,,,24.0,14.0,6.6,4.0,0.00585903,0,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181.0,1643,M,1084081,EUR,1051228800,M,4,4,False,53.0,43.0,,,0.0,12.0,13.0,32.0,44.0,4.0,2.0,,,90.0,72.0,7.3,16.0,0.16562,1,,4.0,1.0,1.0,5.0,5.0,,1.0,,2.0,1.0,,3.0,2.0,2.0,1.0,,0.0315,0.0112,2.0,Arnau Martinez,,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184.0,4327,M,839585,EUR,884131200,M,21,21,False,64.0,59.0,3.0,3.0,0.0,27.0,28.0,32.0,36.0,7.0,2.0,,,90.0,81.0,7.1,8.0,0.0318713,3,,,,1.0,5.0,6.0,,1.0,,1.0,2.0,1.0,3.0,4.0,,,,0.0855,,1.0,,YangelHerrera8,3.0,1.0,,,,,,,,,,,,,,,
12764255,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4316,M,908716,EUR,996192000,M,3,3,False,52.0,47.0,3.0,3.0,0.0,16.0,16.0,35.0,43.0,3.0,1.0,,,90.0,81.0,8.7,11.0,0.156777,2,,7.0,4.0,,7.0,9.0,4.0,1.0,,1.0,3.0,2.0,2.0,,4.0,2.0,1.0,0.2537,0.4066,1.0,,MGutiérrez,,,5.0,4.0,,,,,,,,,,,,,
12764255,home,Girona FC,Donny van de Beek,donny-van-de-beek,D. v. d. Beek,M,6,183.0,7945,M,361790,EUR,861321600,F,6,6,False,62.0,54.0,1.0,1.0,0.0,18.0,19.0,36.0,43.0,6.0,1.0,,,83.0,69.0,7.1,10.0,0.0514793,0,,,,1.0,3.0,3.0,,1.0,,1.0,2.0,,,2.0,1.0,,,,,,,donnyvdbeek,,,,,,,,,,,,,,,,,
12764255,home,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184.0,1873,M,32048,EUR,529459200,F,7,7,False,9.0,8.0,,,0.0,2.0,3.0,6.0,6.0,1.0,3.0,,,90.0,24.0,5.9,7.0,0.0161565,2,,,,1.0,7.0,1.0,,1.0,2.0,,,,,1.0,,1.0,,0.8691,0.8101,3.0,,,1.0,,2.0,,True,1.0,1.0,,,,,,,,,,
12764255,home,Girona FC,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178.0,3513,M,827064,EUR,854668800,F,11,11,False,28.0,24.0,1.0,,1.0,5.0,6.0,23.0,33.0,1.0,3.0,,,90.0,59.0,7.5,19.0,0.272059,4,,11.0,4.0,,7.0,5.0,,4.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,0.3134,0.2352,1.0,,,1.0,,5.0,4.0,,,,1.0,2.0,,,,,,,,
12764255,home,Girona FC,Bojan Miovski,bojan-miovski,B. Miovski,F,28,188.0,1323,M,945768,EUR,930182400,F,19,19,True,15.0,13.0,,,0.0,3.0,4.0,10.0,11.0,1.0,2.0,,,66.0,26.0,6.9,5.0,0.0301708,2,,,,2.0,4.0,5.0,1.0,1.0,,,1.0,1.0,2.0,3.0,,1.0,,0.1093,0.4225,,,,,,,,,,,,1.0,,,,,,,,
