match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
11450199,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400,G,99,99,False,29.0,23.0,14.0,8.0,18.0,18.0,5.0,11.0,10.0,1.0,4.0,90.0,39.0,7.9,6.0,0.00084723,0,0.8969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,4,4,False,44.0,34.0,7.0,3.0,24.0,26.0,11.0,19.0,4.0,,,90.0,77.0,7.6,16.0,0.0981841,2,,Atakan Cankaya,,1.0,1.0,1.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0728,0.0216,1.0,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194.0,313,M,151900,EUR,765072000,D,26,26,False,51.0,43.0,8.0,3.0,32.0,34.0,11.0,17.0,2.0,,,90.0,68.0,7.6,8.0,0.00204658,0,,,,,,2.0,4.0,3.0,7.0,1.0,,,,9.0,2.0,1.0,1.0,,2.0,,,,,True,1.0,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,54.0,49.0,4.0,1.0,42.0,45.0,7.0,9.0,3.0,,,90.0,65.0,7.3,5.0,0.00488209,0,,,,,,2.0,3.0,3.0,6.0,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Alper Uludağ,alper-uludag,A. Uludağ,D,,180.0,20,M,100102,EUR,660873600,D,3,3,False,26.0,21.0,8.0,4.0,10.0,11.0,11.0,16.0,1.0,,,58.0,37.0,6.8,7.0,0.0129963,0,,,,1.0,,1.0,,3.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183.0,28,M,867848,EUR,955152000,M,23,23,False,26.0,22.0,7.0,6.0,12.0,13.0,10.0,15.0,5.0,,,90.0,42.0,6.9,10.0,0.0116833,2,,,,2.0,,4.0,,5.0,1.0,,1.0,2.0,,2.0,1.0,,,3.0,,,0.0998,,,,1.0,1.0,1.0,,,,,,,,,,
11450199,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170.0,130,M,182385,EUR,724809600,M,8,8,False,45.0,35.0,6.0,4.0,21.0,24.0,15.0,25.0,7.0,,,90.0,60.0,6.9,15.0,0.0635636,0,,,,4.0,1.0,3.0,2.0,5.0,6.0,,1.0,,,2.0,,3.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,
11450199,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179.0,811,M,1384968,EUR,944611200,M,29,29,False,18.0,14.0,2.0,,7.0,9.0,7.0,11.0,5.0,,,90.0,34.0,6.8,10.0,0.0159834,1,,Renaldo Cephas,,2.0,,4.0,3.0,8.0,6.0,,3.0,,1.0,2.0,1.0,,,1.0,2.0,2.0,0.2091,0.0721,,,,,1.0,1.0,,,,,,,,,
11450199,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185.0,168,M,800458,EUR,811036800,M,10,10,False,30.0,21.0,3.0,2.0,9.0,13.0,12.0,17.0,2.0,,,67.0,40.0,6.8,14.0,0.0213427,2,,,,,,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,1.0,3.0,1.0,,0.1446,,,,,1.0,,,2.0,,,,,,,,
11450199,home,MKE Ankaragücü,Olimpiu Moruțan,olimpiu-morutan,O. Moruțan,F,80,172.0,1462,M,833613,EUR,924998400,M,80,80,False,17.0,13.0,4.0,1.0,4.0,4.0,10.0,17.0,6.0,,,90.0,39.0,7.2,13.0,0.161051,3,,,,4.0,1.0,,,6.0,6.0,1.0,3.0,,,,,1.0,,2.0,3.0,1.0,0.0432,,2.0,,,3.0,2.0,,3.0,1.0,,,,,,,
11450199,home,MKE Ankaragücü,Riad Bajić,riad-bajic,R. Bajić,F,11,189.0,335,M,331751,EUR,768182400,F,9,9,False,14.0,9.0,2.0,1.0,5.0,7.0,4.0,8.0,2.0,,,67.0,22.0,6.2,10.0,0.00773332,1,,,,1.0,,2.0,4.0,5.0,5.0,1.0,2.0,,1.0,1.0,,,,3.0,,1.0,0.7884,0.9789,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,
11450199,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200,D,5,5,True,12.0,10.0,2.0,1.0,6.0,7.0,4.0,5.0,,,,32.0,16.0,6.6,3.0,0.00553572,0,,,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175.0,405,M,850770,EUR,865036800,M,7,7,True,9.0,8.0,1.0,,4.0,4.0,4.0,5.0,1.0,,,23.0,12.0,6.3,3.0,0.00179627,0,,,,,,1.0,,3.0,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Federico Macheda,federico-macheda,F. Macheda,F,41,184.0,327,M,50130,EUR,682819200,F,32,32,True,5.0,1.0,1.0,,1.0,1.0,,4.0,,,,23.0,8.0,6.7,4.0,2.369e-05,1,,Federico,Macheda,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,1.0,,0.0209,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190.0,723,M,44938,EUR,562204800,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,D,70,70,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170.0,27,M,852161,EUR,800928000,D,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Mert Çetin,mert-cetin,M. Çetin,D,4,189.0,161,M,858148,EUR,852076800,D,45,45,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Cem Türkmen,cem-turkmen,C. Türkmen,M,18,173.0,69,M,997127,EUR,1017360000,M,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,10,173.0,946,M,787429,EUR,659664000,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,home,MKE Ankaragücü,Andrej Đokanović,andrej-dokanovic,A. Đokanović,M,88,177.0,78,M,985366,EUR,983404800,M,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450199,away,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186.0,93,M,758606,EUR,763603200,G,1,1,False,37.0,31.0,13.0,7.0,25.0,25.0,6.0,12.0,8.0,3.0,3.0,90.0,45.0,8.0,6.0,0.00195011,0,1.0726,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,1.0,1.0,1.0,,
11450199,away,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183.0,22,M,758870,EUR,867110400,D,22,22,False,19.0,15.0,2.0,1.0,9.0,11.0,6.0,9.0,4.0,,,90.0,42.0,7.1,5.0,0.00446875,1,,,,1.0,,1.0,2.0,3.0,4.0,2.0,,,1.0,6.0,,1.0,1.0,,1.0,,0.1087,0.422,,,1.0,,,,,,,,,,,,
11450199,away,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180.0,314,M,944222,EUR,928022400,D,3,3,False,75.0,64.0,13.0,6.0,54.0,56.0,10.0,19.0,1.0,,,90.0,78.0,6.9,11.0,0.0116853,0,,,,,,3.0,1.0,3.0,3.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11450199,away,Hatayspor,Nikola Maksimović,nikola-maksimovic,N. Maksimović,D,15,193.0,266,M,68076,EUR,691027200,D,19,19,False,69.0,61.0,9.0,4.0,51.0,53.0,10.0,16.0,1.0,,,90.0,82.0,7.5,8.0,0.00518223,0,,Nikola,Maksimović,,,,3.0,3.0,5.0,1.0,1.0,,,7.0,2.0,1.0,1.0,,,2.0,,,,,2.0,,1.0,,,,,,,,,,
11450199,away,Hatayspor,Engin Aksoy,engin-aksoy,E. Aksoy,D,13,184.0,16,M,1166884,EUR,1068768000,D,57,57,False,12.0,5.0,5.0,2.0,3.0,5.0,2.0,9.0,1.0,,,45.0,20.0,6.3,10.0,0.0018337,0,,Engin Aksoy,,2.0,,,,2.0,1.0,,1.0,,,2.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,1.0,
