match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_penaltyConceded,stat_fouls,captain,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,player_sofascoreId,stat_goalAssist,stat_hitWoodwork,stat_penaltyWon
11369863,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,25.0,21.0,7.0,4.0,20.0,22.0,1.0,3.0,1.0,4.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,3.0,90.0,41.0,6.7,5.0,0.00026546,0,-0.3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369863,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,75.0,68.0,15.0,11.0,51.0,54.0,17.0,22.0,,3.0,1.0,,3.0,1.0,,,,,66.0,87.0,6.9,9.0,0.00897489,0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369863,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,114.0,108.0,17.0,15.0,74.0,77.0,34.0,37.0,1.0,3.0,1.0,1.0,7.0,,,,,,90.0,121.0,6.2,6.0,0.014324,0,,,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369863,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,133.0,122.0,8.0,4.0,84.0,89.0,38.0,44.0,1.0,3.0,,,6.0,1.0,,,,,90.0,144.0,7.0,11.0,0.0145442,0,,,1.0,2.0,1.0,1.0,,,4.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,
11369863,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,68.0,60.0,4.0,2.0,27.0,30.0,33.0,40.0,,2.0,2.0,,13.0,1.0,,,,,90.0,89.0,6.3,15.0,0.0145942,2,,2.0,5.0,2.0,1.0,,3.0,,,,,,,,2.0,1.0,1.0,2.0,2.0,0.3927,,,,,,,,,,,
11369863,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,63.0,58.0,3.0,3.0,30.0,31.0,28.0,32.0,,1.0,3.0,1.0,7.0,,,,,,90.0,76.0,6.6,12.0,0.223158,3,,,6.0,,,,,2.0,,,,,,2.0,,1.0,,1.0,,0.1321,2.0,1.0,2.0,,,,,,,,
11369863,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,68.0,62.0,11.0,7.0,34.0,34.0,28.0,34.0,1.0,4.0,2.0,,6.0,,,,,,90.0,81.0,6.4,12.0,0.0179045,0,,,7.0,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,
11369863,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,42.0,37.0,2.0,1.0,23.0,23.0,15.0,21.0,,7.0,6.0,1.0,5.0,4.0,,,,,77.0,65.0,6.4,12.0,0.0215881,0,,2.0,8.0,,2.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,
11369863,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,56.0,47.0,4.0,3.0,20.0,21.0,29.0,39.0,,4.0,2.0,,4.0,2.0,,,,,90.0,72.0,7.0,16.0,0.0962464,0,,4.0,4.0,1.0,2.0,2.0,1.0,,,,,,,3.0,,,,1.0,,,1.0,1.0,,2.0,,,,,,,
11369863,home,Sint-Truidense VV,Fatih Kaya,,,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,False,7.0,7.0,,,2.0,2.0,5.0,5.0,1.0,2.0,1.0,,2.0,,,,,,78.0,15.0,6.3,5.0,0.00267089,2,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,4.0,3.0,0.1604,,,2.0,,,,,,,,
