match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_totalCross,stat_totalContest,stat_keyPass,stat_wonContest,stat_accurateCross,stat_totalOffside,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_punches,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork
14053651,home,Sparta Rotterdam,Saïd Bakari,,,said-bakari,S. Bakari,D,22,176.0,127,M,896210,EUR,780192000,D,12,12,True,7.0,7.0,,,0.0,4.0,4.0,3.0,3.0,2.0,,,,,17.0,18.0,6.5,3.0,0.0518472,,0,,0.03,0.05,-0.13,,,3.0,,,1.0,1.0,1.0,2.0,2.0,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Julian Baas,,,julian-baas,J. Baas,M,16,184.0,147,M,1046143,EUR,1018915200,M,16,16,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,1.0,4.0,,1.0,0.00237842,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Nökkvi Þórisson,,,nokkvi-thorisson,N. Þórisson,F,19,188.0,101,M,987077,EUR,934502400,F,19,19,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,1.0,,,,,1.0,4.0,,2.0,0.0424525,,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
14053651,home,Sparta Rotterdam,Pascal Kuiper,Pascal Kuiper,,pascal-kuiper,P. Kuiper,G,30,194.0,38,M,1067956,EUR,1079481600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Filip Bednarek,,,filip-bednarek,F. Bednarek,G,20,187.0,248,M,139149,EUR,717465600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Max De Ligt,,,de-ligt-max,M. d. Ligt,D,13,189.0,36,M,1517610,EUR,1090281600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Giannino Vianello,Giannino Vianello,,giannino-vianello,G. Vianello,D,22,,25,M,1652148,EUR,1181433600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Tijs Velthuis,,,tijs-velthuis,T. Velthuis,D,5,190.0,110,M,961674,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Jonathan de Guzmán,,,jonathan-de-guzman,J. d. Guzmán,M,13,173.0,79,M,13028,EUR,558489600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,home,Sparta Rotterdam,Ayoub Oufkir,Ayoub,Oufkir,ayoub-oufkir,A. Oufkir,M,24,170.0,550,M,1648756,EUR,1136332800,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186.0,588,M,253875,EUR,817948800,G,22,22,False,27.0,23.0,11.0,7.0,0.0,21.0,21.0,2.0,6.0,,10.0,,1.0,2.0,90.0,36.0,7.2,4.0,0.000564,0.2426,0,0.41,0.15,0.03,0.18,0.27,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
14053651,away,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180.0,338,M,797279,EUR,826156800,D,2,2,False,25.0,19.0,1.0,,0.0,6.0,6.0,13.0,19.0,4.0,1.0,,,,59.0,41.0,7.1,9.0,0.573523,,1,,-0.03,0.06,0.23,,,,,,7.0,,1.0,,,,0.073,-0.09,,,,,1.0,3.0,1.0,1.0,1.0,,,3.0,,,,,,,,,
14053651,away,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190.0,1550,M,825899,EUR,922406400,D,21,21,False,58.0,54.0,4.0,1.0,0.0,23.0,24.0,31.0,34.0,1.0,3.0,1.0,,,90.0,67.0,7.1,4.0,0.0337566,,0,,0.13,0.19,0.32,,1.0,2.0,,,6.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1372,M,942213,EUR,855100800,D,4,4,False,57.0,54.0,2.0,2.0,0.0,23.0,25.0,31.0,32.0,10.0,1.0,,,,90.0,67.0,7.4,4.0,0.0263977,,0,,0.11,0.27,0.36,,6.0,11.0,,,4.0,1.0,1.0,,,4.0,,,1.0,,,,,,1.0,1.0,1.0,,,9.0,,,,,,,,,
14053651,away,Feyenoord,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180.0,747,M,1144138,EUR,1035849600,D,15,15,False,45.0,41.0,2.0,2.0,0.0,24.0,25.0,17.0,20.0,8.0,8.0,1.0,,,90.0,75.0,8.8,11.0,0.0467088,,1,,0.13,0.29,0.35,,2.0,4.0,,,4.0,1.0,,3.0,3.0,,0.0444,0.55,,,2.0,,,3.0,5.0,,3.0,,,1.0,1.0,0.2381,,,1.0,,,,
14053651,away,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189.0,1455,M,1121400,EUR,1065225600,M,40,40,False,59.0,51.0,3.0,2.0,1.0,7.0,8.0,44.0,51.0,3.0,6.0,,,,81.0,81.0,8.0,15.0,1.02107,,3,,0.71,1.0,0.17,,,3.0,1.0,,3.0,,,2.0,1.0,1.0,0.3632,0.34,1.0,,1.0,,,6.0,,3.0,,1.0,,1.0,3.0,1.0722,,,,1.0,1.0,,
14053651,away,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177.0,8611,M,959805,EUR,992736000,M,8,8,False,53.0,46.0,5.0,5.0,0.0,10.0,10.0,36.0,43.0,6.0,7.0,,,,90.0,68.0,8.8,10.0,0.534218,,3,,-0.06,0.55,0.23,,,1.0,,2.0,1.0,,1.0,2.0,,1.0,0.312,0.53,,,3.0,,,,4.0,4.0,4.0,,1.0,,1.0,0.707,,,1.0,,,,
14053651,away,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176.0,22233,M,1218066,EUR,1013385600,M,23,23,False,27.0,21.0,2.0,2.0,0.0,1.0,1.0,20.0,26.0,3.0,3.0,1.0,,,76.0,49.0,7.3,20.0,0.508761,,2,,-0.03,0.51,0.13,,,4.0,1.0,,,,,,,,0.0333,-0.22,,,4.0,,,7.0,5.0,2.0,2.0,2.0,,,2.0,0.2606,,,,,,hadj.a20,
14053651,away,Feyenoord,Sem Steijn,,,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,31.0,29.0,3.0,2.0,0.0,7.0,8.0,22.0,23.0,1.0,4.0,,,,90.0,40.0,6.4,4.0,0.102039,,2,,0.14,0.03,-0.07,,1.0,4.0,,1.0,,,,,,,0.2799,-0.54,2.0,,,True,,1.0,2.0,3.0,1.0,,,,1.0,0.1889,,,,,,,1.0
14053651,away,Feyenoord,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184.0,1911,M,1150938,EUR,1134691200,M,16,16,False,21.0,15.0,2.0,1.0,0.0,4.0,5.0,11.0,16.0,5.0,4.0,1.0,,,45.0,30.0,6.5,8.0,0.0870772,,3,,-0.35,0.28,0.2,,,3.0,1.0,1.0,,,,1.0,,2.0,0.1665,-0.53,,,1.0,,1.0,,,,,,,3.0,1.0,0.0465,,,,,,,
14053651,away,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182.0,7469,M,985823,EUR,904262400,F,9,9,False,13.0,11.0,,,0.0,5.0,5.0,6.0,8.0,5.0,3.0,1.0,,,76.0,26.0,7.6,6.0,0.0193141,,3,,-0.51,-1.0,-0.02,,1.0,3.0,,,,,,,,,0.6951,0.7,,,2.0,,1.0,,3.0,,1.0,,,3.0,2.0,1.5101,,,2.0,,,bee18,
14053651,away,Feyenoord,Jaden Slory,,,slory-jaden,J. Slory,M,19,175.0,403,M,1218004,EUR,1115596800,F,36,36,True,21.0,16.0,1.0,,0.0,2.0,3.0,14.0,18.0,3.0,1.0,,,,45.0,33.0,6.6,8.0,0.349786,,3,,-0.51,0.6,0.14,,,2.0,1.0,1.0,,,1.0,1.0,,,0.2592,-0.52,,,,,2.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,
14053651,away,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175.0,1865,M,1388535,EUR,1149206400,D,26,26,True,25.0,24.0,2.0,1.0,0.0,8.0,8.0,16.0,17.0,1.0,3.0,,,,31.0,35.0,6.8,4.0,0.132283,,1,,-0.13,0.08,0.15,,,,,1.0,,,,1.0,1.0,,0.0649,-0.08,,,,,,1.0,,1.0,,,,,,,,,,,,,
14053651,away,Feyenoord,Gonçalo Borges,,,goncalo-borges,G. Borges,F,11,184.0,1088,M,979221,EUR,985824000,F,11,11,True,5.0,5.0,,,0.0,,,5.0,5.0,,1.0,,,,14.0,8.0,6.3,2.0,0.00393384,,1,,-0.09,-0.12,0.0,,,2.0,2.0,,,,,,,,0.1847,-0.52,,,,,1.0,,,,,,1.0,,,,,,,,,,
14053651,away,Feyenoord,Casper Tengstedt,,,tengstedt-casper,C. Tengstedt,F,17,184.0,1592,M,957937,EUR,959817600,F,17,17,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,,,,,14.0,4.0,6.5,1.0,0.002816,,0,,0.01,,0.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
14053651,away,Feyenoord,Thijs Kraaijeveld,Thijs Kraaijeveld,,thijs-kraaijeveld,T. Kraaijeveld,M,24,188.0,190,M,1384486,EUR,1178150400,M,47,47,True,10.0,6.0,1.0,1.0,0.0,,,6.0,10.0,2.0,,,,,9.0,13.0,6.6,5.0,0.0126095,,1,,-0.13,0.11,0.0,,1.0,1.0,,1.0,,,,1.0,1.0,,0.0356,-0.15,,,,,,1.0,,,,,,1.0,,,,,,,,,
14053651,away,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190.0,1386,M,556696,EUR,885427200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Liam Bossin,,,liam-bossin,L. Bossin,G,39,190.0,155,M,307364,EUR,837388800,G,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183.0,339,M,860160,EUR,872985600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Jan Plug,Jan Plug,,jan-plug,J. Plug,D,25,188.0,235,M,1545079,EUR,1112400000,D,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Oussama Targhalline,Oussama Targhalline,,oussama-targhalline,O. Targhalline,M,28,186.0,7802,M,1095731,EUR,1021852800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,targhaoussama,
14053651,away,Feyenoord,Aymen Sliti,,,aymen-sliti,A. Sliti,M,32,175.0,961,M,1479467,EUR,1143158400,F,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053651,away,Feyenoord,Gaoussou Diarra,Gaoussou Diarra,,gaoussou-diarra,G. Diarra,M,27,183.0,2471,M,1918931,EUR,1037836800,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
