match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_wasFouled,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,player_sofascoreId,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10411505,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191.0,324,M,43970,EUR,667872000,G,1,1,False,28.0,17.0,15.0,4.0,15.0,16.0,2.0,12.0,2.0,1.0,3.0,90.0,31.0,7.3,11.0,0.0,0.0,0.00046348,0,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411505,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1878,M,880207,EUR,822009600,D,50,50,False,67.0,59.0,4.0,3.0,41.0,44.0,18.0,23.0,6.0,,,90.0,82.0,7.6,9.0,0.0643,0.0,0.0149304,1,,,,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10411505,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192.0,2511,M,886930,EUR,918172800,D,29,29,False,49.0,39.0,6.0,1.0,32.0,33.0,7.0,16.0,5.0,,,90.0,54.0,6.9,10.0,0.0219,0.0,0.00898808,1,,,,,3.0,1.0,4.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411505,home,Udinese,Adam Masina,adam-masina,A. Masina,D,,189.0,5428,M,259995,EUR,757468800,D,3,3,False,37.0,28.0,4.0,2.0,20.0,22.0,8.0,15.0,4.0,,,90.0,44.0,7.5,9.0,0.0519,0.2894,0.079717,1,,,,1.0,2.0,4.0,3.0,1.0,1.0,,3.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411505,home,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180.0,593,M,983059,EUR,1028246400,M,2,2,False,27.0,20.0,1.0,1.0,11.0,13.0,9.0,14.0,8.0,,,78.0,43.0,7.1,13.0,0.0,0.0,0.332055,0,,,,2.0,1.0,8.0,4.0,2.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,3.0,,,,,,,,
10411505,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184.0,1199,M,122701,EUR,663206400,M,37,37,False,50.0,43.0,3.0,1.0,31.0,32.0,13.0,21.0,6.0,,,85.0,69.0,7.2,16.0,0.6711,0.9403,0.0376348,4,,,,,,4.0,2.0,4.0,1.0,1.0,,,,,,1.0,1.0,,2.0,1.0,1.0,,1.0,,3.0,True,3.0,1.0,,,,,
10411505,home,Udinese,Walace,walace,Walace,M,5,188.0,1455,M,553686,EUR,796953600,M,11,11,False,58.0,53.0,7.0,5.0,31.0,33.0,22.0,25.0,10.0,,,90.0,66.0,6.7,7.0,0.0401,0.0,0.0148024,1,,,,,,3.0,2.0,,,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,
10411505,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,807,M,575852,EUR,891043200,M,4,4,False,18.0,16.0,2.0,2.0,4.0,6.0,15.0,15.0,4.0,,,63.0,29.0,7.0,7.0,0.0152,0.0,0.167361,1,,,,1.0,,6.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,4.0,1.0,3.0,,1.0,,3.0,3.0,,,,,
10411505,home,Udinese,Marvin Zeegelaar,marvin-zeegelaar,M. Zeegelaar,D,,186.0,84,,74506,EUR,650419200,M,8,8,False,34.0,31.0,,,21.0,21.0,10.0,14.0,6.0,,,78.0,53.0,7.1,8.0,0.0,0.0,0.0272855,0,,,,1.0,1.0,6.0,6.0,2.0,2.0,,1.0,2.0,3.0,2.0,3.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,
10411505,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,24,179.0,8040,M,148824,EUR,728006400,F,26,26,False,22.0,17.0,1.0,1.0,2.0,2.0,15.0,24.0,3.0,,,63.0,35.0,7.1,11.0,0.0584,0.126,0.130011,2,,,,,1.0,3.0,3.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,4.0,,,,,,
