match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,player_sofascoreId
11396462,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,25.0,22.0,9.0,6.0,18.0,19.0,4.0,6.0,10.0,1.0,1.0,1.0,2.0,90.0,33.0,5.9,3.0,0.0,0.0,0.00134342,0,-1.3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396462,home,Darmstadt 98,Christoph Klarer,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,38.0,36.0,7.0,6.0,23.0,24.0,13.0,14.0,2.0,,,,,45.0,45.0,6.5,2.0,0.0,0.0,0.00786535,0,,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396462,home,Darmstadt 98,Clemens Riedel,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,D,38,38,False,104.0,95.0,10.0,6.0,24.0,27.0,71.0,79.0,10.0,,,,,90.0,120.0,6.8,11.0,0.0236,0.4494,0.0783643,2,,3.0,3.0,5.0,5.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396462,home,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,False,66.0,55.0,6.0,2.0,19.0,24.0,36.0,42.0,1.0,,,,,67.0,76.0,5.7,13.0,0.0219,0.0,0.031553,1,,2.0,1.0,4.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11396462,home,Darmstadt 98,Fabian Nürnberger,fabian-nurnberger,F. Nürnberger,D,15,180,308,M,940886,EUR,933120000,M,15,15,False,70.0,58.0,5.0,3.0,21.0,24.0,44.0,62.0,11.0,,,,,90.0,102.0,7.7,24.0,0.0,0.0,0.704731,0,,,1.0,2.0,4.0,1.0,1.0,,,1.0,,16.0,,3.0,2.0,,,,,1.0,,,1.0,7.0,7.0,1.0,,,,,,,,,
11396462,home,Darmstadt 98,Marvin Mehlem,marvin-mehlem,M. Mehlem,M,10,174,150,M,797691,EUR,873936000,M,6,6,False,35.0,29.0,4.0,2.0,5.0,7.0,24.0,29.0,3.0,,,,,78.0,52.0,7.3,10.0,0.6423,0.4916,0.0332352,3,,1.0,,3.0,4.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,,
11396462,home,Darmstadt 98,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,631,M,880742,EUR,947808000,M,28,28,False,78.0,69.0,4.0,3.0,23.0,27.0,47.0,52.0,4.0,,,,,90.0,87.0,6.5,12.0,0.0,0.0,0.0824663,0,,3.0,2.0,8.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,
11396462,home,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,172,44,M,39718,EUR,647654400,M,32,32,False,98.0,86.0,12.0,5.0,19.0,23.0,69.0,81.0,4.0,,,,,90.0,119.0,6.9,17.0,0.0,0.0,0.184535,0,,1.0,,5.0,6.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,1.0,,,,,,,,,2.0,2.0,,,,True,,,,,,
11396462,home,Darmstadt 98,Braydon Manu,braydon-manu,B. Manu,F,37,170,211,M,844625,EUR,859507200,F,7,7,False,12.0,11.0,,,2.0,3.0,9.0,10.0,2.0,,,,,67.0,27.0,6.5,6.0,0.2807,0.1033,0.00962323,3,,,,4.0,4.0,,,1.0,,,1.0,1.0,,6.0,3.0,1.0,,Braydon,Manu,,,,1.0,1.0,,,2.0,,,1.0,,,,,
11396462,home,Darmstadt 98,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,F,18,18,False,12.0,10.0,1.0,,4.0,4.0,6.0,9.0,1.0,,,,,45.0,20.0,6.1,5.0,0.0822,0.4916,0.00406562,1,,1.0,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,
