match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,captain,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal
10411613,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,29.0,11.0,22.0,4.0,8.0,11.0,3.0,18.0,5.0,1.0,7.0,7.0,1.0,1.0,90.0,40.0,8.1,18.0,0.0,0.0,0.00054799,0,1.4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411613,home,Salernitana,Dylan Bronn,,,dylan-bronn,D. Bronn,D,25,186.0,1740,M,,845271,EUR,803520000,D,2,2,False,33.0,29.0,5.0,3.0,21.0,21.0,8.0,13.0,9.0,,,,,,90.0,47.0,7.6,5.0,0.0,0.0,0.00359078,0,,1.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411613,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,,901885,EUR,988329600,D,5,5,False,18.0,12.0,4.0,,11.0,15.0,1.0,3.0,4.0,,,,,,76.0,24.0,6.5,6.0,0.0717,0.0,0.00362076,1,,,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411613,home,Salernitana,Federico Fazio,,,federico-fazio,F. Fazio,D,,195.0,373,M,,27569,EUR,542937600,D,17,17,False,27.0,18.0,5.0,1.0,10.0,14.0,8.0,13.0,6.0,,,,,,90.0,47.0,6.7,12.0,0.0,0.0,0.00749873,0,,,5.0,6.0,,9.0,,,,2.0,2.0,3.0,,True,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,
10411613,home,Salernitana,Emil Bohinen,,,emil-bohinen,E. Bohinen,M,37,185.0,230,M,,824584,EUR,921196800,M,8,8,False,18.0,14.0,5.0,1.0,5.0,6.0,9.0,12.0,4.0,,,,,,45.0,26.0,6.8,5.0,0.0,0.0,0.0128707,0,,,2.0,3.0,,2.0,,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
10411613,home,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180.0,936,M,,27982,EUR,541468800,M,87,87,False,37.0,22.0,8.0,2.0,8.0,14.0,15.0,33.0,5.0,,,,,,90.0,64.0,7.1,26.0,0.1481,0.5531,0.0402973,3,,10.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,
10411613,home,Salernitana,Hans Nicolussi Caviglia,,,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184.0,1622,M,,876259,EUR,961286400,M,41,41,False,35.0,30.0,3.0,1.0,14.0,16.0,16.0,21.0,8.0,,,,,,90.0,49.0,6.4,9.0,0.0,0.0,0.0084851,0,,2.0,5.0,2.0,1.0,2.0,,,,,2.0,,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,
10411613,home,Salernitana,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175.0,505,M,,149659,EUR,789091200,M,10,10,False,23.0,18.0,2.0,,4.0,6.0,14.0,18.0,7.0,,,,,,90.0,37.0,7.3,8.0,0.0782,0.221,0.00949656,1,,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,
10411613,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,,897594,EUR,944784000,M,3,3,False,17.0,10.0,5.0,3.0,3.0,5.0,8.0,13.0,1.0,,,,,,76.0,27.0,6.6,9.0,0.0,0.0,0.0758661,0,,1.0,2.0,,,1.0,,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
10411613,home,Salernitana,Federico Bonazzoli,,,federico-bonazzoli,F. Bonazzoli,F,90,182.0,985,M,,284363,EUR,864172800,F,9,9,False,29.0,20.0,3.0,1.0,4.0,5.0,16.0,25.0,7.0,,,,,,89.0,42.0,7.0,13.0,0.0733,0.0,0.16004,2,,1.0,3.0,4.0,1.0,,,,,1.0,1.0,1.0,,,,,3.0,3.0,2.0,,,,2.0,,,,,,,,,
10411613,home,Salernitana,Boulaye Dia,,,dia-boulaye,B. Dia,F,19,180.0,11046,M,boulaye_dia,960080,EUR,848102400,F,29,29,False,18.0,14.0,3.0,2.0,5.0,5.0,9.0,13.0,2.0,,,,,,85.0,31.0,6.8,8.0,0.3567,0.1026,0.0117996,3,,,8.0,4.0,,,,1.0,,3.0,4.0,,1.0,,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,,,,
