match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11406812,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,30.0,8.0,28.0,6.0,5.0,5.0,3.0,25.0,1.0,8.0,1.0,1.0,90.0,35.0,6.3,22.0,0.0006932,0,-0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406812,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,D,8,8,False,20.0,14.0,2.0,,6.0,8.0,9.0,19.0,1.0,4.0,,,79.0,56.0,7.1,19.0,0.0117094,0,,7.0,1.0,1.0,2.0,7.0,12.0,3.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11406812,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,35.0,22.0,10.0,2.0,14.0,19.0,8.0,16.0,4.0,7.0,,,90.0,47.0,6.8,13.0,0.00385797,0,,,,4.0,2.0,4.0,6.0,,,,,3.0,2.0,,1.0,,yerrymina,1.0,,,,,,,,,,,,,,,,,
11406812,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,28.0,18.0,9.0,3.0,12.0,16.0,6.0,12.0,5.0,4.0,,,90.0,52.0,7.4,11.0,0.0273403,1,,,,1.0,6.0,3.0,12.0,,,,3.0,2.0,1.0,1.0,5.0,2.0,,,1.0,0.101,1.0,,,,,,,,,,,,,,
11406812,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,31.0,21.0,5.0,,8.0,12.0,16.0,27.0,1.0,7.0,,,79.0,70.0,7.8,22.0,0.146225,1,,8.0,3.0,,1.0,2.0,4.0,,2.0,1.0,3.0,1.0,1.0,,1.0,,,,,0.2507,2.0,1.0,1.0,1.0,0.3892,,,,,,,,,,
11406812,home,Cagliari,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,25,25,False,22.0,14.0,4.0,1.0,6.0,9.0,8.0,13.0,3.0,3.0,,,90.0,36.0,6.4,11.0,0.00598839,1,,,,,,5.0,3.0,,1.0,,1.0,2.0,1.0,,1.0,2.0,,1.0,,0.058,,2.0,,,,1.0,,,,,,,,,
11406812,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,23.0,20.0,1.0,,13.0,15.0,7.0,8.0,2.0,4.0,,,86.0,36.0,6.9,4.0,0.00383266,1,,,,1.0,3.0,4.0,10.0,1.0,1.0,1.0,,4.0,3.0,1.0,2.0,2.0,,,1.0,0.0087,,,,,,,True,,,,,,,,
11406812,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,27.0,22.0,4.0,2.0,10.0,11.0,12.0,16.0,,3.0,,,90.0,38.0,6.5,9.0,0.011676,1,,,,,,6.0,1.0,,1.0,,2.0,,,,1.0,2.0,,,1.0,0.0398,1.0,3.0,,,,,,,,,,,,,
11406812,home,Cagliari,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,19,19,False,19.0,10.0,2.0,,3.0,7.0,7.0,12.0,,7.0,,,90.0,41.0,6.4,21.0,0.00910196,0,,,,2.0,1.0,11.0,5.0,1.0,1.0,1.0,,2.0,2.0,5.0,1.0,2.0,,,,,1.0,6.0,,,,,,,,,,,,,
11406812,home,Cagliari,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,61,61,False,20.0,12.0,,,5.0,7.0,7.0,13.0,,1.0,,,66.0,34.0,7.0,13.0,0.190321,1,,,,3.0,1.0,8.0,5.0,,3.0,2.0,,2.0,,1.0,,1.0,,,,0.0196,1.0,3.0,,,,1.0,,1.0,1.0,1.0,,,,,
