match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_lastManTackle,stat_wonContest,stat_interceptionWon,stat_errorLeadToAShot,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized
14572702,home,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,Ederson93,254491,EUR,745545600,G,31,31,False,37.0,31.0,11.0,6.0,0.0,28.0,29.0,3.0,8.0,1.0,6.0,90.0,44.0,6.7,6.0,0.00734746,92.909890075067,15.0,77.07,8.4,0,-0.1701,0.09,0.02,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572702,home,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,nelsonsemedo50,252821,EUR,753408000,D,27,27,False,81.0,76.0,5.0,3.0,0.0,31.0,33.0,45.0,48.0,1.0,4.0,90.0,100.0,6.4,12.0,0.0750334,356.09470711082,37.0,98.175,23.52,3,,0.17,0.34,-0.22,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0857,2.0,-0.43,,,,,,,,,,,,,,,,,,,,,,,
14572702,home,Fenerbahçe,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187.0,9862,M,milanskriniar,187205,EUR,792460800,D,37,37,False,78.0,75.0,3.0,,0.0,61.0,61.0,14.0,17.0,6.0,5.0,90.0,96.0,7.0,4.0,0.00916038,209.89836073657,30.0,116.13,15.54,1,,0.23,0.14,0.16,,1.0,,3.0,6.0,1.0,,,1.0,,1.0,4.0,0.0318,,-0.11,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14572702,home,Fenerbahçe,Yiğit Efe Demir,yigit-efe-demir,Y. E. Demir,D,14,194.0,1161,M,,1133200,EUR,1091404800,D,14,14,False,55.0,52.0,3.0,2.0,0.0,44.0,45.0,8.0,10.0,4.0,3.0,76.0,62.0,7.0,3.0,0.00273125,145.41738698028,22.0,69.195,16.8,0,,0.04,0.07,0.55,,3.0,4.0,4.0,6.0,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
14572702,home,Fenerbahçe,Archie Brown,brown-archie,A. Brown,D,3,190.0,3095,M,,1009738,EUR,1022544000,D,3,3,False,44.0,40.0,2.0,1.0,0.0,17.0,17.0,23.0,27.0,1.0,1.0,90.0,59.0,6.6,5.0,0.0665483,112.98236479672,16.0,27.51,10.08,2,,0.14,-0.08,-0.15,1.0,2.0,,2.0,4.0,,,1.0,1.0,1.0,,2.0,0.0882,,-0.38,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
14572702,home,Fenerbahçe,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190.0,10871,M,EdsonAlvarez19,847151,EUR,877651200,M,11,11,False,56.0,45.0,4.0,1.0,0.0,27.0,32.0,18.0,24.0,1.0,6.0,90.0,75.0,6.7,15.0,0.0326954,277.51534806324,26.0,94.605,24.15,0,,0.2,0.2,-0.26,,2.0,3.0,8.0,9.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,,,5.0,4.0,2.0,,,,,,4.0,1.0,1.0,,,,,,,,,,,
14572702,home,Fenerbahçe,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183.0,3374,M,,999396,EUR,972604800,M,70,70,False,62.0,53.0,,,0.0,15.0,17.0,38.0,45.0,,4.0,90.0,73.0,6.6,14.0,0.158456,221.88763678096,25.0,93.87,31.71,1,,0.09,0.29,-0.11,2.0,1.0,1.0,4.0,4.0,1.0,,3.0,,,1.0,1.0,0.0349,5.0,-0.08,,1.0,,,,,,,1.0,,,,1.0,0.1629,,,,,,,,,
14572702,home,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191.0,20484,M,AndersonTalisca,329245,EUR,760060800,M,94,94,False,48.0,40.0,4.0,4.0,0.0,14.0,17.0,26.0,31.0,1.0,4.0,90.0,71.0,8.3,14.0,0.152323,111.95035951726,21.0,23.1,13.86,5,,0.49,0.17,-0.11,,,1.0,5.0,7.0,1.0,2.0,,2.0,,4.0,3.0,0.1854,2.0,0.48,,3.0,1.0,2.0,,,,,,1.0,,,3.0,0.5798,1.0,,,,,,,,
14572702,home,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182.0,31813,M,marcoasensio10,361004,EUR,822182400,M,21,21,False,33.0,31.0,,,0.0,8.0,8.0,23.0,25.0,1.0,,60.0,44.0,7.7,6.0,0.339754,237.49028977672,20.0,130.935,38.22,2,,0.57,0.33,0.21,2.0,,,1.0,2.0,,1.0,1.0,,,1.0,1.0,0.0619,5.0,-0.13,,,,,,,,,1.0,,,,2.0,0.0999,,1.0,1.0,,,,,,
14572702,home,Fenerbahçe,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173.0,24917,M,KAktürkoğlu,903324,EUR,908928000,M,9,9,False,21.0,18.0,,,0.0,4.0,4.0,14.0,17.0,,3.0,60.0,37.0,7.0,10.0,0.088338,88.085585797896,8.0,3.15,23.94,2,,0.24,0.22,0.2,3.0,,,1.0,4.0,,1.0,,,2.0,4.0,1.0,0.0662,1.0,-0.13,,3.0,3.0,,,,,,,,,,,,,1.0,,,,,,,
