match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_outfielderBlock,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_hitWoodwork
10390077,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,32.0,20.0,22.0,10.0,16.0,20.0,4.0,12.0,1.0,6.0,5.0,5.0,90.0,40.0,8.1,12.0,0.0,0.0,0.00202201,0,1.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Damien Da Silva,,,damien-da-silva,D. D. Silva,D,3,184,102,M,74083,EUR,579830400,D,21,21,False,20.0,17.0,6.0,4.0,17.0,20.0,,,3.0,3.0,,,45.0,28.0,6.7,4.0,0.0,0.0,0.00024838,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Jérôme Boateng,,,jerome-boateng,J. Boateng,D,,192,1892,,19382,EUR,589248000,D,17,17,False,37.0,31.0,7.0,3.0,25.0,29.0,6.0,8.0,3.0,3.0,,,90.0,43.0,7.0,6.0,0.0,0.0,0.00468677,0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,57.0,46.0,10.0,4.0,33.0,35.0,13.0,22.0,4.0,7.0,,,90.0,71.0,7.6,12.0,0.0,0.0,0.00381645,0,,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,M,27,27,False,40.0,31.0,6.0,3.0,17.0,23.0,15.0,20.0,3.0,8.0,,,90.0,65.0,6.7,18.0,0.0,0.0,0.163856,0,,2.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,,,malogst,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,31.0,25.0,7.0,5.0,12.0,12.0,13.0,21.0,,8.0,,,72.0,47.0,7.1,12.0,0.0,0.0,0.0317503,0,,,3.0,5.0,1.0,3.0,2.0,2.0,1.0,,,,2.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,43.0,39.0,2.0,1.0,21.0,24.0,18.0,19.0,2.0,5.0,,,90.0,59.0,7.3,5.0,0.0674,0.0,0.0104365,1,,,2.0,7.0,3.0,5.0,3.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10390077,home,Olympique Lyonnais,Houssem Aouar,,,aouar-houssem,H. Aouar,M,10,175,14575,M,846081,EUR,899164800,M,8,8,False,39.0,32.0,4.0,3.0,10.0,11.0,22.0,29.0,,5.0,,,66.0,61.0,6.8,14.0,0.0,0.0,0.0376321,0,,1.0,7.0,8.0,,3.0,,1.0,,,,houssem_aouar,1.0,,4.0,3.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,
10390077,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,M,3,3,False,38.0,32.0,5.0,3.0,18.0,20.0,14.0,20.0,2.0,3.0,,,90.0,72.0,8.2,12.0,0.0,0.0,0.648833,0,,2.0,4.0,10.0,5.0,6.0,5.0,2.0,1.0,1.0,,tagliafico3,2.0,,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,
10390077,home,Olympique Lyonnais,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2654,M,318653,EUR,837129600,F,9,9,False,14.0,11.0,,,2.0,3.0,9.0,11.0,1.0,5.0,,,66.0,28.0,6.8,11.0,0.077,0.015,0.061621,2,,3.0,7.0,4.0,,,,4.0,,3.0,,,,,2.0,,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,
