match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12514011,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,30.0,22.0,12.0,4.0,0.0,19.0,22.0,3.0,8.0,10.0,1.0,1.0,3.0,90.0,40.0,6.6,10.0,0.00701682,0,-0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514011,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,False,,33.0,22.0,6.0,,0.0,14.0,18.0,8.0,16.0,4.0,1.0,,,90.0,58.0,6.7,14.0,0.0292182,0,,,,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12514011,home,Vitória SC,Toni Borevković,toni-borevkovic,T. Borevković,D,24,194,270,M,886843,EUR,866592000,D,24,24,False,,44.0,42.0,7.0,6.0,0.0,30.0,30.0,12.0,14.0,4.0,,,,90.0,56.0,6.9,2.0,0.00283185,0,,,,,3.0,3.0,6.0,6.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,
12514011,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,51.0,46.0,6.0,3.0,0.0,38.0,39.0,8.0,12.0,5.0,1.0,,,90.0,58.0,6.7,6.0,0.00248415,0,,,,,4.0,3.0,5.0,4.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12514011,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,29.0,24.0,3.0,2.0,0.0,15.0,15.0,10.0,18.0,2.0,1.0,,,82.0,50.0,7.2,13.0,0.038501,0,,,,4.0,,2.0,4.0,3.0,,4.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12514011,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,31.0,29.0,4.0,3.0,0.0,15.0,15.0,16.0,22.0,2.0,3.0,,,61.0,48.0,7.1,9.0,0.0808956,1,,,,6.0,,2.0,4.0,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,2.0,,,,,1.0,1.0,0.0664,0.2222,,,,,,
12514011,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,40.0,36.0,2.0,1.0,0.0,20.0,20.0,16.0,20.0,7.0,1.0,,,90.0,57.0,7.3,9.0,0.00844878,1,,Tomás Händel,,,,5.0,3.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,,,,3.0,,,,1.0,,0.3565,0.7287,1.0,,,,,
12514011,home,Vitória SC,Nuno Santos,nuno-santos,N. Santos,M,10,180,2173,M,930552,EUR,920332800,M,77,77,False,,30.0,26.0,3.0,3.0,0.0,12.0,14.0,14.0,17.0,1.0,,,,71.0,39.0,6.5,8.0,0.00863023,0,,,,1.0,,4.0,1.0,,1.0,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,
12514011,home,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,4877,M,1396009,EUR,1076803200,F,11,11,False,,13.0,11.0,,,0.0,4.0,5.0,8.0,9.0,,4.0,,,71.0,27.0,6.8,10.0,0.0441611,2,,Kaio César,,1.0,,6.0,2.0,,,,,2.0,2.0,1.0,,1.0,3.0,,1.0,,,,,1.0,,0.7406,0.9945,1.0,1.0,,,,
12514011,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,7,7,False,,11.0,9.0,2.0,2.0,1.0,6.0,6.0,3.0,6.0,3.0,2.0,,,82.0,21.0,7.2,6.0,0.53692,4,,,,1.0,1.0,8.0,3.0,,,,,1.0,5.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,0.2274,0.0631,,1.0,1.0,2.0,,
