match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_penaltyConceded,stat_dispossessed,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_penaltyWon
14288981,home,Moreirense,André Ferreira,,,andre-ferreira,A. Ferreira,G,13,193.0,225,M,788197,EUR,833328000,G,13,13,False,43.0,23.0,23.0,3.0,0.0,21.0,26.0,2.0,17.0,5.0,1.0,1.0,2.0,2.0,2.0,90.0,47.0,5.6,21.0,0.00016835,18.438052777009,4.0,3.970791183222,0.0,0.037,0,-0.1238,-0.1,0.0,-0.27,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Dinis Pinto,Dinis Pinto,,dinis-pinto,D. Pinto,D,76,178.0,150,M,1160980,EUR,967075200,D,76,76,False,34.0,29.0,3.0,2.0,0.0,23.0,24.0,6.0,10.0,5.0,,,,,,74.0,44.0,6.7,8.0,0.0208936,52.528121705104,6.0,31.755969590178,1.0,,0,,0.02,0.04,0.14,,True,6.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,18.117161782245,19.936129037504,,,,,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Gilberto Batista,,,batista-gilberto,G. Batista,D,66,185.0,135,M,1153099,EUR,1072656000,D,66,66,False,64.0,60.0,4.0,1.0,0.0,56.0,58.0,4.0,6.0,5.0,,,,,,90.0,72.0,6.4,5.0,0.00096052,104.84734934403,12.0,65.25166332629,0.0,,0,,0.02,-0.05,-0.22,,,2.0,3.0,,1.0,5.0,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Maracás,,,maracas,Maracás,D,26,184.0,121,M,931485,EUR,767404800,D,26,26,False,63.0,50.0,15.0,5.0,0.0,48.0,52.0,2.0,11.0,6.0,,,,,,90.0,80.0,6.8,13.0,0.0160714,102.63269113258,17.0,39.482484216092,0.0,,0,,-0.03,0.03,0.17,,,3.0,5.0,,,10.0,,2.0,2.0,,2.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Álvaro Martínez,,,alvaro-martinez,Á. Martínez,D,17,181.0,50,M,1175474,EUR,1020470400,D,17,17,False,26.0,22.0,4.0,2.0,0.0,15.0,18.0,7.0,8.0,3.0,,,,,,40.0,39.0,5.1,7.0,0.0050979,20.383438228515,4.0,2.3609281329799,0.0,,0,,0.03,-0.07,-0.29,,,4.0,1.0,,1.0,5.0,,1.0,1.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Rodrigo Alonso,,,rodrigo-alonso,R. Alonso,M,21,172.0,40,M,1142254,EUR,1041379200,M,21,21,False,32.0,23.0,5.0,3.0,0.0,14.0,14.0,9.0,18.0,3.0,,,,,,74.0,37.0,6.5,10.0,0.00762069,75.999264290059,7.0,66.79083709557,1.0,,0,,0.07,0.1,0.24,,,3.0,,,,2.0,1.0,,,,,2.0,32.727080856337,33.426919750405,,,,,1.0,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Afonso Assis,,,afonso-assis,A. Assis,M,25,180.0,55,M,2030567,EUR,1152921600,M,25,25,False,34.0,26.0,1.0,,0.0,17.0,20.0,9.0,14.0,4.0,,,,,,90.0,46.0,6.4,11.0,0.00796293,63.711593682006,10.0,17.836895363238,0.0,,0,,-0.04,-0.06,-0.13,,,3.0,5.0,,1.0,1.0,,,,2.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14288981,home,Moreirense,Diogo Travassos,,,diogo-travassos,D. Travassos,D,2,175.0,511,M,1142578,EUR,1080691200,M,2,2,False,23.0,16.0,1.0,,0.0,12.0,13.0,4.0,10.0,6.0,,,,,,90.0,57.0,8.0,16.0,0.00155166,103.18042356845,13.0,23.220786339996,2.0,,1,,-0.16,0.14,0.29,,,10.0,11.0,2.0,5.0,5.0,1.0,6.0,4.0,2.0,3.0,2.0,19.175736427349,36.402448302796,2.0,,,,1.0,3.0,2.0,1.0,1.0,0.0233,0.1564,0.56,,,,,,,,,,
14288981,home,Moreirense,Alan,,,alan,Alan,M,11,163.0,525,M,905455,EUR,952473600,M,11,11,False,26.0,23.0,2.0,1.0,0.0,9.0,10.0,14.0,16.0,3.0,,,,,,85.0,39.0,6.8,10.0,0.141689,112.21600129733,8.0,15.297622689585,1.0,,0,,0.16,0.03,-0.03,,,5.0,4.0,,2.0,,,2.0,,2.0,1.0,2.0,41.25051569861,43.022451859465,1.0,,,,1.0,4.0,1.0,,,,,,1.0,2.0,,,,,,,,
14288981,home,Moreirense,Landerson,Landerson,,landerson,Landerson,M,78,167.0,96,M,1471229,EUR,1165881600,M,78,78,False,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,2.0,,,,,,45.0,18.0,6.2,5.0,0.0438452,58.647579882336,7.0,35.917925339457,1.0,,1,,0.17,0.03,-0.06,,,8.0,1.0,,4.0,,,,,,1.0,2.0,8.2305592500047,8.3053313600362,1.0,,,,1.0,,,,,0.0218,,-0.09,,,1.0,,,,,,,
