match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_errorLeadToAGoal,stat_totalCross,stat_penaltyConceded,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,player_sofascoreId,stat_goodHighClaim,stat_penaltyWon,stat_goals,stat_totalOffside
12624450,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,40.0,28.0,19.0,8.0,0.0,27.0,30.0,1.0,10.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,49.0,6.6,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624450,home,Al Raed,Mubarak Al-Rajeh,Mubarak Abdul Rahman Al Rajeh,,mubarak-al-rajeh,M. Al-Rajeh,D,,39,M,1429814,EUR,1059696000,D,94,94,False,25.0,16.0,2.0,,0.0,11.0,14.0,5.0,11.0,4.0,4.0,,3.0,,,,,,,67.0,46.0,6.5,16.0,0,94,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12624450,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,43.0,39.0,3.0,3.0,0.0,32.0,33.0,7.0,10.0,6.0,1.0,,,,,,,,,90.0,52.0,6.7,4.0,0,21,1.0,,3.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
12624450,home,Al Raed,Ayoub Qasmi,,,qasmi-ayoub,A. Qasmi,D,178.0,88,M,919697,EUR,748396800,D,16,16,False,48.0,45.0,6.0,5.0,0.0,39.0,41.0,6.0,7.0,3.0,6.0,,2.0,,,,,,,90.0,60.0,6.1,5.0,0,16,,3.0,2.0,1.0,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12624450,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,32.0,31.0,1.0,1.0,0.0,13.0,13.0,18.0,21.0,2.0,4.0,,1.0,,,,,,,82.0,46.0,6.4,6.0,0,28,1.0,2.0,6.0,,1.0,3.0,3.0,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,
12624450,home,Al Raed,Naif Hazzazi,,,naif-hazzazi,N. Hazzazi,M,176.0,9,M,818734,EUR,717811200,M,18,18,False,26.0,22.0,2.0,1.0,0.0,13.0,15.0,9.0,11.0,1.0,5.0,,1.0,,,,,,,67.0,32.0,6.4,6.0,0,88,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,
12624450,home,Al Raed,Mathias Normann,,,mathias-normann,M. Normann,M,179.0,189,M,565686,EUR,833241600,M,8,8,False,51.0,44.0,9.0,5.0,0.0,30.0,31.0,14.0,20.0,1.0,1.0,,1.0,,,,,,,90.0,60.0,6.5,9.0,0,12,,4.0,1.0,,,1.0,,,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
12624450,home,Al Raed,Mehdi Abeid,,,mehdi-abeid,M. Abeid,M,180.0,913,M,73056,EUR,713059200,M,17,17,False,46.0,41.0,1.0,,0.0,28.0,31.0,13.0,15.0,,2.0,,2.0,,,,,,,90.0,61.0,5.8,11.0,1,,,9.0,3.0,2.0,4.0,,,,,1.0,1.0,3.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,
12624450,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,F,7,7,False,29.0,24.0,5.0,5.0,0.0,8.0,11.0,16.0,18.0,,1.0,,3.0,,,,,,,72.0,43.0,7.1,11.0,1,11,,4.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,
12624450,home,Al Raed,Karim El Berkaoui,,,el-berkaoui-karim,K. El Berkaoui,F,175.0,2625,M,919719,EUR,818812800,F,11,11,False,21.0,19.0,2.0,2.0,0.0,8.0,9.0,11.0,12.0,,,,2.0,,,,,,,90.0,33.0,6.9,6.0,2,33,1.0,4.0,3.0,1.0,2.0,,,,,,,,3.0,,,,,1.0,,,,True,2.0,,,,,,,
