match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_punches,player_sofascoreId
12421194,away,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,33.0,24.0,10.0,6.0,0.0,15.0,17.0,9.0,16.0,6.0,1.0,,,,,,,90.0,49.0,6.3,9.0,0.00842461,0,,,1.0,,3.0,2.0,5.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
12421194,away,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190.0,122,M,38471,EUR,572140800,D,33,33,False,37.0,34.0,6.0,4.0,0.0,27.0,28.0,7.0,9.0,3.0,4.0,,,,,,,90.0,46.0,6.5,3.0,0.00164595,0,,,3.0,,5.0,3.0,1.0,3.0,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,
12421194,away,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185.0,329,M,1130011,EUR,1048636800,D,25,25,False,33.0,20.0,4.0,1.0,0.0,9.0,12.0,11.0,21.0,6.0,3.0,,,,,,,90.0,65.0,6.6,17.0,0.00947447,0,,,3.0,2.0,9.0,9.0,1.0,5.0,1.0,,,,,,,,,,1.0,,3.0,1.0,1.0,2.0,1.0,,,,,,,,
12421194,away,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,52.0,44.0,10.0,4.0,0.0,21.0,23.0,24.0,35.0,1.0,4.0,,,,,,,90.0,68.0,7.1,14.0,0.0813716,2,,6.0,1.0,,2.0,4.0,1.0,4.0,2.0,1.0,True,2.0,,,0.0427,0.082,,,,1.0,1.0,,,,,,,,,,,,
12421194,away,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186.0,202,M,1149123,EUR,1107216000,M,46,46,False,26.0,20.0,5.0,3.0,0.0,7.0,8.0,13.0,19.0,2.0,2.0,,,,,,,89.0,41.0,7.0,9.0,0.0146309,2,,1.0,1.0,,3.0,4.0,1.0,3.0,1.0,,,,,,0.0656,,4.0,,,,,2.0,1.0,,,,,,1.0,,1.0,,
12421194,away,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173.0,283,M,979808,EUR,1032912000,M,18,18,False,14.0,11.0,,,0.0,4.0,5.0,7.0,10.0,1.0,4.0,,,,,,,63.0,26.0,7.1,9.0,0.348608,2,,1.0,2.0,1.0,4.0,2.0,,1.0,1.0,3.0,,2.0,1.0,,0.8547,1.205,2.0,,,,,1.0,,1.0,,,,,,,,,
12421194,away,KVC Westerlo,Alfie Devine,,,alfie-devine,A. Devine,M,21,182.0,1496,M,1049459,EUR,1091318400,M,10,10,False,37.0,33.0,4.0,4.0,0.0,19.0,21.0,14.0,17.0,1.0,5.0,,,,,,,84.0,50.0,7.1,6.0,0.0318398,5,,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,3.0,,,0.6311,1.518,1.0,,,,1.0,,,1.0,1.0,,,,2.0,1.0,,,
12421194,away,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180.0,747,M,1144138,EUR,1035849600,M,5,5,False,25.0,21.0,,,0.0,11.0,12.0,10.0,14.0,3.0,7.0,,,,,,,90.0,59.0,7.7,17.0,0.0257988,5,,1.0,3.0,3.0,7.0,7.0,3.0,4.0,4.0,8.0,,3.0,1.0,,0.6073,1.0471,,,,,,3.0,,1.0,,,,,2.0,,,,
12421194,away,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,F,13,13,False,11.0,11.0,,,0.0,6.0,6.0,5.0,5.0,,1.0,,,,,,,63.0,19.0,6.6,1.0,0.00406165,1,,,1.0,,4.0,2.0,1.0,2.0,,1.0,,,,,0.1023,,1.0,,4.0,,,,,,,,,1.0,,,1.0,,
12421194,away,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,F,77,77,True,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,2.0,1.0,,,,,,,27.0,17.0,6.7,2.0,0.0143237,0,,,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12421194,away,KVC Westerlo,Matija Frigan,,,matija-frigan,M. Frigan,F,20,184.0,1391,M,1092081,EUR,1044921600,F,9,9,True,7.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,,,,,,,,,27.0,10.0,6.6,4.0,0.00687373,0,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,
12421194,away,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189.0,289,M,81202,EUR,673142400,M,15,15,True,3.0,2.0,1.0,,0.0,,,2.0,3.0,,2.0,,,,,,,17.0,3.0,6.4,1.0,0.00078884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421194,away,KVC Westerlo,Islam Slimani,,,islam-slimani,I. Slimani,F,19,188.0,7448,M,238708,EUR,582595200,F,19,19,True,6.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,,,,,,,,,11.0,7.0,6.8,2.0,0.00989396,0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,islamslimani09
12421194,away,KVC Westerlo,Koen Van Langendonck,,,koen-van-langendonck,K. V. Langendonck,G,30,188.0,44,M,247481,EUR,613353600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421194,away,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187.0,36,M,794983,EUR,884476800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421194,away,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421194,away,KVC Westerlo,Rhys Youlley,Rhys Youlley,,rhys-youlley,R. Youlley,M,36,184.0,55,M,1415589,EUR,1108252800,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421194,away,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174.0,39,M,876447,EUR,839721600,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
