match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_sofascoreId,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAShot
12421034,home,RC Sporting Charleroi,Mohamed Koné,Mohamed Koné,,mohamed-kone,M. Koné,G,30,186,1004,M,1131009,EUR,1015459200,G,30,30,False,41.0,27.0,21.0,7.0,0.0,25.0,26.0,2.0,15.0,10.0,1.0,1.0,1.0,1.0,90.0,45.0,6.8,14.0,0.00031736,0,0.0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Jeremy Petris,,,jeremy-petris,J. Petris,D,29,183,120,M,910937,EUR,885945600,D,98,98,False,50.0,37.0,10.0,3.0,0.0,20.0,25.0,17.0,26.0,5.0,,,,,90.0,74.0,7.9,19.0,0.0157417,0,,1.0,1.0,3.0,3.0,13.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,229,M,1407973,EUR,1049241600,D,95,95,False,62.0,52.0,10.0,5.0,0.0,35.0,40.0,17.0,22.0,6.0,,,,,90.0,70.0,7.2,11.0,0.00588313,0,,,4.0,3.0,4.0,7.0,,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Stelios Andreou,,,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,77.0,69.0,14.0,9.0,0.0,47.0,50.0,22.0,27.0,6.0,,,,,90.0,87.0,7.3,9.0,0.0161508,0,,,2.0,5.0,4.0,9.0,,,,2.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Vetle Winger Dragsnes,,,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,38.0,29.0,5.0,,0.0,19.0,26.0,11.0,14.0,2.0,,,,,88.0,57.0,6.3,16.0,0.044783,1,,2.0,,1.0,6.0,2.0,2.0,1.0,,1.0,,,,1.0,,3.0,1.0,1.0,1.0,1.0,0.0065,1.0,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Adem Zorgane,,,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,80.0,69.0,11.0,7.0,1.0,26.0,29.0,46.0,57.0,4.0,,,,,90.0,99.0,8.3,16.0,0.297037,0,,6.0,1.0,1.0,5.0,8.0,3.0,4.0,4.0,1.0,3.0,1.0,,,,1.0,1.0,3.0,,,,5.0,AdemZorgane,True,1.0,,,,,,,,,
12421034,home,RC Sporting Charleroi,Etienne Camara,Etienne Camara,,etienne-camara,E. Camara,M,5,190,290,M,1097542,EUR,1048982400,M,5,5,False,66.0,56.0,3.0,3.0,0.0,26.0,29.0,30.0,37.0,11.0,,,,,90.0,75.0,7.2,12.0,0.0355474,0,,,3.0,6.0,4.0,10.0,,2.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421034,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,17,17,False,26.0,17.0,,,0.0,3.0,3.0,14.0,25.0,3.0,,,,,79.0,44.0,7.1,17.0,0.0186805,3,,2.0,,2.0,4.0,7.0,,2.0,2.0,,1.0,1.0,2.0,2.0,,4.0,,,2.0,1.0,0.1695,,,,,1.0,,,,,,,,
12421034,home,RC Sporting Charleroi,Daan Heymans,,,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,51.0,42.0,6.0,4.0,0.0,12.0,17.0,30.0,35.0,8.0,,,,,90.0,69.0,8.0,13.0,0.0460397,4,,1.0,3.0,3.0,6.0,7.0,,1.0,1.0,1.0,3.0,2.0,1.0,,2.0,1.0,1.0,,2.0,2.0,0.6436,2.0,,,,,1.0,2.0,1.0,1.0,0.5408,,,
12421034,home,RC Sporting Charleroi,Parfait Guiagon,,,parfait-guiagon,P. Guiagon,M,10,169,1096,M,1030459,EUR,982800000,M,8,8,False,40.0,31.0,1.0,1.0,0.0,9.0,10.0,22.0,30.0,3.0,,,,,79.0,60.0,6.2,19.0,0.0495329,3,,,,,8.0,2.0,1.0,4.0,1.0,,,,3.0,1.0,1.0,3.0,,,,,0.1143,,,,,3.0,,,1.0,,,,,
