match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_clearanceOffLine,stat_totalOffside,stat_aerialLost,stat_duelLost,stat_wasFouled,stat_totalCross,stat_totalContest,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceCreated,stat_shotOffTarget,stat_challengeLost,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_goalAssist
11369950,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,29.0,18.0,24.0,14.0,5.0,9.0,13.0,20.0,3.0,10.0,3.0,2.0,1.0,1.0,1.0,90.0,40.0,7.0,11.0,0.0021612,0,-0.4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Joel Schingtienne,Joel Schingtienne,,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,20.0,12.0,8.0,2.0,7.0,10.0,5.0,10.0,6.0,4.0,,,,,,90.0,36.0,6.9,10.0,0.0105708,0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,14.0,9.0,5.0,1.0,7.0,8.0,2.0,6.0,4.0,1.0,,,,,,90.0,24.0,7.3,5.0,0.0021497,0,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,25.0,18.0,8.0,3.0,11.0,15.0,7.0,10.0,5.0,2.0,,,,,,90.0,36.0,6.8,8.0,0.00613383,0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Florian Miguel,,,florian-miguel,F. Miguel,D,12,179,53,M,777067,EUR,841536000,D,18,18,False,27.0,16.0,4.0,1.0,9.0,14.0,7.0,15.0,5.0,4.0,,,,,,90.0,58.0,6.7,22.0,0.004908,0,,,2.0,,1.0,,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Richie Sagrado,Richie Sagrado,,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,M,52,52,False,10.0,7.0,1.0,,1.0,1.0,6.0,9.0,3.0,3.0,,,,,,90.0,21.0,6.8,4.0,0.00869054,1,,2.0,3.0,,1.0,1.0,,1.0,3.0,4.0,,,1.0,,1.0,1.0,1.0,0.0253,0.2719,,,,,,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,22.0,17.0,4.0,2.0,5.0,8.0,14.0,18.0,4.0,5.0,,,,,,90.0,38.0,7.1,8.0,0.0429902,0,,1.0,4.0,,1.0,,,,1.0,2.0,,4.0,,,,,,,,True,2.0,3.0,2.0,1.0,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,11,11,False,23.0,12.0,1.0,,7.0,11.0,5.0,12.0,4.0,4.0,,,,,,90.0,40.0,7.1,14.0,0.00389708,0,,2.0,10.0,,,,,,,4.0,3.0,,2.0,,3.0,2.0,,,,,,3.0,3.0,1.0,,,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,,,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,M,7,7,False,26.0,18.0,1.0,,5.0,7.0,14.0,22.0,3.0,8.0,,,,,,82.0,57.0,7.3,20.0,0.321463,1,,,8.0,,1.0,3.0,,,,7.0,,3.0,5.0,3.0,4.0,3.0,,0.0386,,,1.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,
11369950,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,F,88,88,False,19.0,12.0,3.0,1.0,5.0,5.0,7.0,19.0,1.0,6.0,,,,,,66.0,32.0,7.2,14.0,0.0135954,2,,,3.0,,,,,,1.0,2.0,1.0,5.0,1.0,1.0,,1.0,1.0,0.5916,0.4659,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
