match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_dispossessed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_goals,stat_bigChanceMissed
10408278,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,19.0,10.0,14.0,5.0,7.0,8.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,90.0,27.0,6.1,9.0,0.0,0.0,0.000997,0,-0.7196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408278,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,36.0,29.0,4.0,4.0,8.0,11.0,22.0,27.0,1.0,3.0,,,,,,,62.0,59.0,6.7,10.0,0.0,0.0,0.0800479,0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408278,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,42.0,33.0,4.0,1.0,19.0,22.0,14.0,20.0,5.0,9.0,10.0,,1.0,,,,90.0,56.0,6.8,9.0,0.0,0.0,0.0283886,0,,,,2.0,3.0,2.0,2.0,8.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10408278,home,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,5,5,False,42.0,33.0,5.0,3.0,20.0,25.0,13.0,17.0,2.0,2.0,6.0,,,,,,90.0,54.0,6.7,9.0,0.0353,0.0,0.01455,1,,,,2.0,2.0,,,7.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
10408278,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,46.0,37.0,4.0,,15.0,18.0,22.0,32.0,,6.0,12.0,,2.0,,,,90.0,71.0,6.9,16.0,0.0814,0.0,0.0765785,2,,4.0,,1.0,4.0,2.0,2.0,,2.0,1.0,,1.0,,1.0,,True,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,
10408278,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,36,36,False,33.0,28.0,1.0,,8.0,8.0,21.0,29.0,1.0,8.0,5.0,,2.0,,,,90.0,62.0,7.0,15.0,0.2761,0.025,0.93653,4,,4.0,1.0,3.0,12.0,7.0,4.0,2.0,1.0,1.0,2.0,3.0,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,,,,
10408278,home,Valencia,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,17,17,False,33.0,30.0,3.0,1.0,8.0,8.0,22.0,26.0,4.0,7.0,4.0,,,,,,62.0,44.0,7.0,5.0,0.0602,0.1541,0.0403638,1,,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,
10408278,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,40,40,False,27.0,22.0,2.0,2.0,3.0,3.0,19.0,26.0,2.0,3.0,3.0,,,,,,82.0,40.0,7.1,13.0,0.9607,0.9319,0.152573,2,,2.0,,,5.0,5.0,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,
10408278,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,58.0,49.0,3.0,2.0,8.0,9.0,43.0,58.0,,8.0,7.0,,3.0,,,,90.0,84.0,7.6,19.0,0.0781,0.0,0.181781,1,,9.0,2.0,,3.0,2.0,1.0,,4.0,1.0,2.0,2.0,,1.0,,,,,,,1.0,,3.0,,,,,,
10408278,home,Valencia,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,,828239,EUR,880070400,M,3,3,False,8.0,6.0,,,1.0,2.0,5.0,6.0,,4.0,3.0,,2.0,,,,34.0,14.0,6.7,2.0,0.3453,0.0,0.00275332,2,,,,,1.0,,,,2.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,,1.0
