match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_goalAssist,stat_wonContest,stat_bigChanceMissed,captain,stat_ownGoals
10389835,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,48.0,36.0,19.0,9.0,34.0,40.0,2.0,8.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,90.0,53.0,7.4,12.0,0.0,0.0,0.00071487,0,0.2798,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389835,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,44.0,39.0,3.0,2.0,23.0,26.0,16.0,18.0,4.0,1.0,11.0,,,,,,83.0,64.0,6.9,8.0,0.0,0.0,0.0338554,0,,1.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10389835,home,Olympique Lyonnais,Jérôme Boateng,,,jerome-boateng,J. Boateng,D,,192,1892,,19382,EUR,589248000,D,17,17,False,31.0,30.0,1.0,1.0,27.0,28.0,3.0,3.0,1.0,1.0,4.0,,,,,,69.0,35.0,6.8,1.0,0.0,0.0,0.0007805,0,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10389835,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,55.0,49.0,3.0,,41.0,43.0,8.0,12.0,8.0,4.0,5.0,3.0,,,,,90.0,69.0,7.7,7.0,0.0,0.0,0.00246854,0,,,1.0,,,,,,1.0,4.0,2.0,,,,,1.0,,,,,,,,,,,,
10389835,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,38.0,32.0,2.0,1.0,18.0,18.0,14.0,23.0,7.0,1.0,7.0,1.0,,,,,90.0,54.0,7.4,13.0,0.0184,0.0,0.0258945,1,,2.0,4.0,3.0,,,,,1.0,2.0,1.0,1.0,,1.0,,2.0,tagliafico3,3.0,1.0,,,,,,,,,
10389835,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,43.0,39.0,3.0,2.0,20.0,20.0,20.0,29.0,5.0,4.0,3.0,2.0,,,,,83.0,60.0,7.9,9.0,0.0399,0.2223,0.0427371,1,,,,3.0,,,,,,3.0,2.0,3.0,,1.0,,,,6.0,,1.0,1.0,1.0,,,,,,
10389835,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,61.0,55.0,11.0,10.0,23.0,25.0,33.0,38.0,4.0,1.0,5.0,2.0,,,,,90.0,76.0,7.7,7.0,0.1482,0.0,0.361723,5,,3.0,1.0,5.0,1.0,,,,2.0,1.0,1.0,1.0,,3.0,1.0,,,2.0,3.0,1.0,,,2.0,,,,,
10389835,home,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,M,26,26,False,26.0,20.0,2.0,1.0,7.0,8.0,13.0,18.0,4.0,4.0,2.0,,,,,,84.0,43.0,7.2,12.0,0.2987,0.4272,0.136356,2,,2.0,1.0,7.0,2.0,,5.0,1.0,,1.0,,,,2.0,,2.0,bradley_b,,,,1.0,,1.0,1.0,2.0,1.0,,
10389835,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,False,43.0,38.0,3.0,3.0,8.0,9.0,31.0,36.0,4.0,,3.0,1.0,,,,,90.0,67.0,7.3,17.0,0.2763,0.0544,0.20393,4,,,,3.0,1.0,1.0,4.0,1.0,,,,,,2.0,,8.0,rayan_cherki,2.0,1.0,1.0,1.0,,2.0,,3.0,,,
10389835,home,Olympique Lyonnais,Jeffinho,,,jeffinho,Jeffinho,M,47,177,1441,M,1016948,EUR,946512000,M,47,47,False,21.0,19.0,,,7.0,9.0,12.0,13.0,7.0,,2.0,1.0,,,,,66.0,40.0,6.8,10.0,0.25,0.2325,0.196354,2,,2.0,1.0,6.0,1.0,2.0,2.0,,,4.0,1.0,,,2.0,,3.0,,1.0,1.0,,1.0,,,,1.0,1.0,,
