match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_totalContest,stat_penaltyWon,captain,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,player_sofascoreId
11391314,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,20.0,15.0,7.0,2.0,14.0,15.0,1.0,5.0,3.0,8.0,1.0,3.0,5.0,1.0,90.0,36.0,7.6,5.0,0.00032804,0,0.6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,217770,EUR,706233600,D,2,2,False,39.0,33.0,4.0,2.0,20.0,21.0,14.0,22.0,1.0,3.0,,,,,90.0,69.0,7.3,13.0,0.317135,1,,,,4.0,1.0,1.0,4.0,7.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0191,2.0,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,660,M,963198,EUR,1021420800,D,4,4,False,53.0,50.0,,,33.0,35.0,17.0,18.0,6.0,2.0,,,,,90.0,66.0,7.0,4.0,0.00802862,0,,,,,,,4.0,4.0,1.0,,1.0,1.0,,1.0,2.0,,,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,74.0,64.0,3.0,1.0,38.0,40.0,26.0,34.0,3.0,3.0,,,,,90.0,83.0,6.7,11.0,0.0165264,0,,,,,,1.0,2.0,3.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,D,3,3,False,43.0,37.0,3.0,,17.0,19.0,20.0,25.0,3.0,13.0,,,,,90.0,61.0,7.1,9.0,0.0382542,0,,,,1.0,,,5.0,3.0,2.0,,2.0,2.0,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,31.0,27.0,5.0,4.0,13.0,15.0,14.0,18.0,1.0,1.0,,,,,88.0,45.0,7.0,8.0,0.0137738,0,,,,2.0,,1.0,2.0,4.0,1.0,,3.0,2.0,1.0,1.0,,,,,,,3.0,,,,True,,,,,,,,,,,,,
11391314,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,82.0,69.0,15.0,8.0,37.0,41.0,33.0,43.0,,8.0,,,,,90.0,98.0,7.1,16.0,0.0432733,0,,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Habib Keita,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,6,6,False,39.0,35.0,3.0,1.0,17.0,17.0,18.0,22.0,4.0,3.0,,,,,90.0,62.0,6.9,12.0,0.0638096,1,,Habib Keita,,,,,5.0,7.0,,,2.0,,4.0,1.0,2.0,0.0332,1.0,2.0,3.0,,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,
11391314,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,10,10,False,32.0,29.0,2.0,2.0,16.0,16.0,15.0,19.0,,5.0,,,,,78.0,48.0,7.4,11.0,0.0456481,1,,,,3.0,2.0,1.0,5.0,2.0,,,,,5.0,1.0,2.0,0.7884,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,0.9688,,,,,,,,
11391314,home,Clermont Foot,Alan Virginius,alan-virginius,A. Virginius,F,7,175,548,M,1048014,EUR,1041552000,F,26,26,False,7.0,4.0,,,2.0,2.0,2.0,6.0,,,,,,,67.0,17.0,6.4,10.0,0.00400878,1,,,,1.0,,1.0,5.0,2.0,,,,,3.0,1.0,1.0,0.19,,,1.0,,,,3.0,,,1.0,1.0,,,,,,,,,,,
11391314,home,Clermont Foot,Elbasan Rashani,elbasan-rashani,E. Rashani,F,11,181,221,M,113409,EUR,736905600,F,18,18,False,22.0,18.0,1.0,,6.0,7.0,12.0,15.0,2.0,5.0,,,,,78.0,41.0,7.2,7.0,0.0195079,2,,,,,,3.0,8.0,8.0,,1.0,2.0,2.0,,2.0,2.0,0.1668,,2.0,,1.0,,,5.0,,,2.0,1.0,,,,,,,,,,,
11391314,home,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187,241,M,581146,EUR,808185600,F,95,95,True,8.0,7.0,,,,,7.0,9.0,,,,,,,23.0,13.0,6.7,4.0,0.0198924,2,,,,1.0,,1.0,3.0,2.0,,,,,,,,0.1555,1.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,0.048,,,,,,,,
11391314,home,Clermont Foot,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,8,8,True,6.0,5.0,,,2.0,2.0,4.0,5.0,,2.0,,,,,12.0,15.0,7.0,3.0,0.0608317,1,,,,1.0,1.0,,1.0,4.0,,1.0,3.0,1.0,,1.0,,0.1154,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Jérémie Bela,jeremie-bela,J. Bela,M,,173,189,M,282917,EUR,734227200,F,91,91,True,9.0,7.0,,,1.0,1.0,6.0,9.0,,1.0,,,,,12.0,12.0,6.5,4.0,0.0226917,1,,,,1.0,,,2.0,,1.0,1.0,,,,,,0.0261,,,1.0,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Shamar Nicholson,shamar-nicholson,S. Nicholson,F,9,192,765,M,884948,EUR,858384000,F,23,23,True,1.0,,,,,,,1.0,,1.0,,,,,8.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Massamba Ndiaye,ndiaye-massamba,M. Ndiaye,G,16,202,260,M,1177344,EUR,1002412800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191,9015,M,1445625,EUR,1121212800,D,97,97,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Ivan M'Bahia,ivan-mbahia,I. M'Bahia,D,28,174,107,M,1835698,EUR,1113868800,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,Ivan M'Bahia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Yoël Armougom,yoel-armougom,Y. Armougom,D,31,173,302,M,909167,EUR,897004800,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391314,away,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,25.0,19.0,9.0,4.0,18.0,20.0,1.0,5.0,3.0,6.0,,1.0,1.0,2.0,90.0,33.0,6.9,6.0,0.00025198,0,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
