match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_dispossessed,stat_goalAssist,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11067461,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,True,26.0,18.0,18.0,10.0,11.0,13.0,7.0,13.0,11.0,1.0,1.0,2.0,90.0,37.0,6.6,8.0,0.00075078,0,-0.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067461,home,Corinthians,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,,923000,EUR,936921600,D,25,25,False,,22.0,13.0,4.0,1.0,6.0,9.0,7.0,13.0,1.0,,,,90.0,40.0,6.7,12.0,0.00707403,0,,,,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067461,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,,31.0,21.0,3.0,1.0,15.0,19.0,6.0,12.0,4.0,,,,90.0,40.0,7.2,10.0,0.145346,2,,,,2.0,4.0,2.0,8.0,,1.0,,3.0,2.0,,1.0,,1.0,1.0,2.0,1.0,0.1094,0.1072,1.0,,,,,,,,,,
11067461,home,Corinthians,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,,826343,EUR,804643200,D,3,3,False,,37.0,31.0,6.0,4.0,24.0,25.0,7.0,12.0,4.0,,,,90.0,48.0,7.1,8.0,0.10048,1,,,,3.0,3.0,3.0,6.0,,,,3.0,1.0,1.0,,,,1.0,4.0,,0.1859,,,,,,,,,,,,
11067461,home,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,,35519,EUR,495676800,D,6,6,False,,41.0,33.0,5.0,2.0,15.0,18.0,18.0,25.0,5.0,,,,90.0,61.0,6.9,10.0,0.00990128,0,,,,1.0,3.0,2.0,6.0,,1.0,1.0,,,,3.0,1.0,,,3.0,,,,,2.0,,,,,,,,,
11067461,home,Corinthians,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,gabrielmoscardo,1485309,EUR,1127865600,M,44,44,False,,25.0,19.0,1.0,,7.0,8.0,13.0,18.0,3.0,,,,72.0,41.0,7.5,8.0,0.106868,1,,,,,1.0,2.0,9.0,2.0,,3.0,5.0,1.0,2.0,1.0,,1.0,,1.0,,0.023,0.0278,,1.0,1.0,2.0,2.0,,,,,,
11067461,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,,27.0,22.0,5.0,2.0,10.0,10.0,12.0,18.0,4.0,,,,79.0,36.0,6.3,8.0,0.00857278,0,,,,1.0,,5.0,2.0,1.0,,,2.0,1.0,1.0,,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,
11067461,home,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,,90862,EUR,644112000,M,20,20,False,,44.0,39.0,,,17.0,17.0,22.0,27.0,7.0,,,,90.0,54.0,6.8,8.0,0.0951389,1,,,,3.0,,6.0,4.0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0686,,2.0,,,2.0,1.0,1.0,,,,,
11067461,home,Corinthians,Renato Augusto,renato-augusto,R. Augusto,M,7,185,1895,M,,34152,EUR,571276800,M,8,8,False,,24.0,18.0,3.0,2.0,3.0,3.0,19.0,28.0,3.0,,,,88.0,48.0,7.8,14.0,0.446029,2,,,,1.0,,5.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,0.115,0.3024,6.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,,,
11067461,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,M,11,11,False,,27.0,17.0,3.0,1.0,3.0,5.0,15.0,26.0,4.0,,,,79.0,54.0,7.5,20.0,0.168468,1,,,,5.0,4.0,9.0,12.0,2.0,,1.0,4.0,1.0,5.0,2.0,,1.0,,1.0,1.0,0.168,0.467,2.0,4.0,1.0,4.0,2.0,,,,1.0,1.0,
