match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_shotOffTarget,captain,stat_totalContest,player_sofascoreId,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_bigChanceMissed,player_firstName,player_lastName,stat_accurateCross,stat_goals,stat_goalAssist,stat_totalOffside
10388491,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,27.0,17.0,17.0,7.0,11.0,12.0,6.0,15.0,7.0,1.0,1.0,2.0,90.0,32.0,5.3,10.0,0.0,0.0,0.00150517,0,-1.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,28.0,22.0,3.0,,16.0,16.0,6.0,14.0,4.0,,,,87.0,48.0,5.9,10.0,0.0,0.0,0.00296318,0,,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,13.0,11.0,2.0,1.0,9.0,10.0,2.0,3.0,1.0,,,,45.0,16.0,5.9,2.0,0.0,0.0,0.00045655,0,,,1.0,1.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,39.0,31.0,8.0,5.0,20.0,23.0,11.0,16.0,2.0,,,,90.0,54.0,6.8,9.0,0.0,0.0,0.0922029,0,,,,4.0,2.0,10.0,3.0,2.0,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,17,17,False,19.0,11.0,2.0,,10.0,12.0,1.0,8.0,1.0,,,,45.0,35.0,6.2,11.0,0.0282,0.0,0.00198307,1,,1.0,1.0,,3.0,3.0,1.0,,,1.0,1.0,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,25.0,16.0,1.0,1.0,8.0,9.0,8.0,16.0,4.0,,,,90.0,31.0,6.4,9.0,0.0,0.0,0.00943298,0,,,4.0,2.0,6.0,6.0,,,1.0,2.0,,,,2.0,1.0,2.0,,,True,,,,,,,,,,,,,,
10388491,home,Hertha BSC,Ivan Šunjić,ivan-sunjic,I. Šunjić,M,26,185,1157,M,283833,EUR,844819200,M,34,34,False,10.0,7.0,2.0,1.0,6.0,7.0,1.0,3.0,2.0,,,,45.0,15.0,6.6,4.0,0.0,0.0,0.00028696,0,,,1.0,,2.0,3.0,,,1.0,1.0,,,,3.0,2.0,,,,,1.0,,,,,,,,,,,,,
10388491,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,M,14,14,False,20.0,12.0,3.0,2.0,6.0,8.0,6.0,13.0,5.0,,,,90.0,46.0,5.4,19.0,0.0917,0.0561,0.00860817,3,,1.0,1.0,,9.0,3.0,1.0,,1.0,3.0,1.0,2.0,,,,2.0,,1.0,,4.0,DLukebakio,1.0,1.0,1.0,4.0,1.0,,,,,,,
10388491,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,26.0,15.0,1.0,1.0,10.0,13.0,5.0,13.0,3.0,,,,90.0,40.0,6.7,12.0,0.039,0.0,0.00933051,1,,,4.0,3.0,6.0,7.0,1.0,1.0,,2.0,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,
10388491,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,15.0,10.0,1.0,,5.0,7.0,5.0,11.0,7.0,,,,64.0,32.0,6.1,13.0,0.0,0.0,0.047239,0,,3.0,,,6.0,2.0,4.0,,,2.0,,3.0,,1.0,1.0,,,,,2.0,,1.0,,,1.0,,,,,,,,
10388491,home,Hertha BSC,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,18,18,False,12.0,4.0,1.0,1.0,3.0,3.0,1.0,9.0,2.0,,,,90.0,21.0,6.3,12.0,0.0,0.0,0.00060746,0,,,5.0,1.0,9.0,3.0,1.0,,,2.0,,2.0,,,,2.0,,,,,,,,,2.0,,,,,,,,
10388491,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,True,31.0,25.0,4.0,,23.0,26.0,2.0,5.0,3.0,,,,45.0,34.0,6.1,6.0,0.0989,0.1027,0.00277507,1,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,
