match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_wasFouled,stat_totalContest,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAGoal,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_totalOffside
12512546,home,Sassuolo,Giacomo Satalino,giacomo-satalino,G. Satalino,G,12,188,82,M,832375,EUR,927158400,G,12,12,False,27.0,17.0,20.0,10.0,0.0,12.0,13.0,5.0,14.0,2.0,10.0,1.0,1.0,90.0,35.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,344,M,149606,EUR,776304000,D,23,23,False,54.0,46.0,4.0,1.0,0.0,16.0,18.0,30.0,37.0,,3.0,,,90.0,69.0,6.9,12.0,0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Cas Odenthal,cas-odenthal,C. Odenthal,D,26,190,146,M,991677,EUR,969926400,D,26,26,False,34.0,25.0,7.0,1.0,0.0,15.0,20.0,10.0,14.0,2.0,3.0,,,90.0,42.0,6.7,9.0,0,,2.0,2.0,4.0,,,2.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Filippo Romagna,filippo-romagna,F. Romagna,D,19,185,189,M,356032,EUR,864604800,D,19,19,False,53.0,47.0,8.0,4.0,0.0,38.0,39.0,9.0,14.0,5.0,5.0,,,90.0,61.0,6.8,6.0,0,,3.0,3.0,5.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12512546,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,3,189,830,M,989276,EUR,1021680000,D,3,3,False,50.0,46.0,2.0,1.0,0.0,18.0,18.0,28.0,36.0,,2.0,,,90.0,79.0,6.8,18.0,0,4.0,,5.0,3.0,4.0,1.0,3.0,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,
12512546,home,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,14,192,275,M,46799,EUR,701654400,M,14,14,False,42.0,35.0,5.0,2.0,0.0,10.0,12.0,25.0,31.0,2.0,3.0,,,72.0,51.0,7.1,9.0,1,1.0,,3.0,2.0,1.0,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,True,1.0,,,,,,,,,,,
12512546,home,Sassuolo,Daniel Boloca,boloca-daniel,D. Boloca,M,11,185,435,M,882592,EUR,914284800,M,11,11,False,57.0,54.0,9.0,8.0,1.0,12.0,12.0,42.0,45.0,1.0,5.0,,,90.0,72.0,7.8,6.0,2,,,5.0,3.0,1.0,,3.0,1.0,3.0,,,2.0,,2.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,
12512546,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,14,179,1674,M,825861,EUR,920160000,M,72,72,False,26.0,22.0,,,1.0,2.0,3.0,20.0,25.0,,1.0,,,65.0,36.0,6.9,10.0,1,2.0,,6.0,,1.0,1.0,,1.0,1.0,,,1.0,,,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,
12512546,home,Sassuolo,Kristian Thorstvedt,kristian-thorstvedt,K. Thorstvedt,M,42,187,1469,M,924973,EUR,921283200,M,42,42,False,42.0,36.0,2.0,1.0,0.0,16.0,17.0,20.0,25.0,1.0,6.0,,,73.0,61.0,6.6,12.0,1,,5.0,7.0,7.0,2.0,,1.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,2.0,,3.0,,,,1.0,1.0,1.0,,,,,,,
12512546,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,45,177,2598,M,932643,EUR,912729600,M,45,45,False,28.0,21.0,1.0,1.0,0.0,1.0,3.0,20.0,26.0,,2.0,,,83.0,42.0,7.6,13.0,3,1.0,,3.0,3.0,,,,2.0,1.0,,,1.0,,,,,,2.0,3.0,,2.0,,1.0,1.0,,1.0,,,,,,
12512546,home,Sassuolo,Samuele Mulattieri,mulattieri-samuele,S. Mulattieri,F,7,183,531,M,927030,EUR,970876800,F,9,9,False,23.0,20.0,,,0.0,6.0,7.0,14.0,16.0,,1.0,,,83.0,46.0,7.0,15.0,6,,2.0,14.0,6.0,6.0,,2.0,2.0,1.0,,,,,2.0,1.0,3.0,,2.0,4.0,,1.0,1.0,,4.0,,1.0,1.0,,,,,
12512546,home,Sassuolo,Cristian Volpato,volpato-cristian,C. Volpato,M,7,187,883,M,1155625,EUR,1068854400,M,7,7,True,16.0,11.0,,,0.0,1.0,3.0,10.0,14.0,,,,,25.0,26.0,6.4,13.0,0,1.0,1.0,3.0,2.0,2.0,,,3.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,
12512546,home,Sassuolo,Luca Lipani,luca-lipani,L. Lipani,M,35,185,461,M,1154898,EUR,1116374400,M,35,35,True,11.0,8.0,1.0,,0.0,5.0,6.0,3.0,5.0,2.0,4.0,,,18.0,17.0,6.6,4.0,0,,2.0,2.0,2.0,1.0,,,,,Luca Lipani,,,,,1.0,,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Fabrizio Caligara,fabrizio-caligara,F. Caligara,M,21,180,122,M,839223,EUR,955497600,M,29,29,True,13.0,11.0,1.0,,0.0,5.0,6.0,6.0,8.0,1.0,1.0,,,17.0,19.0,7.0,3.0,0,1.0,2.0,1.0,3.0,,,1.0,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Matteo Lovato,lovato-matteo,M. Lovato,D,20,188,271,M,982601,EUR,950486400,D,20,20,True,2.0,1.0,1.0,,0.0,1.0,2.0,,,1.0,1.0,,,13.0,3.0,6.5,1.0,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Luca Moro,luca-moro,L. Moro,F,24,189,353,M,949780,EUR,980380800,F,24,24,True,4.0,4.0,,,0.0,,,4.0,4.0,,2.0,,,13.0,8.0,6.2,1.0,1,,1.0,5.0,2.0,,,,,,,,,,,3.0,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,
12512546,home,Sassuolo,Alessandro Russo,alessandro-russo,A. Russo,G,32,190,75,M,918862,EUR,985996800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512546,home,Sassuolo,Edoardo Pieragnolo,edoardo-pieragnolo,E. Pieragnolo,D,15,184,392,M,1069028,EUR,1041552000,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
