match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_fouls,stat_keyPass,captain,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12436939,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188.0,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,26.0,18.0,9.0,1.0,0.0,18.0,19.0,7.0,1.0,7.0,1.0,3.0,4.0,90.0,34.0,6.8,9.0,3.163e-05,0,-0.6966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436939,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188.0,2004,M,,931844,EUR,954201600,D,26,26,False,54.0,43.0,8.0,,0.0,27.0,31.0,23.0,7.0,4.0,1.0,,,90.0,74.0,6.5,15.0,0.00680723,1,,16.0,3.0,4.0,8.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.1259,,,,,,,,,,,,,,,,,,,,,
12436939,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192.0,6873,M,,879674,EUR,954979200,D,5,5,False,46.0,36.0,8.0,2.0,0.0,25.0,28.0,19.0,6.0,4.0,1.0,,,86.0,63.0,6.8,11.0,0.0807573,2,,12.0,4.0,2.0,6.0,3.0,1.0,,,,,1.0,,0.1526,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12436939,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182.0,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,79.0,63.0,10.0,5.0,1.0,35.0,40.0,40.0,4.0,5.0,,,,90.0,92.0,7.7,17.0,0.597791,1,,28.0,6.0,4.0,7.0,10.0,1.0,,1.0,,,4.0,3.0,0.0726,1.0,,1.0,,1.0,,1.0,True,1.0,1.0,1.0,1.0,0.1581,,,,,,,,
12436939,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183.0,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,46.0,37.0,2.0,2.0,0.0,19.0,21.0,27.0,4.0,6.0,1.0,,,90.0,71.0,7.1,14.0,0.0255332,1,,18.0,3.0,2.0,5.0,6.0,,,1.0,,,2.0,1.0,0.0586,2.0,,,,,2.0,1.0,,1.0,,1.0,1.0,0.03,1.0,,,,,,,
12436939,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185.0,1026,M,,193554,EUR,798076800,M,19,19,False,51.0,39.0,7.0,2.0,0.0,20.0,24.0,30.0,,6.0,,,,86.0,77.0,7.0,17.0,0.109715,1,,20.0,1.0,3.0,7.0,10.0,1.0,3.0,,1.0,2.0,3.0,2.0,0.0189,3.0,1.0,,,2.0,2.0,1.0,,,,,4.0,,,1.0,,,,,,
12436939,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179.0,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,36.0,28.0,5.0,2.0,0.0,13.0,14.0,22.0,3.0,6.0,,,,45.0,51.0,6.4,11.0,0.0149918,0,,15.0,1.0,2.0,3.0,6.0,,2.0,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,
12436939,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174.0,1388,M,,988275,EUR,936144000,M,3,3,False,21.0,12.0,3.0,,0.0,5.0,8.0,15.0,,1.0,1.0,,,60.0,37.0,5.7,14.0,0.00799144,0,,7.0,4.0,1.0,6.0,1.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,
12436939,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185.0,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,31.0,24.0,,,0.0,7.0,9.0,23.0,2.0,3.0,,,,90.0,42.0,6.8,8.0,0.0788208,2,,18.0,2.0,,5.0,5.0,2.0,1.0,2.0,1.0,,,,0.2363,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,3.0,,1.0,,,1.0,,,,
12436939,home,Crystal Palace,Justin Devenny,,,devenny-justin,J. Devenny,M,55,184.0,726,M,,1084311,EUR,1065830400,F,55,55,False,17.0,14.0,,,0.0,6.0,7.0,13.0,1.0,2.0,2.0,,,45.0,27.0,6.7,9.0,0.00351408,1,,8.0,2.0,,5.0,1.0,,,2.0,,,,,0.0269,3.0,,,,,2.0,,,1.0,,1.0,,0.0442,,,,,,,,
12436939,home,Crystal Palace,Jean-Philippe Mateta,,,jean-philippe-mateta,J. Mateta,F,14,192.0,9441,M,Matetajphilippe,848276,EUR,867456000,F,14,14,False,16.0,9.0,,,0.0,4.0,6.0,11.0,,,,,,90.0,31.0,7.3,12.0,0.503989,2,,6.0,2.0,1.0,9.0,4.0,,4.0,4.0,,,,,0.7372,1.0,1.0,1.0,,,2.0,2.0,,3.0,1.0,2.0,,1.4198,,,,,1.0,,,
12436939,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182.0,5795,M,,1109771,EUR,1076025600,M,20,20,True,38.0,31.0,2.0,1.0,0.0,9.0,11.0,28.0,,4.0,1.0,,,45.0,44.0,6.9,11.0,0.0689638,0,,22.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,
