match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_interceptionWon,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12448303,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,45.0,34.0,14.0,3.0,0.0,34.0,39.0,6.0,1.0,1.0,1.0,9.0,2.0,4.0,1.0,90.0,57.0,7.0,11.0,0.00018074,0,0.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448303,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,45.0,31.0,11.0,2.0,0.0,10.0,13.0,36.0,,3.0,3.0,9.0,,,,90.0,70.0,6.3,21.0,0.0511504,2,,,,True,21.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0761,0.1007,,,,,,,,,,,,,,,,,,
12448303,home,Go Ahead Eagles,Gerrit Nauber,gerrit-nauber,G. Nauber,D,3,185,79,M,133168,EUR,703123200,D,3,3,False,77.0,72.0,6.0,4.0,0.0,56.0,60.0,17.0,3.0,3.0,6.0,2.0,,,,90.0,91.0,7.2,6.0,0.0123931,3,,,,,16.0,,1.0,2.0,,,2.0,,,,1.0,0.0528,,1.0,3.0,,,,,,,,,,,,,,,,
12448303,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,77.0,63.0,11.0,4.0,0.0,40.0,44.0,33.0,3.0,7.0,14.0,5.0,,,,90.0,102.0,7.8,15.0,0.013919,1,,,,,23.0,,2.0,3.0,,,,,1.0,4.0,1.0,0.1169,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
12448303,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,36.0,32.0,2.0,2.0,0.0,15.0,17.0,22.0,,4.0,2.0,7.0,,,,90.0,53.0,7.3,7.0,0.0566615,2,,,,,18.0,3.0,2.0,2.0,,,,,1.0,1.0,,0.0583,,2.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,
12448303,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,58.0,49.0,10.0,7.0,0.0,17.0,20.0,39.0,3.0,6.0,5.0,3.0,,,,90.0,80.0,7.3,16.0,0.107315,0,,,,,32.0,1.0,3.0,7.0,2.0,,,,2.0,1.0,,,,,,,,2.0,,1.0,,3.0,2.0,,1.0,1.0,1.0,,,,
12448303,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,39.0,33.0,7.0,5.0,0.0,16.0,18.0,21.0,2.0,2.0,1.0,3.0,,,,76.0,43.0,6.7,8.0,0.329203,0,,,,,17.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,
12448303,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,25.0,20.0,1.0,,0.0,10.0,10.0,16.0,,4.0,1.0,4.0,,,,76.0,40.0,7.5,10.0,0.00879624,1,,,,,10.0,1.0,,2.0,,1.0,,,2.0,1.0,,0.4146,0.2282,,,,,1.0,,4.0,2.0,1.0,1.0,1.0,,,,1.0,,,
12448303,home,Go Ahead Eagles,Jakob Breum,jakob-breum,J. Breum,M,7,173,868,M,1029724,EUR,1069027200,M,7,7,False,25.0,17.0,4.0,4.0,0.0,4.0,8.0,19.0,1.0,2.0,2.0,4.0,,,,87.0,38.0,7.0,13.0,0.121854,0,,,,,13.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,2.0,,,,1.0,1.0,,2.0,,,,,,
12448303,home,Go Ahead Eagles,Oliver Edvardsen,oliver-valaker-edvardsen,O. Edvardsen,M,17,175,591,M,878599,EUR,921801600,M,23,23,False,18.0,14.0,,,1.0,3.0,4.0,14.0,1.0,3.0,3.0,2.0,,,,90.0,33.0,7.0,10.0,0.0946452,1,,,,,11.0,,1.0,3.0,,,,,5.0,,2.0,0.0281,,1.0,1.0,,,,,3.0,2.0,,,,2.0,1.0,,,,,
