match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_hitWoodwork,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_aerialLost,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_goodHighClaim,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated
11453042,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,23.0,19.0,9.0,5.0,0.0,16.0,16.0,3.0,7.0,2.0,10.0,4.0,4.0,1.0,1.0,90.0,34.0,7.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453042,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,False,36.0,31.0,6.0,3.0,0.0,27.0,30.0,4.0,7.0,1.0,8.0,,,,,90.0,58.0,6.9,9.0,0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11453042,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,42.0,35.0,5.0,3.0,0.0,19.0,22.0,16.0,20.0,5.0,2.0,,,,,90.0,58.0,7.3,7.0,1,,2.0,1.0,4.0,1.0,,,,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11453042,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,40.0,36.0,3.0,2.0,0.0,22.0,25.0,14.0,15.0,2.0,2.0,,,,,90.0,56.0,6.7,10.0,0,,2.0,1.0,3.0,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11453042,home,Al Tai,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,M,8,8,False,67.0,56.0,7.0,2.0,0.0,27.0,31.0,29.0,37.0,2.0,5.0,,,,,90.0,86.0,7.2,14.0,0,1.0,,3.0,4.0,1.0,,,2.0,2.0,1.0,2.0,1.0,,,3.0,,,1.0,2.0,,,,,,,,,,,,,
11453042,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,29.0,26.0,,,0.0,11.0,11.0,15.0,18.0,4.0,4.0,,,,,90.0,50.0,6.6,11.0,2,,1.0,10.0,6.0,,,,1.0,,1.0,3.0,1.0,1.0,,,,,2.0,1.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,
11453042,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,49.0,37.0,8.0,4.0,0.0,16.0,19.0,21.0,34.0,2.0,8.0,,,,,90.0,72.0,7.2,20.0,2,4.0,4.0,8.0,10.0,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,5.0,,1.0,5.0,4.0,,,True,1.0,,,,,,
11453042,home,Al Tai,Safwan Aljohani,safwan-aljohani,S. Aljohani,D,80,,20,M,1476792,EUR,1056758400,M,80,80,False,26.0,18.0,4.0,1.0,0.0,13.0,13.0,5.0,13.0,,3.0,,,,,60.0,45.0,6.9,10.0,1,,,4.0,7.0,3.0,,,4.0,3.0,,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11453042,home,Al Tai,Abdulfattah Asiri,abdulfattah-asiri,A. Asiri,M,,167.0,63,M,374524,EUR,762220800,F,45,45,False,19.0,14.0,1.0,1.0,0.0,6.0,6.0,8.0,14.0,,3.0,,,,,45.0,25.0,6.8,6.0,0,1.0,,,3.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
11453042,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,F,10,10,False,24.0,18.0,1.0,1.0,0.0,5.0,6.0,14.0,21.0,,2.0,,,,,70.0,40.0,6.7,13.0,2,3.0,,6.0,4.0,1.0,,,1.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,,
