match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name
12694093,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
12694093,,,,,90,3.0,,1,,,substitution,122985311.0,False,True,regular,,,
12694093,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,
12694093,,,,,83,,,8,,,substitution,122985272.0,False,False,regular,,,
12694093,,,,,77,,,14,,,substitution,122985241.0,False,False,regular,,,
12694093,,,,,73,,,18,,,substitution,122985209.0,False,True,regular,,,
12694093,,,,,63,,,28,,,substitution,122985138.0,False,True,regular,,,
12694093,,,,,63,,,28,,,substitution,122985137.0,False,True,regular,,,
12694093,,,,,63,,,28,,,substitution,122985136.0,False,True,regular,,,
12694093,,,,,61,,,30,,,substitution,122985127.0,False,False,regular,,,
12694093,,,,,61,,,30,,,substitution,122985126.0,False,False,regular,,,
12694093,,,,,61,,,30,,,substitution,122985125.0,False,False,regular,,,
12694093,,1.0,0.0,,57,,,34,,,goal,186387538.0,,True,regular,,846061.0,Brandon Thomas-Asante
12694093,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
12694093,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,
