match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_interceptionWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_totalOffside
10437974,home,Boavista,Rafael Bracali,rafael-bracali,R. Bracali,G,182,29,44676,EUR,357868800,G,1,1,False,True,25.0,15.0,14.0,4.0,12.0,15.0,3.0,10.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,90.0,33.0,6.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,1131249,EUR,980035200,D,79,79,False,,36.0,27.0,2.0,1.0,9.0,13.0,19.0,26.0,2.0,5.0,3.0,4.0,,,,,,90.0,69.0,6.6,20.0,0,,,79,M,1.0,3.0,1.0,3.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
10437974,home,Boavista,Vincent Sasso,vincent-sasso,V. Sasso,D,190,44,74071,EUR,666662400,D,23,23,False,,35.0,30.0,2.0,1.0,21.0,24.0,9.0,11.0,1.0,5.0,1.0,7.0,1.0,,,,,90.0,43.0,6.5,6.0,0,,,23,M,,,,1.0,3.0,,,1.0,,,3.0,3.0,,1.0,,2.0,,,,,,,,,,,,
10437974,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,846416,EUR,758505600,D,26,26,False,,41.0,31.0,6.0,2.0,23.0,29.0,8.0,15.0,2.0,4.0,1.0,6.0,,,,,,90.0,52.0,6.3,15.0,1,,,26,M,,3.0,,1.0,3.0,,,,,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,
10437974,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,1134441,EUR,923097600,D,70,70,False,,26.0,20.0,3.0,2.0,11.0,13.0,9.0,16.0,1.0,3.0,2.0,2.0,1.0,,,,,90.0,50.0,7.5,13.0,1,,,70,M,,3.0,,1.0,1.0,,,,,,1.0,,3.0,,2.0,2.0,,,1.0,1.0,,,,,,,,
10437974,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,158597,EUR,733363200,M,24,24,False,,48.0,40.0,10.0,8.0,23.0,25.0,17.0,23.0,1.0,9.0,,8.0,3.0,,,,,89.0,58.0,7.6,8.0,0,,,42,M,,,,1.0,1.0,,,1.0,1.0,,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,
10437974,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,587416,EUR,689817600,M,21,21,False,,27.0,23.0,2.0,2.0,4.0,5.0,20.0,26.0,,3.0,,1.0,,,,,,72.0,44.0,7.5,13.0,2,,,11,M,,4.0,1.0,1.0,2.0,,,1.0,,,3.0,1.0,5.0,,3.0,,,1.0,1.0,,,,,,,,,
10437974,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,891881,EUR,915667200,M,18,18,False,,23.0,22.0,2.0,2.0,9.0,9.0,13.0,20.0,2.0,3.0,,2.0,,,,,,66.0,35.0,7.0,7.0,1,Ilija,Vukotić,8,M,,6.0,,5.0,8.0,1.0,,,,,1.0,1.0,,2.0,2.0,1.0,,,1.0,,1.0,,,,,,,
10437974,home,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,190,520,976145,EUR,917222400,M,6,6,False,,42.0,24.0,5.0,2.0,9.0,12.0,16.0,33.0,3.0,7.0,2.0,9.0,1.0,,,,,90.0,61.0,7.2,24.0,2,,,2,M,,3.0,1.0,1.0,4.0,1.0,,2.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,
10437974,home,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,179,1156,878496,EUR,890179200,M,19,19,False,,19.0,14.0,2.0,1.0,4.0,4.0,10.0,16.0,,4.0,1.0,7.0,1.0,,,,,89.0,41.0,7.5,12.0,7,Ricardo,Mangas,91,M,,1.0,,2.0,7.0,,3.0,4.0,2.0,,1.0,,1.0,,1.0,,,3.0,3.0,1.0,,,1.0,,,,,
10437974,home,Boavista,Yusupha Njie,yusupha-njie,Y. Njie,F,188,325,887517,EUR,757555200,F,11,11,False,,17.0,16.0,,,5.0,5.0,11.0,12.0,,5.0,,2.0,3.0,,,,,89.0,34.0,8.5,5.0,3,,,9,M,,,,4.0,7.0,1.0,1.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,
10437974,home,Boavista,Reggie Cannon,reggie-cannon,R. Cannon,D,180,224,864226,EUR,897523200,D,2,2,True,,5.0,2.0,1.0,,1.0,4.0,1.0,1.0,1.0,4.0,1.0,,,,,,,24.0,16.0,6.6,6.0,0,,,4,M,,,,2.0,2.0,,,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,
10437974,home,Boavista,Kenji Gorré,kenji-gorre,K. Gorré,M,177,223,796142,EUR,780796800,F,7,7,True,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,18.0,3.0,6.9,1.0,1,,,11,M,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
10437974,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,1393991,EUR,1044921600,M,16,16,True,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,0,Joel Silva,,26,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Luís Santos,luis-santos,L. Santos,M,176,37,1035183,EUR,948326400,F,77,77,True,,,,,,,,,,,,,,,,,,,1.0,,,,0,,,17,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,1136423,EUR,1068422400,F,59,59,True,,,,,,,,,,,2.0,,,1.0,,,,,1.0,3.0,,,0,,,79,M,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10437974,home,Boavista,César Dutra,cesar-dutra,C. Dutra,G,194,270,158269,EUR,696470400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Robson,robson,Robson,D,196,63,1067643,EUR,958867200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,Robson,,3,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Masaki Watai,masaki-watai,M. Watai,M,168,73,926641,EUR,932256000,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,11,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,912033,EUR,942883200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,11,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437974,away,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,185,357,155775,EUR,793843200,G,32,32,False,,43.0,35.0,16.0,8.0,29.0,30.0,6.0,13.0,,,4.0,7.0,,,4.0,5.0,4.0,90.0,59.0,6.8,8.0,0,,,23,M,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,
10437974,away,Portimonense SAD,Fahd Moufi,fahd-moufi,F. Moufi,D,179,913,801066,EUR,831254400,D,18,18,False,,26.0,21.0,1.0,1.0,10.0,10.0,11.0,17.0,,2.0,3.0,3.0,1.0,,,,,90.0,47.0,6.8,7.0,2,,,18,M,,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,
