match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_goalAssist
10388344,home,FC Augsburg,Tomáš Koubek,,,tomas-koubek,T. Koubek,G,40,198,89,M,124294,EUR,714787200,G,40,40,False,52.0,41.0,19.0,8.0,39.0,45.0,2.0,7.0,2.0,2.0,1.0,10.0,1.0,4.0,7.0,3.0,3.0,90.0,67.0,7.6,11.0,0.0,0.0,0.00077076,0,1.6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Mads Pedersen,,,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,19.0,17.0,1.0,1.0,11.0,13.0,6.0,7.0,,1.0,,1.0,,,,,,45.0,27.0,6.5,7.0,0.0,0.0,0.0138278,0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Jeffrey Gouweleeuw,,,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,54.0,45.0,13.0,6.0,35.0,39.0,10.0,15.0,1.0,3.0,2.0,6.0,,,,,,90.0,62.0,6.0,11.0,0.0,0.0,0.00978763,0,,,4.0,2.0,,,,1.0,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Felix Uduokhai,,,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,20.0,19.0,2.0,1.0,17.0,17.0,2.0,3.0,,,,2.0,,,,,,38.0,21.0,5.5,1.0,0.0,0.0,0.00153754,0,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190,11682,M,1087359,EUR,1059436800,D,8,8,False,21.0,17.0,5.0,2.0,14.0,15.0,3.0,7.0,,3.0,4.0,4.0,,,,,,90.0,47.0,6.5,11.0,0.0272,0.0,0.00101006,1,,1.0,2.0,1.0,2.0,1.0,,,,,,,2.0,1.0,renatoveiga95,1.0,1.0,,,,,,,,,,,,
10388344,home,FC Augsburg,Arne Engels,,,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,30.0,20.0,2.0,,12.0,12.0,9.0,23.0,,1.0,1.0,3.0,,,,,,90.0,42.0,6.4,14.0,0.0563,0.0,0.0186978,1,,5.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
10388344,home,FC Augsburg,Niklas Dorsch,,,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,23.0,19.0,4.0,2.0,12.0,14.0,7.0,9.0,,5.0,2.0,5.0,,,,,,90.0,34.0,7.0,5.0,0.0,0.0,0.17816,0,,,6.0,2.0,,1.0,,1.0,3.0,1.0,,,4.0,3.0,,,,,1.0,1.0,2.0,,,,,,,,
10388344,home,FC Augsburg,Elvis Rexhbeçaj,,,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,12.0,11.0,,,10.0,11.0,1.0,1.0,,3.0,3.0,1.0,,,,,,62.0,21.0,6.9,2.0,0.0,0.0,0.00042027,0,,,,,,1.0,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Kelvin Yeboah,,,kelvin-yeboah,K. Yeboah,F,9,185,986,M,940262,EUR,957571200,F,45,45,False,2.0,1.0,,,,,1.0,2.0,1.0,4.0,,1.0,,,,,,40.0,12.0,6.4,7.0,0.0,0.0,0.00348445,0,,,4.0,,3.0,,2.0,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,
10388344,home,FC Augsburg,Dion Drena Beljo,,,dion-drena-beljo,D. D. Beljo,F,9,195,3455,M,995773,EUR,1014940800,F,7,7,False,12.0,10.0,,,5.0,5.0,5.0,7.0,3.0,4.0,,1.0,,,,,,61.0,18.0,6.5,5.0,0.0,0.0,0.00082316,0,,,4.0,1.0,,,3.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Ermedin Demirović,,,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,17.0,11.0,1.0,,4.0,4.0,7.0,13.0,1.0,4.0,2.0,4.0,,,,,,84.0,27.0,6.7,8.0,0.0254,0.0,0.257018,1,,,7.0,2.0,2.0,,,1.0,2.0,,,2.0,,,e.demirovic29,2.0,,,2.0,,,1.0,1.0,,,,,,
10388344,home,FC Augsburg,Maximilian Bauer,,,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,True,16.0,15.0,4.0,3.0,10.0,10.0,5.0,6.0,1.0,3.0,2.0,2.0,,,,,,50.0,25.0,5.8,2.0,0.0,0.0,0.00247342,0,,,2.0,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,1.0,,,,,
10388344,home,FC Augsburg,David Čolina,David,Čolina,david-colina,D. Čolina,D,38,174,444,M,826020,EUR,963964800,D,38,38,True,10.0,6.0,1.0,,2.0,4.0,4.0,6.0,,2.0,,2.0,,,,,,45.0,20.0,6.1,7.0,0.0,0.0,0.00411751,0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Mergim Berisha,,,mergim-berisha,M. Berisha,F,20,186,561,M,770083,EUR,894844800,F,11,11,True,7.0,4.0,,,2.0,3.0,2.0,4.0,1.0,1.0,,1.0,,,,,,29.0,9.0,6.5,4.0,0.0,0.0,0.00425215,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10388344,home,FC Augsburg,Irvin Cardona,,,irvin-cardona,I. Cardona,F,7,185,562,M,605552,EUR,870998400,F,48,48,True,6.0,4.0,,,2.0,2.0,2.0,5.0,,3.0,,1.0,,,,,,28.0,15.0,6.5,6.0,0.1366,0.4981,0.0116189,1,,1.0,,,2.0,,3.0,1.0,,,,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,
10388344,home,FC Augsburg,Arne Maier,,,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,True,,,,,,,,,,2.0,,,,,,,,11.0,4.0,6.8,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,
10388344,home,FC Augsburg,Daniel Klein,,,daniel-klein,D. Klein,G,25,192,165,M,930282,EUR,984441600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Daniel Caligiuri,,,daniel-caligiuri,D. Caligiuri,M,,182,214,,40253,EUR,569203200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Nathanaël Mbuku,,,nathanael-mbuku,N. Mbuku,F,7,170,6689,M,963399,EUR,1016236800,F,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388344,home,FC Augsburg,Noah Joel Sarenren Bazee,,,noah-joel-sarenren-bazee,N. J. S. Bazee,F,37,182,134,M,801378,EUR,840585600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388344,away,Borussia Dortmund,Gregor Kobel,,,gregor-kobel,G. Kobel,G,1,193,6864,M,556866,EUR,881366400,G,1,1,False,21.0,20.0,5.0,4.0,18.0,18.0,2.0,3.0,,,,6.0,,1.0,1.0,,,90.0,25.0,7.2,1.0,0.0,0.0,0.00044964,0,0.4981,,,,,,,,,,,,,,gregorkobel,,,,,,,,,,,,,,
