match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_sofascoreId,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_challengeLost,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_hitWoodwork,stat_keyPass,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_goals
14771931,home,Neom SC,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190.0,766,M,845797,EUR,915494400.0,G,81,81,False,26.0,17.0,17.0,8.0,0.0,13.0,14.0,4.0,12.0,6.0,2.0,1.0,90.0,33.0,6.3,9.0,0.00174884,65.25363063874,11.0,22.47,6.51,-0.0003,0,-0.6516,0.05,-0.09,-0.06,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771931,home,Neom SC,Khalifah Al-Dawsari,,,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,931837,EUR,915235200.0,D,4,4,False,30.0,19.0,1.0,,0.0,10.0,15.0,9.0,15.0,5.0,,,90.0,59.0,6.8,18.0,0.0112696,150.3819568879,12.0,84.21,28.665,,1,,0.02,0.1,0.31,,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.143,0.2537,80.188032180364,3.0,0.12,,,,,,,,,,,,,,,
14771931,home,Neom SC,Ahmed Hegazy,,,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,23.0,18.0,4.0,3.0,0.0,15.0,17.0,3.0,6.0,5.0,,,90.0,33.0,6.8,7.0,0.00218675,82.951374225574,11.0,24.99,11.34,,1,,0.01,-0.59,-0.09,,1.0,2.0,3.0,8.0,,,,,,2.0,,3.0,3.0,1.0,1.0,0.0184,,,,-0.04,ahmedhegazy6,True,5.0,1.0,1.0,1.0,,,,,,,,,
14771931,home,Neom SC,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190.0,843,M,1154687,EUR,1119052800.0,D,44,44,False,39.0,37.0,4.0,3.0,0.0,27.0,28.0,10.0,11.0,5.0,,,90.0,48.0,6.5,2.0,0.00744357,111.20622071508,14.0,52.185,18.585,,2,,0.2,0.1,-0.13,,,4.0,5.0,4.0,,,,1.0,,1.0,,2.0,2.0,,,0.2964,,,,-0.6,,,2.0,,1.0,,1.0,2.0,,,,,,,
14771931,home,Neom SC,Faris Abdi,,,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000.0,D,25,25,False,31.0,27.0,1.0,,0.0,13.0,15.0,14.0,16.0,2.0,,,83.0,66.0,6.5,13.0,0.00768434,81.423597957195,10.0,16.695,17.325,,0,,-0.01,-0.13,-0.11,,,2.0,6.0,6.0,2.0,2.0,2.0,,,2.0,1.0,3.0,1.0,2.0,1.0,,,17.347538182693,1.0,,,,1.0,,1.0,,1.0,,,,,,,,
14771931,home,Neom SC,Amadou Koné,,,kone-amadou,A. Kone,M,72,178.0,751,M,1586875,EUR,1116028800.0,M,72,72,False,46.0,39.0,6.0,5.0,0.0,21.0,23.0,18.0,23.0,5.0,,,90.0,78.0,7.5,17.0,0.0188513,238.24619450383,24.0,119.7,25.725,,2,,0.15,0.21,-0.09,,1.0,2.0,8.0,15.0,2.0,1.0,1.0,,1.0,,,7.0,4.0,3.0,4.0,0.1648,0.1741,58.749964379448,3.0,0.0,,,3.0,1.0,3.0,,,,4.0,,,,,,
14771931,home,Neom SC,Ali Al-Asmari,,,ali-al-asmari,A. Al-Asmari,M,40,185.0,72,M,881838,EUR,853027200.0,M,40,40,False,41.0,35.0,4.0,4.0,0.0,22.0,25.0,13.0,16.0,6.0,,,79.0,56.0,7.0,9.0,0.0966042,133.80119555656,15.0,77.805,19.845,,0,,0.29,0.09,-0.11,,4.0,,3.0,3.0,,,,,,2.0,,3.0,2.0,,1.0,,,37.781528382103,2.0,,,,,,3.0,,2.0,,,1.0,,,,,
14771931,home,Neom SC,Hassan Hashim Al-Ali,Hassan Hashim Al Ali,,hassan-hashim-al-ali,H. H. A. Ali,F,11,175.0,30,M,1066734,EUR,1013299200.0,M,11,11,False,11.0,6.0,2.0,,0.0,3.0,6.0,3.0,5.0,3.0,,,45.0,23.0,6.1,11.0,0.00269116,22.799464847643,4.0,-5.565,2.73,,0,,-0.07,-0.09,-0.14,,1.0,2.0,9.0,4.0,3.0,,,,,1.0,,2.0,2.0,2.0,1.0,,,,,,,,1.0,,,,3.0,,1.0,,,,,,
14771931,home,Neom SC,Luciano Rodríguez,,,luciano-rodriguez,L. Rodríguez,F,17,179.0,4244,M,1099361,EUR,1058313600.0,M,19,19,False,23.0,16.0,2.0,1.0,0.0,5.0,7.0,11.0,16.0,2.0,,,88.0,35.0,6.5,13.0,0.141384,138.65918378401,15.0,93.345,19.32,,2,,0.27,0.2,-0.06,,2.0,,4.0,1.0,2.0,2.0,,,,,,,,1.0,,0.101,,73.365856359933,5.0,-0.51,,,,,,,,2.0,1.0,1.0,,,,,
14771931,home,Neom SC,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176.0,9441,M,50070,EUR,675388800.0,F,91,91,False,16.0,13.0,2.0,1.0,0.0,6.0,7.0,7.0,9.0,2.0,,,90.0,29.0,6.9,8.0,0.0880391,120.34745486314,12.0,30.345,19.005,,2,,0.08,0.23,-0.01,,1.0,1.0,5.0,5.0,,3.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,0.1154,0.1567,33.222968247542,2.0,0.05,lacazettealex,,,,,,,1.0,2.0,,1.0,2.0,,,
