match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork
12530816,home,Eyüpspor,Berke Özer,berke-ozer,B. Özer,G,1,191,3020,M,847494,EUR,959212800,G,1,1,False,39.0,22.0,23.0,6.0,0.0,20.0,21.0,2.0,18.0,1.0,2.0,1.0,16.0,1.0,4.0,8.0,8.0,1.0,90.0,57.0,8.7,17.0,0.00083912,0,2.6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530816,home,Eyüpspor,Rúben Vezo,ruben-vezo,R. Vezo,D,21,183,435,M,233180,EUR,767232000,D,14,14,False,35.0,28.0,7.0,3.0,0.0,14.0,19.0,14.0,17.0,1.0,5.0,6.0,2.0,,,,,,90.0,70.0,6.8,14.0,0.0130407,1,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0309,1.0,,,,,,,,,,,,,,,,,,,
12530816,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183,91,M,138154,EUR,759456000,D,6,6,False,29.0,21.0,11.0,4.0,0.0,15.0,17.0,6.0,12.0,,1.0,5.0,1.0,1.0,,,,,79.0,36.0,6.4,8.0,0.00199208,0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530816,home,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182,171,M,998209,EUR,687916800,D,4,4,False,24.0,15.0,6.0,1.0,0.0,13.0,17.0,2.0,7.0,5.0,6.0,7.0,3.0,,,,,,90.0,37.0,6.6,10.0,0.00123538,0,,,3.0,4.0,,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12530816,home,Eyüpspor,Caner Erkin,caner-erkin,C. Erkin,D,88,181,260,M,15680,EUR,591926400,D,88,88,False,29.0,19.0,15.0,7.0,0.0,9.0,13.0,12.0,20.0,1.0,3.0,2.0,3.0,,,,,,69.0,50.0,7.0,16.0,0.148069,1,,4.0,,,,,,,2.0,,,,0.0313,2.0,,,,True,2.0,2.0,2.0,1.0,0.052,,,,,,,,,,
12530816,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178,97,M,828872,EUR,824601600,M,57,57,False,32.0,27.0,3.0,1.0,0.0,18.0,20.0,9.0,12.0,,4.0,4.0,3.0,,,,,,90.0,52.0,6.5,11.0,0.00678583,0,,,1.0,5.0,,1.0,,,1.0,3.0,1.0,3.0,,,,,5.0,,,1.0,1.0,,,1.0,,,,,,,,,
12530816,home,Eyüpspor,Halil Akbunar,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,M,7,7,False,17.0,12.0,,,0.0,3.0,6.0,9.0,11.0,1.0,5.0,2.0,4.0,,,,,,69.0,38.0,5.7,16.0,0.00924816,0,,,5.0,15.0,3.0,3.0,,,,1.0,1.0,1.0,,,,,2.0,,,6.0,3.0,,,1.0,,,,,,,,,
12530816,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180,414,M,343527,EUR,718156800,M,8,8,False,38.0,29.0,4.0,3.0,0.0,12.0,17.0,17.0,23.0,,3.0,1.0,5.0,1.0,,,,,90.0,63.0,6.9,20.0,0.229412,0,,2.0,3.0,8.0,,2.0,,,,,,1.0,,3.0,,,5.0,,,4.0,2.0,,,,1.0,2.0,,,,,,,
12530816,home,Eyüpspor,Dorukhan Toköz,dorukhan-tokoz,D. Toköz,M,24,180,156,M,796133,EUR,832636800,M,5,5,False,12.0,8.0,2.0,1.0,0.0,5.0,8.0,3.0,4.0,,3.0,2.0,2.0,,,,,,79.0,28.0,6.5,9.0,0.00241704,0,,,,4.0,,2.0,,,,3.0,2.0,2.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,
12530816,home,Eyüpspor,Ahmed Kutucu,ahmed-kutucu,A. Kutucu,M,21,181,3238,M,906049,EUR,951868800,M,23,23,False,16.0,10.0,1.0,,0.0,4.0,5.0,6.0,14.0,2.0,6.0,3.0,3.0,1.0,,,,,84.0,36.0,7.7,12.0,0.0673785,3,,3.0,,4.0,,,1.0,,,1.0,1.0,2.0,0.1277,,,,1.0,,,4.0,2.0,2.0,0.9533,,,1.0,1.0,,,,,,
