match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss
10411777,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,18.0,16.0,4.0,2.0,16.0,18.0,3.0,1.0,1.0,1.0,3.0,90.0,25.0,7.1,2.0,0.0,0.0,5.193e-05,33.261184480235,6.0,17.01,4.935,0,0.6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411777,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,57.0,50.0,3.0,2.0,29.0,29.0,6.0,,,,,90.0,85.0,7.0,14.0,0.0439,0.2519,0.0100789,159.8427651233,24.0,72.135,19.53,1,,dilorenzo22,True,21.0,32.0,4.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,31.315991122747,1.0,,,,,,,,,,,,,,,,,,,
10411777,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,103.0,86.0,17.0,13.0,56.0,59.0,2.0,,,,,90.0,119.0,7.7,18.0,0.0033,0.0,0.0117758,511.53055274093,57.0,303.66,35.7,1,,,,30.0,44.0,,,,16.0,,,,,,1.0,1.0,,,3.0,,,79.26980877211,3.0,,,12.0,1.0,4.0,,,,,,,,,,,,,,
10411777,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,108.0,100.0,8.0,2.0,65.0,67.0,12.0,,,,,90.0,121.0,6.9,13.0,0.0,0.0,0.0143926,370.29562579443,47.0,162.645,18.06,0,,kiminjae3,,35.0,42.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,18.38995986945,1.0,,,4.0,,4.0,1.0,1.0,,,,,,,,,,,,
10411777,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,61.0,52.0,4.0,4.0,18.0,20.0,4.0,,,,,90.0,85.0,6.8,13.0,0.0,0.0,0.0269382,260.59469480456,27.0,183.54,35.595,0,,,,35.0,43.0,2.0,1.0,4.0,6.0,,2.0,1.0,,,1.0,3.0,3.0,,2.0,,,96.13914077153,4.0,,,1.0,,,,,1.0,,,,,,,,,,,
10411777,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,61.0,55.0,3.0,1.0,30.0,30.0,5.0,,,,,85.0,82.0,6.4,13.0,0.0467,0.0436,0.0185712,244.24476258061,25.0,25.935,26.775,1,,anguiss_29,,25.0,32.0,1.0,,9.0,5.0,4.0,3.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,,37.489391337101,2.0,,,1.0,,2.0,,2.0,,,,,,,,,,,,
10411777,home,Napoli,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2715,M,845486,EUR,851731200,M,91,91,False,38.0,35.0,1.0,,20.0,21.0,3.0,,,,,45.0,49.0,6.9,3.0,0.0275,0.0,0.0126971,137.88644738724,21.0,35.28,9.765,1,,,,15.0,17.0,,,1.0,8.0,,,2.0,2.0,,,2.0,1.0,,3.0,1.0,,,,,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,
10411777,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,M,21,21,False,30.0,24.0,2.0,1.0,6.0,6.0,3.0,,,,,71.0,52.0,7.6,12.0,0.2318,0.0974,0.217385,207.94145239889,21.0,105.63,26.67,4,,,,20.0,27.0,3.0,,6.0,4.0,,1.0,5.0,2.0,1.0,,1.0,,1.0,1.0,2.0,,105.63042847079,6.0,,,,2.0,1.0,,4.0,2.0,,1.0,2.0,1.0,,,,,,,
10411777,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,M,81,81,False,36.0,28.0,1.0,1.0,12.0,17.0,2.0,,,,,45.0,40.0,6.6,9.0,0.0,0.0,0.0311141,42.187756800459,9.0,0.315,4.515,0,,giacomo.raspadori,,16.0,19.0,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10411777,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,7,7,False,37.0,29.0,,,9.0,10.0,3.0,,,,,56.0,44.0,7.2,12.0,0.6036,1.0021,0.0137004,79.589524757881,10.0,21.105,19.74,2,,,,20.0,28.0,1.0,,1.0,,,,1.0,,2.0,,,,2.0,,,,13.547240161745,1.0,,,,,,,1.0,,,,,,1.0,,,,,,
