match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_goals,stat_penaltyWon,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
11396387,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,32.0,23.0,16.0,7.0,21.0,22.0,2.0,10.0,5.0,1.0,90.0,33.0,6.5,9.0,0.00028491,0,-0.0564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Waldemar Anton,,,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,78.0,70.0,2.0,1.0,44.0,45.0,26.0,33.0,9.0,,90.0,96.0,7.3,9.0,0.179024,1,,True,1.0,3.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0442,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Dan-Axel Zagadou,,,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,False,91.0,76.0,10.0,5.0,48.0,57.0,28.0,34.0,8.0,,90.0,97.0,7.1,15.0,0.0119605,0,,,,5.0,2.0,5.0,,,,3.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Hiroki Itō,,,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,75.0,69.0,6.0,4.0,40.0,44.0,29.0,31.0,3.0,,90.0,83.0,6.7,8.0,0.0235994,1,,,2.0,2.0,6.0,3.0,1.0,,,1.0,2.0,,,2.0,0.1111,1.0,,hiroki_ito38,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,54.0,48.0,7.0,6.0,21.0,22.0,28.0,37.0,7.0,,88.0,79.0,7.5,12.0,0.476776,1,,,,1.0,2.0,9.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,0.0097,,,,,4.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,54.0,49.0,1.0,1.0,23.0,24.0,26.0,30.0,4.0,,90.0,63.0,7.2,5.0,0.217112,2,,,,3.0,4.0,8.0,,,1.0,1.0,,1.0,,3.0,0.0605,1.0,,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,69.0,65.0,9.0,7.0,21.0,22.0,46.0,50.0,6.0,,90.0,90.0,7.8,9.0,0.140613,0,,,1.0,,4.0,5.0,2.0,1.0,,,3.0,3.0,2.0,1.0,,,2.0,,,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11396387,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,21.0,16.0,1.0,,6.0,8.0,10.0,15.0,5.0,,67.0,42.0,7.2,11.0,0.362933,4,,,1.0,1.0,5.0,4.0,3.0,1.0,,,,1.0,1.0,2.0,0.4199,,,,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4313,,,,,,,,,,,
11396387,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,49.0,42.0,3.0,1.0,7.0,7.0,36.0,45.0,2.0,,67.0,65.0,6.0,13.0,0.349833,4,,,,,3.0,1.0,3.0,1.0,1.0,,,,,,1.2766,1.0,,,1.0,,3.0,1.0,,1.0,2.0,,,3.0,2.0,,1.1864,1.0,,,,,,,,,,
11396387,home,VfB Stuttgart,Enzo Millot,,,millot-enzo,E. Millot,M,10,175,4915,M,957889,EUR,1026864000,F,8,8,False,53.0,43.0,,,15.0,15.0,30.0,40.0,7.0,,88.0,66.0,7.6,13.0,0.319726,2,,,1.0,2.0,3.0,7.0,4.0,3.0,,,,1.0,1.0,1.0,0.3886,,,,,1.0,2.0,2.0,,1.0,1.0,,,,2.0,,0.1086,,,,,,,,,,,
