match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,from,player_id,player_name
10408260,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
10408260,,,,,90,0.0,,1,,,injuryTime,6.0,,,,,,,
10408260,,,,,81,,,10,,,substitution,,121801840.0,False,True,regular,,,
10408260,,,,,81,,,10,,,substitution,,121801839.0,False,True,regular,,,
10408260,,,,,74,,,17,,,substitution,,121801823.0,False,False,regular,,,
10408260,,,,,74,,,17,,,substitution,,121801822.0,False,False,regular,,,
10408260,,,,,71,,,20,,,substitution,,121801804.0,False,True,regular,,,
10408260,,1.0,1.0,,59,,,32,,,goal,,168896076.0,,False,penalty,penalty,32048.0,Cristhian Stuani
10408260,,,,,54,,,37,,,substitution,,121801775.0,True,False,injury,,,
10408260,,,,,54,,,37,,,substitution,,121801776.0,False,False,regular,,,
10408260,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
10408260,,,,,45,0.0,,1,,,injuryTime,1.0,,,,,,,
10408260,,1.0,0.0,,42,,,4,,,goal,,168895834.0,,True,regular,,794950.0,Carles Pérez
10408260,,,,,34,,,12,,,substitution,,121801723.0,True,False,injury,,,
