match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_goalAssist,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_dispossessed,stat_outfielderBlock,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_penaltyWon
10408260,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,19.0,12.0,12.0,5.0,8.0,8.0,4.0,11.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,90.0,28.0,6.9,8.0,0.0,0.0,0.00043084,0,0.5992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408260,home,Celta Vigo,Hugo Mallo,hugo-mallo,H. Mallo,D,,174,280,M,83506,EUR,677548800,D,2,2,False,26.0,20.0,2.0,,5.0,7.0,15.0,19.0,3.0,1.0,5.0,,,,,,,90.0,41.0,6.8,8.0,0.0261,0.5084,0.156759,1,,True,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10408260,home,Celta Vigo,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184,857,M,796320,EUR,812332800,D,15,15,False,45.0,40.0,7.0,5.0,24.0,25.0,16.0,20.0,4.0,6.0,5.0,1.0,,,,,,90.0,55.0,7.0,5.0,0.0716,0.0,0.00457318,1,,,,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408260,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,48.0,42.0,5.0,1.0,31.0,32.0,11.0,16.0,3.0,6.0,1.0,1.0,,,,,,90.0,57.0,6.7,6.0,0.0,0.0,0.00274251,0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
10408260,home,Celta Vigo,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,825133,EUR,785203200,D,17,17,False,47.0,41.0,9.0,7.0,16.0,18.0,25.0,33.0,5.0,1.0,6.0,1.0,,,,,,90.0,61.0,6.9,11.0,0.0,0.0,0.0518524,0,,,1.0,,4.0,,3.0,,1.0,2.0,,,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10408260,home,Celta Vigo,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,1010505,EUR,1022457600,M,24,24,False,14.0,12.0,1.0,1.0,6.0,6.0,6.0,10.0,5.0,,2.0,2.0,,,,,,81.0,26.0,6.9,6.0,0.0331,0.106,0.00724551,1,,,,,5.0,1.0,,1.0,4.0,1.0,,,,,2.0,,3.0,3.0,,1.0,1.0,,,,,,,,,,
10408260,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,14,14,False,37.0,33.0,6.0,4.0,16.0,17.0,17.0,20.0,5.0,,7.0,,,,,,,90.0,51.0,7.1,6.0,0.096,0.0,0.0225444,1,,,1.0,,6.0,,5.0,1.0,3.0,,,1.0,2.0,,,2.0,,,,,1.0,1.0,,,,,,,,,
10408260,home,Celta Vigo,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,5,5,False,40.0,34.0,5.0,2.0,13.0,13.0,24.0,34.0,3.0,3.0,3.0,1.0,,,,,,90.0,65.0,7.1,14.0,0.1131,0.0267,0.106826,3,,,,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,7.0,1.0,1.0,,,2.0,,1.0,,,3.0,,,,,,
10408260,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,F,7,7,False,25.0,22.0,1.0,1.0,3.0,3.0,19.0,25.0,5.0,,5.0,1.0,,,,,,90.0,47.0,7.4,12.0,0.1901,0.4809,0.169731,5,,,,,10.0,2.0,4.0,2.0,,1.0,2.0,,2.0,,3.0,7.0,3.0,,,,,1.0,,,,1.0,1.0,1.0,,,
10408260,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,17.0,10.0,1.0,,3.0,3.0,7.0,15.0,6.0,2.0,4.0,1.0,,,,,,81.0,28.0,6.6,9.0,0.5891,0.5158,0.00601113,3,,,4.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,
