match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_totalClearance,stat_outfielderBlock,stat_aerialWon,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_hitWoodwork,captain,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_goalAssist,stat_goals,stat_penaltyWon
11396321,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,26.0,20.0,9.0,3.0,18.0,18.0,2.0,8.0,4.0,2.0,1.0,3.0,90.0,31.0,6.2,6.0,0.0113887,0,-0.1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,False,33.0,25.0,,,10.0,14.0,15.0,23.0,3.0,,,,87.0,63.0,5.8,16.0,0.0225841,2,,4.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.4976,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,47.0,44.0,1.0,1.0,33.0,33.0,11.0,14.0,2.0,,,,90.0,60.0,6.5,3.0,0.0058734,1,,,,2.0,2.0,,,,,,,1.0,2.0,2.0,,,,2.0,0.0463,4.0,1.0,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,49.0,41.0,6.0,,30.0,32.0,11.0,17.0,2.0,,,,90.0,67.0,6.4,10.0,0.00552804,2,,,2.0,8.0,9.0,3.0,,1.0,,,,1.0,3.0,3.0,3.0,1.0,,2.0,0.1449,5.0,,5.0,1.0,1.0,0.1352,,,,,,,,,,,,,
11396321,home,1. FC Köln,Max Finkgräfe,Max Finkgräfe,,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,26.0,21.0,1.0,,7.0,9.0,14.0,17.0,6.0,,,,90.0,46.0,6.1,9.0,0.00858901,0,,,1.0,6.0,3.0,3.0,2.0,,,,,,1.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,20.0,16.0,1.0,1.0,4.0,5.0,12.0,16.0,2.0,,,,62.0,29.0,7.0,7.0,0.112389,2,,1.0,,3.0,3.0,1.0,,2.0,2.0,,2.0,,,1.0,1.0,2.0,,2.0,0.0537,,,,,,,1.0,1.0,,,,,,,,,,,
11396321,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,47.0,39.0,1.0,1.0,17.0,17.0,22.0,31.0,9.0,,,,90.0,57.0,7.0,10.0,0.0291223,2,,1.0,1.0,4.0,5.0,,1.0,,,,1.0,,,1.0,1.0,,,2.0,0.0504,1.0,,2.0,1.0,2.0,0.0445,,1.0,,,,,,,,,,,
11396321,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,False,34.0,31.0,2.0,1.0,11.0,12.0,20.0,23.0,2.0,,,,90.0,43.0,6.6,6.0,0.0370672,2,,1.0,,1.0,1.0,,,,,,,2.0,,1.0,1.0,2.0,,2.0,0.0531,,1.0,,,,,,1.0,,,,,,,,,,,
11396321,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,20.0,15.0,,,7.0,8.0,8.0,14.0,6.0,,,,62.0,36.0,7.0,12.0,0.0204695,2,,2.0,,1.0,5.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,0.0432,,,,,2.0,,,,1.0,,,,,,,,,,
11396321,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,F,11,11,False,35.0,20.0,5.0,1.0,2.0,3.0,23.0,43.0,4.0,,,,74.0,59.0,7.1,26.0,0.316332,0,,11.0,,5.0,4.0,1.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,2.0,,1.0,,,5.0,,True,5.0,,,,,,,,
11396321,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,F,29,29,False,17.0,15.0,3.0,3.0,7.0,7.0,8.0,10.0,3.0,,,,87.0,30.0,6.8,4.0,0.0158209,5,,,2.0,6.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,0.3927,2.0,,,2.0,,0.3952,,1.0,,,,1.0,,,,,,,
11396321,home,1. FC Köln,Faride Alidou,,,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,F,40,40,True,6.0,5.0,,,1.0,1.0,4.0,5.0,4.0,,,,28.0,13.0,6.9,2.0,0.0179098,0,,,1.0,3.0,3.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,
11396321,home,1. FC Köln,Justin Diehl,Justin Diehl,,diehl-justin,J. Diehl,F,26,174,395,M,1146132,EUR,1101513600,F,45,45,True,10.0,9.0,,,2.0,2.0,8.0,16.0,1.0,,,,28.0,22.0,7.0,10.0,0.0632755,1,,8.0,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,,,0.0264,,,,1.0,,0.2252,,2.0,,,1.0,,,,,,,,
11396321,home,1. FC Köln,Jacob Christensen,,,jacob-christensen,J. Christensen,M,14,180,165,M,918438,EUR,993427200,M,22,22,True,3.0,3.0,,,2.0,2.0,1.0,3.0,1.0,,,,16.0,7.0,6.5,2.0,0.0023107,0,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,True,3.0,3.0,,,2.0,2.0,1.0,1.0,2.0,,,,3.0,4.0,,,0.00015,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,True,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,3.0,5.0,,2.0,0.0014351,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Philipp Pentke,,,philipp-pentke,P. Pentke,G,,191,32,M,39918,EUR,483753600,G,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Dominique Heintz,,,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Luca Kilian,,,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396321,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
