match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12513654,home,SC Farense,Kaique,Kaique,,kaique,Kaique,G,1,190.0,577,M,1167067,EUR,1050451200,G,1,1,False,25.0,17.0,14.0,6.0,0.0,14.0,15.0,3.0,10.0,1.0,9.0,2.0,3.0,90.0,37.0,6.6,8.0,0.00164927,0,-0.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Pastor,,,pastor,Pastor,D,2,176.0,138,M,1046354,EUR,951004800,D,28,28,False,43.0,33.0,7.0,5.0,0.0,15.0,18.0,19.0,27.0,3.0,9.0,,,90.0,82.0,7.2,19.0,0.0557846,0,,2.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Marco Moreno,,,marco-moreno,M. Moreno,D,21,190.0,81,M,997094,EUR,982627200,D,3,3,False,56.0,39.0,4.0,1.0,0.0,25.0,31.0,14.0,25.0,7.0,2.0,,,90.0,72.0,6.9,17.0,0.0137843,1,,,,3.0,9.0,6.0,11.0,1.0,,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,2.0,0.1827,,,,,,,,,,,,,,
12513654,home,SC Farense,Claudio Falcão,,,claudio-falcao,C. Falcão,D,29,187.0,132,M,845699,EUR,773193600,D,29,29,False,68.0,50.0,15.0,8.0,0.0,30.0,34.0,20.0,34.0,7.0,7.0,,,90.0,82.0,7.3,18.0,0.0139322,0,,,,,5.0,1.0,6.0,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
12513654,home,SC Farense,Paulo Victor,Paulo Victor,,paulo-victor,P. Victor,D,64,180.0,200,M,1108505,EUR,987120000,D,2,2,False,34.0,23.0,7.0,2.0,0.0,6.0,8.0,20.0,31.0,4.0,2.0,,,90.0,78.0,7.1,24.0,0.294506,0,,5.0,3.0,2.0,3.0,10.0,15.0,4.0,6.0,1.0,2.0,2.0,1.0,6.0,1.0,,,,2.0,,1.0,4.0,,,,,,,,,,,,
12513654,home,SC Farense,Neto,,,neto,Neto,M,8,181.0,91,M,843358,EUR,683769600,M,6,6,False,37.0,32.0,9.0,6.0,0.0,13.0,14.0,19.0,23.0,,3.0,,,66.0,50.0,7.5,6.0,0.00746352,2,,,,2.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,,2.0,,,1.0,1.0,1.0,0.7977,,,1.0,1.0,0.7514,,,,,,,,,
12513654,home,SC Farense,Rony Lopes,,,rony-lopes,R. Lopes,M,16,174.0,626,M,190147,EUR,820108800,M,20,20,False,20.0,16.0,3.0,2.0,0.0,8.0,9.0,9.0,13.0,1.0,3.0,,,66.0,35.0,6.2,9.0,0.21553,2,,2.0,1.0,,1.0,6.0,3.0,2.0,3.0,,,,1.0,2.0,1.0,,1.0,,1.0,0.0945,,,,,,1.0,,,,,,,,
12513654,home,SC Farense,Marco Matias,,,marco-matias,M. Matias,F,77,177.0,35,M,77929,EUR,610761600,M,77,77,False,17.0,12.0,5.0,1.0,0.0,3.0,3.0,9.0,18.0,1.0,1.0,,,90.0,37.0,6.5,13.0,0.00610345,1,,4.0,,3.0,1.0,7.0,3.0,1.0,1.0,,,,2.0,2.0,,,1.0,,2.0,0.0248,,,,,,,True,,,,,,,
12513654,home,SC Farense,Samuel Justo,Samuel,Justo,samuel-justo,S. Justo,M,96,178.0,247,M,1153077,EUR,1080864000,M,80,80,False,40.0,32.0,11.0,5.0,0.0,14.0,14.0,18.0,26.0,,4.0,,,78.0,48.0,6.3,12.0,0.0184744,0,,,,,1.0,2.0,3.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,
12513654,home,SC Farense,Rui Costa,,,rui-costa,R. Costa,F,7,179.0,88,M,845782,EUR,824774400,F,19,19,False,6.0,3.0,,,0.0,,,3.0,6.0,,1.0,,,78.0,21.0,7.1,9.0,0.00715356,6,,,,2.0,1.0,7.0,2.0,1.0,1.0,,,,2.0,1.0,,,5.0,,,0.4416,3.0,,1.0,,0.1099,,,,,1.0,1.0,,,
12513654,home,SC Farense,Darío Poveda,,,dario-poveda,D. Poveda,F,14,188.0,58,M,836600,EUR,858211200,F,14,14,False,14.0,10.0,2.0,1.0,0.0,3.0,3.0,7.0,11.0,,2.0,,,66.0,17.0,6.6,5.0,0.0663663,0,,,,1.0,,2.0,1.0,,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,
12513654,home,SC Farense,Filipe Soares,,,filipe-soares,F. Soares,M,22,180.0,145,M,851030,EUR,927158400,M,21,21,True,12.0,12.0,,,0.0,6.0,6.0,6.0,6.0,,,,,24.0,14.0,6.6,,0.0025622,0,,,,2.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Álex Bermejo Escribano,Álex,Bermejo Escribano,alex-bermejo-escribano,Á. B. Escribano,F,95,183.0,48,M,966293,EUR,913334400,F,11,11,True,9.0,7.0,3.0,3.0,0.0,7.0,8.0,,1.0,2.0,2.0,,,24.0,17.0,6.7,5.0,6.495e-05,0,,,,1.0,2.0,3.0,2.0,,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
12513654,home,SC Farense,Yusupha Njie,,,yusupha-njie,Y. Njie,F,9,188.0,325,M,887517,EUR,757555200,F,10,10,True,6.0,4.0,,,0.0,2.0,3.0,2.0,3.0,,3.0,,,24.0,10.0,6.3,5.0,0.00137789,0,,,,4.0,1.0,7.0,1.0,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12513654,home,SC Farense,Raúl Silva,,,raul-silva,R. Silva,D,,191.0,71,M,551812,EUR,626140800,D,34,34,True,4.0,1.0,,,0.0,,,1.0,4.0,,,,,12.0,4.0,6.5,3.0,0.00100877,0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12513654,home,SC Farense,Tomané,,,tomane,Tomané,F,7,185.0,176,M,126076,EUR,719798400,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,12.0,4.0,6.6,2.0,1.577e-05,0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Miguel Carvalho,,,miguel-carvalho,M. Carvalho,G,22,185.0,13,M,786018,EUR,835228800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Derick Poloni,,,derick-poloni,D. Poloni,D,6,173.0,38,M,892169,EUR,746841600,D,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Lucas Áfrico,,,lucas-africo,L. Áfrico,D,40,188.0,120,M,939792,EUR,791942400,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513654,home,SC Farense,Zé Carlos,Zé Carlos,,ze-carlos,Z. Carlos,M,6,172.0,109,M,1138915,EUR,1004400000,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513654,away,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188.0,348,M,822526,EUR,896832000,G,1,1,False,24.0,5.0,21.0,3.0,0.0,2.0,4.0,3.0,20.0,,12.0,,1.0,90.0,29.0,6.7,19.0,0.00322847,0,-0.1387,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,3.0,1.0,
12513654,away,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176.0,85,M,991358,EUR,894240000,D,42,42,False,24.0,16.0,8.0,2.0,0.0,8.0,10.0,8.0,14.0,6.0,5.0,,,90.0,43.0,6.8,14.0,0.00509841,1,,,,2.0,,3.0,1.0,,,,1.0,1.0,,,,,,,1.0,0.0207,,,1.0,,0.0446,,,,,,,,,
