match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_dispossessed,stat_penaltyWon,captain,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_penaltyConceded
14083184,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,25.0,15.0,15.0,5.0,0.0,13.0,16.0,2.0,9.0,1.0,7.0,2.0,5.0,1.0,90.0,37.0,7.0,10.0,0.00047895,5.9178375273405,1.0,5.145,5.145,0.2476,0,0.2394,0.02,0.0,0.22,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083184,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,24.0,20.0,3.0,2.0,0.0,9.0,9.0,11.0,15.0,2.0,,,,,74.0,40.0,6.7,6.0,0.12483,78.660238164984,10.0,46.62,13.23,,0,,0.27,0.07,-0.13,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083184,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,49.0,38.0,15.0,5.0,0.0,23.0,24.0,15.0,25.0,9.0,2.0,,,,90.0,70.0,7.1,11.0,0.0088405,169.55564706112,19.0,96.6,24.99,,3,,0.1,0.26,-0.05,,,,3.0,6.0,7.0,,3.0,1.0,,,2.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9143,0.8747,67.49523207767,3.0,0.28,,,,,,,,,,,,
14083184,home,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,False,36.0,34.0,5.0,4.0,0.0,17.0,18.0,17.0,18.0,2.0,4.0,,,,74.0,51.0,7.3,4.0,0.0244549,199.70734018237,15.0,144.27,31.5,,1,,0.04,0.17,0.2,,,,1.0,1.0,6.0,2.0,2.0,3.0,2.0,,,,Matias Moreno,,,,1.0,,,,1.0,,2.0,0.0485,,97.288283745858,4.0,-0.01,,,,,,,,,,,,
14083184,home,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,26.0,23.0,1.0,,0.0,5.0,7.0,18.0,19.0,3.0,3.0,,,,90.0,50.0,6.5,10.0,0.0623833,141.41579747279,12.0,96.85,33.915,,2,,0.07,0.26,-0.23,,5.0,1.0,2.0,4.0,5.0,,3.0,2.0,2.0,3.0,3.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,0.0762,,74.869172190164,3.0,-0.09,,,,,,,,,,,,
14083184,home,Levante UD,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,966802,EUR,974246400,M,12,12,False,36.0,27.0,5.0,4.0,0.0,15.0,15.0,12.0,21.0,4.0,5.0,,,,82.0,51.0,6.8,13.0,0.00919871,56.639222567539,9.0,18.165,13.545,,0,,0.1,0.14,-0.02,,3.0,,2.0,5.0,4.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,14.206325386954,1.0,,1.0,,,,,,,,,,,
14083184,home,Levante UD,Kervin Arriaga,kervin-arriaga,K. Arriaga,M,16,191,2306,M,1083832,EUR,883958400,M,16,16,False,31.0,25.0,3.0,1.0,0.0,15.0,17.0,10.0,14.0,,6.0,,,,90.0,42.0,6.7,10.0,0.0148101,91.083447781547,11.0,-2.625,10.71,,1,,0.05,0.02,0.25,,,,2.0,6.0,4.0,2.0,,2.0,2.0,2.0,4.0,,Kervin Arriaga,,,,,,,,1.0,,,0.0131,,,,0.0,2.0,,,,,,,,,,,
14083184,home,Levante UD,Víctor García,victor-garcia,V. García,M,17,177,108,M,952222,EUR,852076800,M,17,17,False,30.0,23.0,1.0,,0.0,6.0,7.0,17.0,23.0,3.0,4.0,,,,90.0,56.0,6.7,19.0,0.0236867,181.51587827333,19.0,116.3,34.02,,1,,0.0,0.03,-0.04,,7.0,,1.0,4.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,,,,1.0,0.0236,,61.793760758772,3.0,-0.29,,,,,,,,,,,,
14083184,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,35.0,27.0,,,0.0,6.0,7.0,21.0,28.0,,4.0,,,,90.0,54.0,7.1,20.0,0.0395837,175.0712659057,16.0,102.1,26.565,,2,,0.11,0.26,-0.06,,5.0,,,2.0,5.0,,,,,5.0,,3.0,,,,,3.0,2.0,1.0,1.0,,,3.0,0.0997,0.0361,77.890878397686,3.0,-0.26,1.0,1.0,,,,,,,,,,
14083184,home,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,False,18.0,13.0,4.0,3.0,0.0,3.0,3.0,10.0,15.0,1.0,2.0,,,,67.0,32.0,6.3,12.0,0.017008,94.28772751637,9.0,66.78,22.575,,2,,0.07,0.04,-0.01,,2.0,,1.0,5.0,1.0,,1.0,,,2.0,2.0,,,,,,3.0,,1.0,1.0,,,,0.0424,0.1168,22.965306028878,1.0,-0.24,,,True,2.0,,,,,,,,
