match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_totalOffside,captain,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goodHighClaim,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed
12499610,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,19.0,12.0,9.0,2.0,0.0,11.0,11.0,1.0,8.0,1.0,8.0,1.0,2.0,90.0,29.0,6.7,7.0,0.00033085,0,-0.1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,39.0,28.0,7.0,1.0,0.0,21.0,23.0,7.0,16.0,1.0,2.0,,,90.0,45.0,6.6,12.0,0.00236645,0,,,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,64.0,56.0,7.0,4.0,0.0,47.0,50.0,9.0,14.0,7.0,6.0,,,90.0,77.0,6.9,8.0,0.0370689,0,,,,1.0,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,66.0,59.0,10.0,6.0,0.0,26.0,29.0,33.0,37.0,7.0,4.0,,,90.0,87.0,7.5,8.0,0.0226726,1,,,,4.0,4.0,9.0,9.0,4.0,,1.0,3.0,1.0,,2.0,1.0,1.0,2.0,3.0,0.0203,1.0,,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,42.0,35.0,4.0,2.0,0.0,17.0,18.0,18.0,25.0,3.0,4.0,,,70.0,56.0,6.9,10.0,0.504992,0,,,,,1.0,2.0,3.0,2.0,,,2.0,,,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,52.0,46.0,1.0,,0.0,23.0,25.0,23.0,28.0,4.0,3.0,,,90.0,71.0,6.9,9.0,0.0247544,1,,,,1.0,3.0,5.0,8.0,,,3.0,1.0,3.0,2.0,1.0,2.0,1.0,,,0.0484,,1.0,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,52.0,46.0,3.0,2.0,0.0,24.0,26.0,22.0,26.0,1.0,7.0,,,90.0,62.0,7.0,7.0,0.0118684,0,,,,,3.0,1.0,5.0,2.0,1.0,,1.0,,,2.0,,,,,,,,,True,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,M,15,15,False,29.0,20.0,4.0,2.0,0.0,10.0,15.0,10.0,16.0,1.0,3.0,,,76.0,49.0,7.0,18.0,0.00552421,2,,,,4.0,3.0,9.0,3.0,,1.0,,2.0,1.0,,1.0,1.0,,,,0.1227,,2.0,,,1.0,1.0,1.0,1.0,0.6272,,,,,,
12499610,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,F,11,11,False,37.0,33.0,,,0.0,10.0,11.0,25.0,31.0,,1.0,,,70.0,55.0,7.4,11.0,0.0959671,5,,,,1.0,,5.0,3.0,,1.0,,2.0,4.0,3.0,,,3.0,,,0.8915,,5.0,,,1.0,1.0,1.0,1.0,0.9344,2.0,,,,,
12499610,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,False,21.0,16.0,,,0.0,4.0,7.0,12.0,16.0,,3.0,,,65.0,49.0,6.5,20.0,0.0467831,2,,,,3.0,1.0,11.0,6.0,1.0,6.0,2.0,1.0,6.0,2.0,,,1.0,,1.0,0.0749,,2.0,,,3.0,1.0,,,,,,,,,
12499610,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,17,17,False,14.0,9.0,,,1.0,,,9.0,14.0,,2.0,,,45.0,25.0,7.4,5.0,0.124877,0,,,,2.0,2.0,6.0,8.0,1.0,,4.0,4.0,1.0,1.0,,1.0,,,1.0,,4.0,,,,,,,,,,,,,,
12499610,home,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,2.0,3.0,,,45.0,17.0,6.8,3.0,0.00327667,0,,,,2.0,1.0,4.0,6.0,2.0,1.0,4.0,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,
12499610,home,1. FC Union Berlin,Yorbe Vertessen,yorbe-vertessen,Y. Vertessen,F,11,176,940,M,909958,EUR,978912000,F,7,7,True,4.0,2.0,,,0.0,2.0,3.0,,1.0,,,,,25.0,6.0,6.5,2.0,4.485e-05,0,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
