match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_ownGoals,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalOffside,captain,stat_unsuccessfulTouch,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals
14572654,home,GNK Dinamo Zagreb,Ivan Nevistić,,,ivan-nevistic,I. Nevistić,G,33,195,929,M,357582,EUR,901843200,G,33,33,False,40.0,30.0,13.0,3.0,0.0,28.0,29.0,2.0,11.0,5.0,1.0,1.0,2.0,1.0,90.0,46.0,6.2,10.0,0.00067768,0.1503,0,-1.7152,0.01,0.0,-0.3,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Kévin Théophile-Catherine,,,kevin-theophile-catherine,K. Théophile-Catherine,D,28,183,786,M,44225,EUR,625536000,D,28,28,False,33.0,25.0,1.0,,0.0,14.0,14.0,11.0,19.0,2.0,,,,,45.0,49.0,5.9,11.0,0.00630763,,0,,-0.05,0.01,-0.55,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Sergi Domínguez,Sergi Domínguez,,sergi-dominguez,S. Domínguez,D,36,191,6129,M,1153335,EUR,1112313600,D,36,36,False,107.0,100.0,6.0,3.0,0.0,60.0,62.0,40.0,45.0,7.0,,,,,90.0,120.0,5.7,7.0,0.0210501,,0,,0.16,0.23,-1.0,,,,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,sergidominguez_,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188,986,M,358108,EUR,847756800,D,26,26,False,111.0,102.0,8.0,4.0,0.0,74.0,79.0,28.0,32.0,3.0,,,,,90.0,117.0,6.3,9.0,0.00915558,,0,,-0.07,0.09,-0.38,,,1.0,,1.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Bruno Goda,,,bruno-goda,B. Goda,D,3,182,547,M,855908,EUR,892771200,D,3,3,False,30.0,24.0,2.0,1.0,0.0,16.0,16.0,8.0,14.0,1.0,,,,,45.0,39.0,5.7,8.0,0.00288509,,0,,-0.11,0.04,-0.6,,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,824,M,869883,EUR,876268800,M,77,77,False,29.0,27.0,,,0.0,11.0,11.0,16.0,18.0,3.0,,,,,59.0,33.0,6.4,2.0,0.0183747,,0,,-0.03,0.06,-0.15,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Josip Mišić,,,josip-misic,J. Mišić,M,27,187,1002,M,243713,EUR,772761600,M,27,27,False,82.0,78.0,4.0,4.0,0.0,30.0,30.0,48.0,52.0,6.0,,,,,90.0,91.0,7.0,7.0,0.0501168,,0,,0.25,0.27,-0.19,,1.0,,2.0,3.0,2.0,,3.0,3.0,2.0,,,,,,1.0,,,True,1.0,,,,,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Miha Zajc,,,miha-zajc,M. Zajc,M,8,180,1173,M,139256,EUR,773020800,M,8,8,False,54.0,50.0,4.0,3.0,0.0,17.0,17.0,33.0,37.0,1.0,,,,,78.0,64.0,6.4,8.0,0.0299903,,2,,0.04,0.13,-0.2,,2.0,,2.0,3.0,,,,3.0,1.0,,,1.0,,3.0,,,,,1.0,1.0,1.0,0.2506,-0.39,,,,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Mateo Lisica,,,mateo-lisica,M. Lisica,M,21,178,796,M,1034543,EUR,1057708800,F,21,21,False,42.0,35.0,3.0,,0.0,7.0,9.0,28.0,33.0,5.0,,,,,90.0,66.0,7.4,15.0,0.130396,,1,,0.28,0.11,0.54,,4.0,,5.0,5.0,,1.0,1.0,4.0,3.0,1.0,,,,1.0,1.0,,,,,,1.0,0.0213,-0.04,1.0,2.0,2.0,,,,,,,,,
14572654,home,GNK Dinamo Zagreb,Sandro Kulenović,,,sandro-kulenovic,S. Kulenović,F,17,191,3201,M,826026,EUR,944265600,F,17,17,False,15.0,11.0,,,0.0,7.0,7.0,4.0,8.0,1.0,,,,,59.0,23.0,6.7,6.0,0.00374144,,1,,-0.18,0.18,0.0,,1.0,2.0,3.0,5.0,,,,1.0,1.0,1.0,,3.0,,,,,1.0,,1.0,,,0.1672,-0.16,,,1.0,1.0,1.0,1.0,0.1215,,,,,
